RegioNaam;@invalid;@blank;KVP;PvdA;VVD;CHU;ARP;Boeren Partij;Pacifistisch-Socialistische Partij (PSP);Communistische Partij van Nederland;SGP;Gereformeerd Politiek Verbond (GPV);Protestants Christelijke Groep;Christelijk Democratische Unie;Partij voor Volkswil en Referendum;Samenwerkende Christelijke Groepering;FNP;Lijst van Rappard;Vrije  Burgers;Lijst Germeaux;Partij voor Volksbelang en Volksstemming;@abs
Aagtekerke-G1000;6;0;5;11;10;130.0;34.0;25;1;1;204;2.0;0;0;0;0;0.0;0;0;0;0;20.0
Aalsmeer-G0358;145;0;1848;2150;1300;1416.0;1223.0;657;433;118;67;33.0;0;43;0;0;0.0;0;0;0;0;449.0
Aalten-G0197;261;0;1457;1214;437;1958.0;3127.0;471;56;16;29;29.0;0;0;0;0;0.0;0;0;0;0;268.0
Aardenburg-G0648;66;0;1064;275;152;66.0;80.0;303;11;6;5;3.0;0;0;0;0;0.0;0;0;0;0;129.0
Aarle-Rixtel-G0739;71;0;1456;123;80;0.0;0.0;186;19;13;0;0.0;37;11;0;0;0.0;0;0;0;0;71.0
Abbekerk-G0359;4;0;210;178;64;28.0;25.0;65;22;5;0;0.0;0;0;2;0;0.0;0;0;0;0;32.0
Abbenbroek-G0481;20;0;1;193;123;37.0;37.0;46;21;9;8;0.0;0;0;0;0;0.0;1;0;0;0;36.0
Abcoude-G0305;52;0;864;378;483;690.0;369.0;200;131;27;64;12.0;0;15;20;0;0.0;0;0;0;0;137.0
Achtkarspelen-G0059;226;0;35;2849;375;1617.0;4273.0;461;262;238;103;361.0;0;0;0;0;160.0;0;0;0;0;607.0
Adorp-G0001;11;0;8;198;90;52.0;346.0;70;21;5;0;70.0;0;0;0;0;0.0;0;0;0;0;29.0
Aduard-G0002;21;0;9;368;231;92.0;396.0;108;46;7;0;126.0;0;0;0;0;0.0;0;0;0;0;46.0
Akersloot-G0360;23;0;1048;217;117;43.0;28.0;184;48;21;0;2.0;0;6;0;0;0.0;0;0;0;0;45.0
Alblasserdam-G0482;188;0;364;2942;741;1594.0;772.0;264;469;143;973;80.0;0;0;0;0;0.0;16;0;0;0;475.0
Alkemade-G0483;73;0;3688;142;187;172.0;265.0;328;30;17;20;2.0;0;0;0;0;0.0;3;0;0;0;166.0
Alkmaar-G0361;680;0;8981;7320;3265;1580.0;1568.0;1714;1709;840;0;107.0;0;166;0;0;0.0;0;0;0;0;1296.0
Almelo-G0141;886;0;8007;10033;2802;2684.0;2482.0;2226;1382;1262;218;157.0;0;0;0;0;0.0;0;0;0;0;1360.0
Almkerk-G0740;39;0;25;246;46;0.0;0.0;65;11;5;117;0.0;2161;14;0;0;0.0;0;0;0;0;120.0
Alphen aan den Rijn-G0484;282;0;3093;2781;1357;3730.0;2875.0;918;427;118;612;63.0;0;0;0;0;0.0;24;0;0;0;659.0
Alphen en Riel-G0741;40;0;1906;38;16;0.0;0.0;78;7;7;1;0.0;2;9;0;0;0.0;0;0;0;0;39.0
Ambt Delden-G0142;36;0;1721;262;161;226.0;37.0;377;14;2;9;2.0;0;0;0;0;0.0;0;0;0;0;114.0
Amby-G0883;101;0;1167;241;67;0.0;0.0;121;22;12;0;0.0;0;0;0;17;0.0;0;0;33;0;74.0
Ameide-G0485;13;0;9;353;54;177.0;384.0;58;19;2;95;1.0;0;0;0;0;0.0;4;0;0;0;58.0
Ameland-G0060;24;0;465;365;136;234.0;127.0;85;25;5;3;2.0;0;0;0;0;12.0;0;0;0;0;125.0
Amerongen-G0306;70;0;117;716;277;841.0;281.0;208;70;17;291;13.0;0;8;14;0;0.0;0;0;0;0;205.0
Amersfoort-G0307;1322;0;9130;10821;4863;5381.0;3550.0;2315;1930;702;624;897.0;0;589;151;0;0.0;0;0;0;0;2521.0
Ammerstol-G0486;17;0;11;480;62;29.0;16.0;16;40;79;19;0.0;0;0;0;0;0.0;0;0;0;0;29.0
Ammerzoden-G0198;27;0;1281;155;16;197.0;96.0;30;7;0;77;1.0;0;0;0;0;0.0;0;0;0;0;73.0
Amstelveen-G0362;599;0;6761;5232;7166;3647.0;3228.0;2152;2106;350;139;143.0;0;258;0;0;0.0;0;0;0;0;1773.0
Amstenrade-G0884;95;0;1257;230;64;0.0;0.0;118;18;34;0;0.0;0;0;0;71;0.0;0;0;0;0;73.0
Amsterdam-G0363;18702;0;79057;131646;57904;30485.0;28729.0;46376;72533;57617;1599;1663.0;0;2910;4477;0;0.0;0;0;0;0;39750.0
Andel-G0742;14;0;2;51;12;0.0;0.0;22;4;1;55;0.0;672;2;0;0;0.0;0;0;0;0;42.0
Andijk-G0364;28;0;462;449;80;60.0;776.0;236;74;152;38;10.0;0;9;6;0;0.0;0;0;0;0;104.0
Angerlo-G0199;10;0;1031;213;53;337.0;51.0;134;10;1;6;3.0;0;0;0;0;0.0;0;0;0;0;81.0
Ankeveen-G1014;12;0;280;108;57;115.0;44.0;56;43;17;9;0.0;0;4;0;0;0.0;0;0;0;0;27.0
Anloo-G0105;99;0;33;1699;994;91.0;83.0;439;63;76;0;26.0;0;0;0;0;0.0;0;0;0;0;165.0
Anna Paulowna-G0366;72;0;1444;1017;530;163.0;279.0;201;100;83;19;36.0;0;10;0;0;0.0;0;0;0;0;161.0
Apeldoorn-G0200;1664;0;8787;15980;6984;12137.0;6365.0;7922;2440;605;1502;272.0;0;0;0;0;0.0;0;0;0;0;3616.0
Appeltern-G0201;39;0;1673;45;15;118.0;11.0;106;7;0;7;6.0;0;0;0;0;0.0;0;0;0;0;104.0
Appingedam-G0003;213;0;114;2107;582;942.0;990.0;188;278;220;0;61.0;0;0;0;0;0.0;0;0;0;0;315.0
Arcen en Velden-G0885;64;0;2648;97;84;0.0;0.0;210;30;14;0;0.0;0;0;0;18;0.0;0;0;0;0;79.0
Arkel-G0487;32;0;42;689;219;122.0;160.0;37;34;6;33;2.0;0;0;0;0;0.0;21;0;0;0;55.0
Arnemuiden-G0649;61;0;19;282;35;317.0;284.0;41;22;6;477;15.0;0;0;0;0;0.0;0;0;0;0;127.0
Arnhem-G0202;2354;0;22076;22103;8476;7328.0;4513.0;4699;3193;1145;280;347.0;0;0;0;0;0.0;0;0;0;0;3722.0
Asperen-G0488;18;0;20;266;116;213.0;248.0;36;32;7;151;4.0;0;0;0;0;0.0;1;0;0;0;78.0
Assen-G0106;606;0;736;7505;2541;1841.0;2590.0;989;593;368;0;762.0;0;0;0;0;0.0;0;0;0;0;1216.0
Assendelft-G0367;76;0;1651;1092;252;103.0;125.0;171;251;412;31;21.0;0;4;0;0;0.0;0;0;0;0;125.0
Asten-G0743;116;0;4653;147;108;0.0;0.0;312;26;22;0;0.0;58;7;0;0;0.0;0;0;0;0;115.0
Avenhorn-G0368;17;0;507;195;67;11.0;10.0;73;36;7;0;1.0;0;2;2;0;0.0;0;0;0;0;32.0
Avereest-G0143;115;0;651;1305;534;1851.0;1220.0;565;47;16;36;63.0;0;0;0;0;0.0;0;0;0;0;614.0
Axel-G0650;168;0;1062;895;350;825.0;694.0;170;43;22;149;510.0;0;0;0;0;0.0;0;0;0;0;260.0
Baarderadeel-G0061;46;0;116;1147;394;339.0;371.0;117;86;12;11;7.0;0;0;0;0;232.0;0;0;0;0;194.0
Baarland-G0651;8;0;96;58;24;95.0;78.0;26;5;7;35;0.0;0;0;0;0;0.0;0;0;0;0;27.0
Baarle-Nassau-G0744;47;0;2038;57;54;0.0;0.0;141;4;12;3;0.0;23;11;0;0;0.0;0;0;0;0;78.0
Baarn-G0308;347;0;2136;2804;2177;1669.0;1878.0;927;614;135;262;93.0;0;87;80;0;0.0;0;0;0;0;933.0
Baexem-G0886;14;0;722;6;13;0.0;0.0;57;1;2;0;0.0;0;0;0;1;0.0;0;0;0;0;12.0
Baflo-G0004;21;0;12;492;188;130.0;751.0;54;28;15;0;59.0;0;0;0;0;0.0;0;0;0;0;60.0
Bakel en Milheeze-G0745;65;0;2492;103;54;0.0;0.0;370;8;9;0;0.0;13;7;0;0;0.0;0;0;0;0;27.0
Barendrecht-G0489;79;0;214;1246;809;869.0;1787.0;176;160;19;511;69.0;0;0;0;0;0.0;6;0;0;0;349.0
Barneveld-G0203;223;0;644;1468;723;4188.0;2325.0;1786;123;34;2301;100.0;0;0;0;0;0.0;0;0;0;0;741.0
Barradeel-G0062;63;0;40;902;204;1153.0;1107.0;154;98;16;4;39.0;0;0;0;0;86.0;0;0;0;0;168.0
Barsingerhorn-G0369;38;0;85;458;175;42.0;46.0;96;91;56;2;1.0;0;0;0;0;0.0;0;0;0;0;102.0
Batenburg-G0204;8;0;224;9;5;34.0;3.0;37;1;0;0;2.0;0;0;0;0;0.0;0;0;0;0;19.0
Bathmen-G0144;23;0;42;437;430;362.0;16.0;276;16;9;1;2.0;0;0;0;0;0.0;0;0;0;0;66.0
Bedum-G0005;55;0;229;1001;326;244.0;1910.0;243;76;22;0;514.0;0;0;0;0;0.0;0;0;0;0;143.0
Beegden-G0887;29;0;575;17;11;0.0;0.0;38;6;2;0;0.0;0;0;0;4;0.0;0;0;0;0;0.0
Beek-G0888;259;0;4656;438;227;0.0;0.0;388;47;47;0;0.0;0;0;0;111;0.0;0;0;0;0;295.0
Beek en Donk-G0746;91;0;2388;198;65;0.0;0.0;303;30;23;0;0.0;20;19;0;0;0.0;0;0;0;0;108.0
Beemster-G0370;53;0;1072;1188;659;174.0;171.0;330;172;79;7;5.0;0;2;10;0;0.0;0;0;0;0;192.0
Beers-G0747;17;0;1118;30;9;0.0;0.0;53;3;0;0;0.0;1;0;0;0;0.0;0;0;0;0;41.0
Beerta-G0006;108;0;16;662;202;100.0;37.0;72;122;856;0;8.0;0;0;0;0;0.0;0;0;0;0;127.0
Beesd-G0205;43;0;704;328;77;408.0;26.0;144;16;7;69;7.0;0;0;0;0;0.0;0;0;0;0;65.0
Beesel-G0889;169;0;3972;137;105;0.0;0.0;343;26;36;0;0.0;0;0;0;23;0.0;0;0;0;0;131.0
Beets-G0371;6;0;10;124;61;19.0;17.0;39;25;0;1;0.0;0;0;1;0;0.0;0;0;0;0;11.0
Beilen-G0107;163;0;86;2269;916;1148.0;1245.0;465;112;35;0;143.0;0;0;0;0;0.0;0;0;0;0;420.0
Belfeld-G0890;78;0;1651;82;34;0.0;0.0;103;8;12;0;0.0;0;0;0;22;0.0;0;0;0;0;49.0
Bellingwolde-G1019;116;0;32;1693;323;266.0;155.0;203;181;423;0;15.0;0;0;0;0;0.0;0;0;0;0;213.0
Bemelen-G0891;4;0;147;3;4;0.0;0.0;34;0;1;0;0.0;0;0;0;0;0.0;0;0;2;0;3.0
Bemmel-G0206;138;0;4630;289;120;197.0;36.0;595;36;24;10;10.0;0;0;0;0;0.0;0;0;0;0;254.0
Bennebroek-G0372;72;0;737;273;607;293.0;375.0;190;78;17;15;32.0;0;10;9;0;0.0;0;0;0;0;503.0
Benschop-G0309;9;0;419;94;50;241.0;249.0;68;2;1;130;3.0;0;3;0;0;0.0;0;0;0;0;37.0
Benthuizen-G0490;13;0;15;161;42;120.0;83.0;24;9;3;312;2.0;0;0;0;0;0.0;1;0;0;0;26.0
Berg en Terblijt-G0892;64;0;1134;62;43;0.0;0.0;259;10;11;0;0.0;0;0;0;11;0.0;0;0;15;0;41.0
Bergambacht-G0491;45;0;39;827;321;214.0;383.0;262;52;37;445;5.0;0;0;0;0;0.0;8;0;0;0;126.0
Bergen-G0373;99;0;2062;1278;1365;282.0;279.0;559;406;79;0;14.0;0;45;0;0;0.0;0;0;0;0;475.0
Bergen-G0893;198;0;4633;202;106;0.0;0.0;544;33;27;0;0.0;0;0;0;52;0.0;0;0;0;0;246.0
Bergen op Zoom-G0748;815;0;12049;2846;1628;0.0;0.0;1451;269;247;76;0.0;1089;297;0;0;0.0;0;0;0;0;1013.0
Bergeyk-G0749;68;0;2970;140;88;0.0;0.0;267;39;16;8;0.0;69;19;1;0;0.0;0;0;0;0;90.0
Bergh-G0207;296;0;6658;604;176;153.0;60.0;796;69;28;30;18.0;0;0;0;0;0.0;0;0;0;0;305.0
Bergharen-G0208;17;0;873;20;11;86.0;12.0;87;5;0;1;1.0;0;0;0;0;0.0;0;0;0;0;34.0
Berghem-G0750;71;0;1567;214;49;0.0;0.0;160;20;7;0;0.0;15;10;0;0;0.0;0;0;0;0;110.0
Bergschenhoek-G0492;45;0;575;346;174;709.0;201.0;144;43;14;124;64.0;0;0;0;0;0.0;3;0;0;0;94.0
Berkel en Rodenrijs-G0493;50;0;1999;258;411;803.0;518.0;170;61;10;57;388.0;0;0;0;0;0.0;9;0;0;0;153.0
Berkel-Enschot-G0751;43;0;1858;98;128;0.0;0.0;139;15;3;3;0.0;20;9;4;0;0.0;0;0;0;0;79.0
Berkenwoude-G0494;7;0;8;115;177;37.0;72.0;44;15;0;111;3.0;0;0;0;0;0.0;0;0;0;0;23.0
Berkhout-G0374;9;0;1081;429;164;18.0;25.0;110;69;15;2;4.0;0;4;1;0;0.0;0;0;0;0;63.0
Berlicum-G0752;66;0;2311;191;54;0.0;0.0;248;29;4;0;0.0;29;13;0;0;0.0;0;0;0;0;106.0
Best-G0753;214;0;5122;742;316;0.0;0.0;396;131;41;23;0.0;212;68;31;0;0.0;0;0;0;0;266.0
Beuningen-G0209;116;0;2072;298;97;85.0;22.0;285;29;0;6;7.0;0;0;0;0;0.0;0;0;0;0;140.0
Beusichem-G0210;19;0;61;514;173;125.0;57.0;141;10;9;67;10.0;0;0;0;0;0.0;0;0;0;0;56.0
Beverwijk-G0375;663;0;8010;5403;2133;1310.0;1146.0;1730;1487;943;47;76.0;0;93;0;0;0.0;0;0;0;0;1078.0
Bierum-G0008;45;0;11;428;170;683.0;776.0;99;46;14;0;15.0;0;0;0;0;0.0;0;0;0;0;150.0
Biervliet-G0652;33;0;373;347;134;111.0;23.0;80;8;3;28;7.0;0;0;0;0;0.0;0;0;0;0;80.0
Biggekerke-G1022;8;0;1;23;19;165.0;142.0;22;3;0;89;3.0;0;0;0;0;0.0;0;0;0;0;33.0
Bingelrade-G0894;17;0;346;23;1;0.0;0.0;19;3;3;0;0.0;0;0;0;2;0.0;0;0;0;0;10.0
Bladel en Netersel-G0754;93;0;2552;119;87;0.0;0.0;157;34;4;4;0.0;68;9;2;0;0.0;0;0;0;0;118.0
Blankenham-G0145;0;0;18;80;58;68.0;13.0;26;4;1;1;0.0;0;0;0;0;0.0;0;0;0;0;13.0
Blaricum-G0376;106;0;983;423;936;237.0;124.0;336;278;40;16;7.0;0;21;0;0;0.0;0;0;0;0;431.0
Bleiswijk-G0495;21;0;627;267;174;404.0;281.0;85;11;1;194;7.0;0;0;0;0;0.0;1;0;0;0;67.0
Bleskensgraaf en Hofwegen-G0496;20;0;6;101;47;72.0;255.0;45;14;1;225;4.0;0;0;0;0;0.0;1;0;0;0;53.0
Bloemendaal-G0377;227;0;2503;1637;3530;1432.0;835.0;611;463;70;24;37.0;0;141;35;0;0.0;0;0;0;0;1704.0
Blokker-G0378;18;0;1117;169;139;14.0;13.0;85;28;2;2;0.0;0;4;5;0;0.0;0;0;0;0;39.0
Blokzijl-G0146;18;0;4;262;57;160.0;158.0;60;20;0;7;23.0;0;0;0;0;0.0;0;0;0;0;39.0
Bocholtz-G0895;166;0;1956;254;37;0.0;0.0;72;23;41;0;0.0;0;0;0;15;0.0;0;0;24;0;83.0
Bodegraven-G0497;110;0;1493;898;534;1172.0;1386.0;451;125;34;433;46.0;0;0;0;0;0.0;8;0;0;0;373.0
Boekel-G0755;68;0;2568;109;59;0.0;0.0;242;12;11;0;0.0;12;16;0;0;0.0;0;0;0;0;373.0
Bolsward-G0064;108;0;1510;1089;236;783.0;711.0;91;146;35;5;9.0;0;0;0;0;145.0;0;0;0;0;211.0
Borculo-G0211;90;0;727;1531;890;471.0;312.0;447;74;8;10;12.0;0;0;0;0;0.0;0;0;0;0;192.0
Borger-G0108;127;0;90;2927;927;757.0;697.0;438;129;138;0;33.0;0;0;0;0;0.0;0;0;0;0;266.0
Borgharen-G0896;67;0;551;98;12;0.0;0.0;70;21;14;0;0.0;0;0;0;7;0.0;0;0;0;0;28.0
Born-G0897;96;0;2343;123;27;0.0;0.0;117;22;18;0;0.0;0;0;0;17;0.0;0;0;0;0;136.0
Borne-G0147;118;0;4286;1564;304;607.0;282.0;473;174;119;32;9.0;0;0;0;0;0.0;0;0;0;0;217.0
Borsele-G0654;16;0;97;130;60;174.0;87.0;52;8;2;266;4.0;0;0;0;0;0.0;0;0;0;0;51.0
Boskoop-G0499;85;0;1386;860;747;1099.0;1065.0;257;132;31;255;12.0;0;0;0;0;0.0;2;0;0;0;256.0
Bovenkarspel-G0379;26;0;1296;191;83;26.0;17.0;199;33;8;1;1.0;0;1;4;0;0.0;0;0;0;0;75.0
Boxmeer-G0756;133;0;4076;393;107;0.0;0.0;328;36;22;0;0.0;87;26;0;0;0.0;0;0;0;0;225.0
Boxtel-G0757;408;0;6280;1028;410;0.0;0.0;631;89;57;12;0.0;141;100;28;0;0.0;0;0;0;0;499.0
Brakel-G0212;79;0;23;821;68;338.0;397.0;224;23;0;815;10.0;0;0;0;0;0.0;0;0;0;0;244.0
Brandwijk-G0500;8;0;1;68;56;50.0;203.0;46;2;1;111;3.0;0;0;0;0;0.0;2;0;0;0;43.0
Breda-G0758;2496;0;35656;10901;6205;0.0;0.0;4313;1350;654;251;0.0;3571;779;0;0;0.0;0;0;0;0;3091.0
Breskens-G0655;87;0;256;1002;357;331.0;120.0;96;48;36;15;5.0;0;0;0;0;0.0;0;0;0;0;157.0
Breukelen-G0311;93;0;835;574;491;945.0;609.0;326;94;27;294;59.0;0;21;11;0;0.0;0;0;0;0;210.0
Brielle-G0501;65;0;331;1142;747;462.0;322.0;110;160;28;27;8.0;0;0;0;0;0.0;4;0;0;0;273.0
Broek in Waterland-G0380;35;0;63;348;227;199.0;84.0;161;70;15;3;4.0;0;3;2;0;0.0;0;0;0;0;36.0
Broekhuizen-G0898;12;0;604;13;14;0.0;0.0;33;4;1;0;0.0;0;0;0;2;0.0;0;0;0;0;19.0
Brouwershaven-G0656;54;0;26;879;440;206.0;272.0;97;44;0;67;51.0;0;0;0;0;0.0;0;0;0;0;115.0
Bruinisse-G0657;16;0;14;323;193;247.0;167.0;35;28;0;310;4.0;0;0;0;0;0.0;0;0;0;0;190.0
Brummen-G0213;186;0;782;4150;1078;1606.0;472.0;807;263;87;27;33.0;0;0;0;0;0.0;0;0;0;0;414.0
Brunssum-G0899;599;0;8271;2546;281;0.0;0.0;686;194;588;0;0.0;0;0;0;718;0.0;0;0;0;0;495.0
Budel-G0759;137;0;3513;294;80;0.0;0.0;425;35;18;0;0.0;52;12;0;0;0.0;0;0;0;0;84.0
Bunde-G0900;73;0;1306;145;102;0.0;0.0;124;34;7;0;0.0;0;0;0;21;0.0;0;0;0;0;75.0
Bunnik-G0312;55;0;2143;548;506;477.0;301.0;200;80;10;101;9.0;0;22;20;0;0.0;0;0;0;0;158.0
Bunschoten-G0313;78;0;25;227;96;164.0;2085.0;152;20;4;158;1917.0;0;18;11;0;0.0;0;0;0;0;203.0
Buren-G0214;34;0;63;535;91;345.0;49.0;164;29;4;82;0.0;0;0;0;0;0.0;0;0;0;0;61.0
Bussum-G0381;791;0;5909;4018;5034;2624.0;1959.0;1879;1226;372;225;153.0;0;201;0;0;0.0;0;0;0;0;1722.0
Buurmalsen-G0215;30;0;55;456;102;363.0;113.0;136;25;4;131;1.0;0;0;0;0;0.0;0;0;0;0;77.0
Cadier en Keer-G0901;29;0;677;28;13;0.0;0.0;48;4;10;0;0.0;0;0;0;3;0.0;0;0;125;0;54.0
Cadzand-G0658;23;0;30;260;144;119.0;22.0;49;13;4;6;0.0;0;0;0;0;0.0;0;0;0;0;41.0
Callantsoog-G0382;10;0;131;326;141;21.0;25.0;100;47;12;5;5.0;0;1;0;0;0.0;0;0;0;0;54.0
Capelle aan den IJssel-G0502;202;0;469;2624;983;1246.0;832.0;342;467;91;1168;170.0;0;0;0;0;0.0;21;0;0;0;599.0
Castricum-G0383;119;0;3391;1395;1029;420.0;487.0;696;347;84;0;18.0;0;50;0;0;0.0;0;0;0;0;1002.0
Chaam-G0760;28;0;1161;59;25;0.0;0.0;129;6;4;3;0.0;60;7;0;0;0.0;0;0;0;0;58.0
Clinge-G0659;94;0;1302;122;19;58.0;5.0;234;22;10;5;3.0;0;0;0;0;0.0;0;0;0;0;103.0
Coevorden-G0109;135;0;1653;2072;678;818.0;744.0;316;86;45;0;24.0;0;0;0;0;0.0;0;0;0;0;313.0
Cothen-G0314;8;0;628;23;20;59.0;10.0;24;8;0;15;1.0;0;5;2;0;0.0;0;0;0;0;23.0
Cuijk en Sint Agatha-G0761;146;0;3906;440;209;0.0;0.0;340;70;15;0;0.0;55;19;0;0;0.0;0;0;0;0;264.0
Culemborg-G0216;197;0;2620;2120;762;486.0;377.0;616;334;101;166;53.0;0;0;0;0;0.0;0;0;0;0;286.0
Dalen-G0110;74;0;218;992;703;209.0;93.0;326;28;15;0;1.0;0;0;0;0;0.0;0;0;0;0;141.0
Dalfsen-G0148;58;0;1840;614;256;1981.0;401.0;585;35;9;51;370.0;0;0;0;0;0.0;0;0;0;0;210.0
Dantumadeel-G0065;224;0;60;1943;353;1709.0;2659.0;509;193;79;542;230.0;0;0;0;0;149.0;0;0;0;0;509.0
De Bilt-G0310;86;0;2538;3271;3712;2138.0;1697.0;809;738;75;316;203.0;0;75;73;0;0.0;0;0;0;0;1359.0
De Lier-G0552;33;0;568;273;195;871.0;916.0;156;27;3;46;42.0;0;0;8;0;0.0;3;6;0;0;64.0
De Rijp-G0440;17;0;468;173;90;9.0;13.0;55;42;47;5;3.0;0;0;3;0;0.0;0;0;0;0;42.0
De Wijk-G0135;55;0;13;757;573;301.0;375.0;226;31;13;0;22.0;0;0;0;0;0.0;0;0;0;0;185.0
Deil-G0217;37;0;267;442;134;339.0;65.0;174;19;9;66;1.0;0;0;0;0;0.0;0;0;0;0;81.0
Delft-G0503;1304;0;11298;11777;5060;3883.0;3914.0;2195;2719;1296;987;190.0;0;0;221;0;0.0;134;135;0;0;3017.0
Delfzijl-G0010;437;0;350;3876;1294;1370.0;1410.0;413;629;495;0;151.0;0;0;0;0;0.0;0;0;0;0;913.0
Den Dungen-G0768;25;0;1401;102;16;0.0;0.0;142;4;3;0;0.0;12;3;0;0;0.0;0;0;0;0;60.0
Den Ham-G0159;87;0;419;874;133;2204.0;1513.0;529;75;18;43;165.0;0;0;0;0;0.0;0;0;0;0;276.0
Den Helder-G0400;772;0;5054;9351;4647;2041.0;3193.0;1397;1323;247;229;316.0;0;147;0;0;0.0;0;0;0;0;2186.0
Denekamp-G0149;87;0;3959;255;97;363.0;54.0;398;38;34;17;5.0;0;0;0;0;0.0;0;0;0;0;266.0
Deurne-G0762;321;0;8719;424;207;0.0;0.0;844;69;49;0;0.0;253;37;0;0;0.0;0;0;0;0;398.0
Deventer-G0150;821;0;7174;12758;3944;2384.0;1573.0;2206;2278;1680;193;153.0;0;0;0;0;0.0;0;0;0;0;1708.0
Didam-G0218;99;0;4382;277;68;102.0;34.0;717;46;16;14;8.0;0;0;0;0;0.0;0;0;0;0;235.0
Diemen-G0384;123;0;1244;1058;793;624.0;459.0;479;450;131;22;8.0;0;27;0;0;0.0;0;0;0;0;225.0
Diepenheim-G0151;30;0;131;643;260;136.0;36.0;159;26;7;6;1.0;0;0;0;0;0.0;0;0;0;0;75.0
Diepenveen-G0152;80;0;1676;1080;908;703.0;175.0;530;106;29;14;6.0;0;0;0;0;0.0;0;0;0;0;267.0
Diessen-G0763;19;0;1264;38;15;0.0;0.0;42;2;3;0;0.0;15;1;0;0;0.0;0;0;0;0;41.0
Diever-G0111;42;0;26;751;376;85.0;354.0;143;30;2;0;24.0;0;0;0;0;0.0;0;0;0;0;66.0
Dinteloord en Prinsenland-G0764;49;0;875;433;105;0.0;0.0;85;24;19;210;0.0;665;33;0;0;0.0;0;0;0;0;158.0
Dinther-G1044;22;0;1404;39;19;0.0;0.0;63;5;4;0;0.0;22;8;0;0;0.0;0;0;0;0;77.0
Dinxperlo-G0219;102;0;597;491;163;1165.0;355.0;199;24;8;2;1.0;0;0;0;0;0.0;0;0;0;0;120.0
Dirksland-G0504;81;0;37;847;240;263.0;610.0;257;43;12;1127;10.0;0;0;0;0;0.0;5;0;0;0;359.0
Dodewaard-G0220;36;0;52;612;94;316.0;183.0;164;18;6;197;4.0;0;0;0;0;0.0;0;0;0;0;59.0
Doesburg-G0221;140;0;1591;1417;332;510.0;222.0;292;106;32;23;10.0;0;0;0;0;0.0;0;0;0;0;183.0
Doetinchem-G0222;420;0;5346;4424;1411;1761.0;734.0;1188;332;106;158;26.0;0;0;0;0;0.0;0;0;0;0;793.0
Dokkum-G0066;73;0;183;1087;305;829.0;2245.0;82;91;19;61;49.0;0;0;0;0;61.0;0;0;0;0;186.0
Domburg-G0660;11;0;16;289;103;182.0;78.0;41;18;4;119;2.0;0;0;0;0;0.0;0;0;0;0;56.0
Dongen-G0766;323;0;6250;377;247;0.0;0.0;575;71;29;15;0.0;221;41;0;0;0.0;0;0;0;0;291.0
Doniawerstal-G0067;50;0;839;673;174;785.0;492.0;131;45;13;28;5.0;0;0;0;0;40.0;0;0;0;0;149.0
Doorn-G0315;136;0;498;1104;1054;1125.0;723.0;376;126;15;219;33.0;0;14;18;0;0.0;0;0;0;0;609.0
Doornspijk-G0223;78;0;153;667;229;897.0;784.0;563;56;14;1263;42.0;0;0;0;0;0.0;0;0;0;0;346.0
Dordrecht-G0505;1719;0;5812;18298;5506;5195.0;5215.0;2039;3826;1088;1373;268.0;0;0;0;0;0.0;119;0;0;0;4279.0
Dreumel-G0224;47;0;1391;95;23;32.0;3.0;125;13;0;6;2.0;0;0;0;0;0.0;0;0;0;0;64.0
Driebergen-Rijsenburg-G0316;183;0;1109;1755;1260;1311.0;1166.0;705;188;33;423;79.0;0;34;19;0;0.0;0;0;0;0;658.0
Driebruggen-G0506;16;0;296;90;65;342.0;426.0;125;10;3;243;5.0;0;0;0;0;0.0;1;0;0;0;86.0
Driewegen-G0661;6;0;39;77;36;113.0;51.0;22;3;0;7;0.0;0;0;0;0;0.0;0;0;0;0;17.0
Drunen-G0767;150;0;3736;335;155;0.0;0.0;343;50;38;14;0.0;135;51;0;0;0.0;0;0;0;0;181.0
Druten-G0225;114;0;4062;219;69;124.0;18.0;230;24;0;7;9.0;0;0;0;0;0.0;0;0;0;0;550.0
Dubbeldam-G0507;85;0;215;1050;755;924.0;601.0;206;136;10;140;34.0;0;0;0;0;0.0;11;0;0;0;255.0
Duiven-G0226;40;0;20;541;248;327.0;232.0;71;41;0;631;5.0;0;0;0;0;0.0;0;0;0;0;226.0
Duivendijke-G1050;55;0;2585;121;78;74.0;32.0;280;17;4;5;11.0;0;0;0;0;0.0;0;0;0;0;99.0
Dussen-G0769;65;0;1378;169;66;0.0;;171;28;7;84;0.0;526;21;0;0;0.0;0;0;0;0;148.0
Dwingeloo-G0112;44;0;8;829;521;91.0;323.0;150;21;5;0;3.0;0;0;0;0;0.0;0;0;0;0;79.0
Echt-G0902;378;0;6686;440;116;0.0;0.0;475;54;77;0;0.0;0;0;0;53;0.0;0;0;0;0;216.0
Echteld-G0227;54;0;66;1175;153;411.0;191.0;302;43;15;307;8.0;0;0;0;0;0.0;0;0;0;0;132.0
Edam-Volendam-G0385;114;0;6068;691;475;260.0;185.0;327;174;54;9;2.0;0;17;33;0;0.0;0;0;0;0;198.0
Ede-G0228;725;0;2924;5501;3541;7697.0;5572.0;4723;688;104;4129;186.0;0;0;0;0;0.0;0;0;0;0;1818.0
Eelde-G0113;99;0;174;1678;926;245.0;253.0;374;172;53;0;22.0;0;0;0;0;0.0;0;0;0;0;211.0
