RegioNaam;@invalid;@blank;RKSP;SDAP;ARP;CHU;Liberale Staatspartij (LSP);Vrijzinnig-Democratische Bond (VDB);Communistische Partij van Nederland;SGP;Revolutionair-Socialistische Partij (RSP);Plattelandersbond;Rooms-Katholieke Volkspartij (RKVP);Christelijk-Democratische Unie;HGSP;VNH;Onafhankelijk Socialistische Partij;Katholiek Democratische Bond;Algemeen Nederlandse Fascistenbond;Democratische Partij;Nationaal Verbond Plicht, Orde, Recht;Nederlandse Christelijke Arbeiderspartij;Limburgsche Federatie;Verbond van Nationalisten;Roomsch-Katholieke Arbeiderspartij (RKAP);Recht en Vrijheid;Marktkooplieden;Lijst Wolswinkel;Onafhankelijke Zakenlui;Nationaal-Socialistische Partij;Nederlandsche Fascisten Unie;Lijst Jacobs;RK Bouwvakarbeiders;Handeldrijvende Middenstand;Volkswelvaartspartij;Bond van Belastingbetalers;Lijst Eijking;Nieuwe Socialistische Partij;Lijst Engels;Hoofd- en handarbeiders;Nationaal Verbond voor Arbeidersbelangen;Lijst Bongers;Lijst De Wit;Voor Algemeen Welzijn;Zuiderzee Partij;Algemeene Nederlandse Huurdersbond;Oranjefascisten;Universeele Partij;Nationale Werkliedenpartij;Anti-crisis Partij;Proletarische Groep;Centrale Democratische Arbeiderspartij;Lijst Triesscheijn;Opbouw en Verbroedering;Algemeene Arbeidersbond;Lijst Groothuis;@abs
Aagtekerke-G1000;8;0;;;98.0;49.0;17.0;;;179.0;;5.0;;;;3.0;;;;;1.0;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38.0
Aalsmeer-G0358;29;63;756.0;931.0;790.0;634.0;830.0;201.0;77.0;96.0;10.0;19.0;6.0;22.0;11.0;9.0;12.0;4.0;;11.0;3.0;1.0;;1.0;;;;1.0;8.0;4.0;3.0;;;;;;;;;7.0;;;;;;;;;;;;;;;;;209.0
Aalten-G0197;44;97;751.0;531.0;2052.0;1001.0;171.0;267.0;18.0;1.0;4.0;128.0;12.0;63.0;19.0;3.0;8.0;3.0;5.0;12.0;3.0;;;13.0;;;;8.0;;1.0;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;202.0
Aardenburg-G0648;8;45;486.0;167.0;76.0;24.0;96.0;136.0;1.0;23.0;1.0;2.0;2.0;2.0;;5.0;5.0;9.0;2.0;2.0;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59.0
Aarle-Rixtel-G0739;7;4;1031.0;27.0;2.0;10.0;9.0;;;3.0;;;7.0;;;;;2.0;;7.0;1.0;4.0;;1.0;;;;;;3.0;;;;;;;;;4.0;;;;;;;;;;;;;;;;;;39.0
Abbekerk-G0359;0;2;133.0;108.0;12.0;8.0;57.0;66.0;;;;20.0;;1.0;;;2.0;;;;;;;;;;;;;;;;;;;;1.0;;;;;;4.0;;;;;;;;;;;;;;17.0
Abbenbroek-G0481;2;8;2.0;137.0;30.0;22.0;47.0;24.0;6.0;2.0;;46.0;;10.0;;3.0;;1.0;24.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.0
Abcoude-Baambrugge-G1003;4;5;192.0;28.0;177.0;244.0;34.0;13.0;3.0;24.0;4.0;13.0;;4.0;13.0;3.0;1.0;5.0;;1.0;3.0;;;;1.0;;;1.0;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;43.0
Abcoude-Proostdij-G1004;4;10;386.0;62.0;81.0;181.0;19.0;8.0;2.0;11.0;2.0;6.0;;3.0;4.0;;;1.0;;6.0;2.0;;;;;;;1.0;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;35.0
Achtkarspelen-G0059;72;114;10.0;1273.0;2900.0;922.0;179.0;523.0;112.0;34.0;8.0;20.0;11.0;385.0;17.0;3.0;23.0;4.0;4.0;38.0;2.0;168.0;;28.0;;3.0;;;;;;;;;;;;;;;;;;4.0;;;;;;;;;;;;;368.0
Achttienhoven-G1005;3;7;65.0;17.0;82.0;106.0;8.0;1.0;;33.0;2.0;17.0;;1.0;10.0;;;;;;;;;;2.0;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.0
Adorp-G0001;4;7;3.0;100.0;378.0;47.0;63.0;54.0;6.0;;2.0;3.0;1.0;19.0;5.0;2.0;;;1.0;14.0;;;;1.0;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.0
Aduard-G0002;9;13;3.0;180.0;458.0;63.0;114.0;111.0;19.0;;;27.0;;17.0;;2.0;1.0;;12.0;6.0;1.0;;;6.0;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45.0
Aengwirden-G1006;25;44;117.0;966.0;285.0;197.0;73.0;415.0;145.0;2.0;4.0;31.0;4.0;97.0;8.0;2.0;11.0;;4.0;15.0;;5.0;;2.0;;3.0;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;170.0
Akersloot-G0360;1;10;515.0;110.0;14.0;14.0;57.0;76.0;3.0;1.0;15.0;68.0;1.0;4.0;;1.0;;;;;;;;;;1.0;;;;1.0;;;;;;;17.0;;;;;;2.0;;;;;;;;;;;;;;31.0
Alblasserdam-G0482;30;86;19.0;696.0;390.0;659.0;141.0;50.0;4.0;569.0;6.0;37.0;5.0;3.0;24.0;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;292.0
Alem, Maren en Kessel-G1007;1;5;509.0;17.0;;;3.0;;;;;;4.0;;;;;4.0;;2.0;;2.0;;1.0;;;2.0;;;4.0;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;36.0
Alkemade-G0483;7;13;1989.0;19.0;236.0;130.0;10.0;17.0;1.0;11.0;1.0;4.0;4.0;4.0;4.0;1.0;50.0;4.0;5.0;4.0;1.0;;;;;;;;;;;;;;;4.0;;;;1.0;;;;;;;;;;;;;;;;;111.0
Alkmaar-G0361;132;390;4483.0;3884.0;940.0;792.0;1371.0;1841.0;181.0;37.0;679.0;173.0;323.0;111.0;78.0;70.0;39.0;16.0;19.0;40.0;43.0;;;38.0;;13.0;;;;5.0;;;;;;;28.0;;;;;;28.0;;12.0;;;;;;;;;;;;798.0
Almelo-G0141;289;793;2923.0;4339.0;1545.0;1168.0;1014.0;854.0;1007.0;62.0;875.0;45.0;381.0;1205.0;16.0;31.0;180.0;33.0;;65.0;18.0;11.0;;20.0;;6.0;;8.0;;;49.0;;;;;;;;;;;;;;;;;;;;;;;;;;705.0
Almkerk-G0740;7;16;7.0;68.0;1090.0;432.0;24.0;9.0;1.0;25.0;1.0;12.0;;;25.0;1.0;;;12.0;5.0;;5.0;;2.0;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;114.0
Alphen aan den Rijn-G0484;60;133;1502.0;727.0;2041.0;2250.0;343.0;317.0;31.0;340.0;13.0;175.0;15.0;18.0;30.0;15.0;9.0;9.0;11.0;21.0;8.0;15.0;;4.0;3.0;2.0;;2.0;;;;;;;;10.0;;;;3.0;;;;;;;;;;;;;;;;;464.0
Alphen en Riel-G0741;3;4;1082.0;11.0;1.0;1.0;1.0;4.0;;7.0;;;7.0;3.0;;;1.0;1.0;3.0;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37.0
Ambt Delden-G0142;20;29;1031.0;170.0;56.0;204.0;57.0;118.0;8.0;7.0;1.0;80.0;10.0;6.0;;4.0;5.0;1.0;;1.0;2.0;2.0;;3.0;;;;4.0;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;70.0
Ambt Hardenberg-G1011;43;74;684.0;697.0;2140.0;1250.0;271.0;133.0;13.0;38.0;44.0;67.0;8.0;40.0;28.0;12.0;14.0;2.0;;13.0;7.0;8.0;;17.0;;10.0;;2.0;;;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;317.0
Ambt Vollenhove-G1013;9;23;8.0;60.0;583.0;298.0;91.0;24.0;2.0;8.0;1.0;10.0;1.0;25.0;7.0;1.0;;;;4.0;1.0;8.0;;8.0;;4.0;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;64.0
Amby-G0883;21;33;584.0;65.0;6.0;6.0;5.0;2.0;6.0;9.0;3.0;1.0;41.0;1.0;;7.0;5.0;15.0;;6.0;2.0;;46.0;1.0;;1.0;;;;;;2.0;;;;;;;;;;6.0;;;;;;;;;;;;;;;44.0
Ameide-G0485;14;10;1.0;238.0;378.0;10.0;42.0;43.0;2.0;64.0;;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;62.0
Ameland-G0060;7;6;250.0;133.0;115.0;198.0;41.0;221.0;1.0;1.0;2.0;;1.0;6.0;9.0;;;1.0;2.0;17.0;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104.0
Amerongen-G0306;19;36;12.0;204.0;222.0;338.0;80.0;64.0;5.0;231.0;6.0;30.0;;5.0;3.0;6.0;2.0;1.0;3.0;6.0;;1.0;;3.0;1.0;1.0;;32.0;;;3.0;;;;;;;;;;;;;;;;2.0;;;;;;;;;;133.0
Amersfoort-G0307;329;721;4288.0;4723.0;2713.0;2008.0;1440.0;996.0;209.0;280.0;120.0;122.0;468.0;168.0;78.0;271.0;186.0;25.0;183.0;31.0;81.0;15.0;;16.0;10.0;12.0;;27.0;;;56.0;;;;8.0;4.0;;;;;;;;;22.0;;10.0;;;;;;;;;;1216.0
Ammerstol-G0486;1;17;;335.0;29.0;11.0;14.0;80.0;4.0;16.0;;23.0;1.0;5.0;;;4.0;1.0;;1.0;2.0;;;;;1.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33.0
Ammerzoden-G0198;5;12;950.0;44.0;93.0;180.0;5.0;;3.0;49.0;1.0;4.0;10.0;;2.0;;1.0;1.0;1.0;1.0;2.0;;;2.0;;;;2.0;;1.0;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;66.0
Amstenrade-G0884;5;29;459.0;33.0;9.0;5.0;;2.0;6.0;8.0;3.0;5.0;30.0;2.0;;;5.0;12.0;4.0;1.0;1.0;;11.0;;;;;;;;;9.0;;;;;;;;;;;;;;;;;;;;;;;;;9.0
Amsterdam-G0363;17016;6306;56410.0;119531.0;38036.0;18696.0;38752.0;18876.0;38307.0;754.0;20571.0;532.0;1793.0;4575.0;3175.0;2359.0;3942.0;1558.0;1297.0;995.0;3962.0;192.0;;440.0;422.0;454.0;;187.0;1444.0;427.0;102.0;;;;892.0;229.0;;440.0;;353.0;;;220.0;152.0;;;;237.0;;197.0;;182.0;118.0;142.0;;90.0;25236.0
Andel-G0742;4;9;;23.0;210.0;175.0;7.0;;1.0;16.0;2.0;7.0;;;27.0;2.0;1.0;;3.0;;1.0;;;2.0;1.0;1.0;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;72.0
Andijk-G0364;4;22;245.0;360.0;666.0;45.0;100.0;207.0;100.0;27.0;4.0;23.0;6.0;52.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96.0
Angerlo-G0199;9;15;618.0;68.0;102.0;189.0;104.0;8.0;4.0;4.0;;23.0;;31.0;14.0;1.0;1.0;6.0;10.0;1.0;4.0;;;2.0;;;;6.0;;2.0;;;;;;;;4.0;;;;;;;;;;;;;;;;;;;77.0
Ankeveen-G1014;2;6;147.0;54.0;36.0;74.0;3.0;2.0;1.0;7.0;2.0;1.0;;2.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0
Anloo-G0105;15;65;12.0;692.0;126.0;100.0;694.0;141.0;127.0;2.0;1.0;324.0;4.0;57.0;1.0;5.0;12.0;;6.0;42.0;4.0;;;9.0;6.0;17.0;;2.0;;;;;;;;;;;;;;;;;;;;;;;7.0;;;;;;172.0
Anna Paulowna-G0366;16;36;616.0;1030.0;225.0;125.0;39.0;460.0;44.0;8.0;4.0;45.0;56.0;3.0;2.0;6.0;11.0;;2.0;13.0;;;;4.0;;;;;;;;;;;;;3.0;;;;;;5.0;;;;;;;;;;;;;;144.0
Apeldoorn-G0200;483;1371;2877.0;6451.0;4737.0;6263.0;1762.0;2588.0;542.0;729.0;86.0;830.0;50.0;253.0;215.0;246.0;315.0;34.0;124.0;109.0;49.0;24.0;;;467.0;27.0;;27.0;;49.0;;;;;;31.0;;;;;;;;9.0;;;34.0;;;;;;;;;;1701.0
Appeltern-G0201;3;20;1350.0;12.0;2.0;141.0;2.0;6.0;1.0;4.0;1.0;4.0;7.0;1.0;;;;4.0;;3.0;;;;;;;;;;3.0;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;61.0
Appingedam-G0003;57;83;53.0;540.0;711.0;581.0;204.0;461.0;411.0;1.0;4.0;19.0;17.0;32.0;15.0;13.0;9.0;2.0;1.0;59.0;4.0;3.0;;7.0;;10.0;;;;;;;;;5.0;;;;;;;;;;;;;;;;;;;;;;215.0
Arcen en Velden-G0885;7;28;1146.0;35.0;7.0;4.0;1.0;7.0;9.0;13.0;;25.0;12.0;;;3.0;1.0;56.0;4.0;3.0;;;3.0;1.0;;1.0;;;;;;2.0;;;;;;;;;;3.0;;;;;;;;;;;;;;;54.0
Arkel-G0487;5;19;11.0;204.0;74.0;20.0;198.0;25.0;2.0;12.0;;14.0;3.0;1.0;1.0;1.0;9.0;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.0
Arnemuiden-G0649;38;25;8.0;100.0;266.0;150.0;41.0;12.0;18.0;315.0;1.0;7.0;3.0;;19.0;15.0;4.0;;5.0;9.0;3.0;;;4.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;78.0
Arnhem-G0202;476;2305;10133.0;10833.0;4289.0;2457.0;3113.0;1872.0;1661.0;117.0;478.0;96.0;220.0;203.0;927.0;624.0;240.0;144.0;448.0;292.0;72.0;22.0;;;448.0;37.0;;18.0;;61.0;;;;;;37.0;;;;;;;;19.0;;;60.0;;;;;;;;;;11984.0
Asperen-G0488;5;19;2.0;95.0;306.0;67.0;42.0;25.0;2.0;158.0;;94.0;;;14.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54.0
Assen-G0106;103;255;273.0;2609.0;1688.0;702.0;753.0;1448.0;268.0;36.0;8.0;275.0;6.0;102.0;27.0;56.0;118.0;;13.0;72.0;58.0;;;15.0;15.0;17.0;;8.0;;;;;;;;;;;;;;;;;;;;;;;14.0;;;;;;507.0
Assendelft-G0367;17;35;927.0;584.0;102.0;37.0;92.0;195.0;294.0;21.0;15.0;97.0;12.0;27.0;5.0;;;5.0;3.0;6.0;4.0;;;4.0;;1.0;;;;;;;;;;;14.0;;;;;;1.0;;;;;;;;;;;;;;88.0
Asten-G0743;7;3;2185.0;20.0;11.0;31.0;4.0;5.0;2.0;2.0;;5.0;13.0;;1.0;17.0;;;;2.0;;3.0;;;4.0;;;;;10.0;;;;;;1.0;;;7.0;;;;;;;;;;;;;;;;;;292.0
Avenhorn-G0368;1;8;243.0;149.0;2.0;8.0;57.0;135.0;1.0;;4.0;73.0;2.0;;1.0;;2.0;;;;;;;1.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35.0
Avereest-G0143;57;78;405.0;610.0;1050.0;1263.0;372.0;182.0;20.0;25.0;8.0;119.0;9.0;54.0;9.0;2.0;14.0;3.0;;12.0;4.0;7.0;;13.0;;6.0;;3.0;;;11.0;;;;;;;;;;;;;;;;;;;;;;;;;;351.0
Axel-G0650;23;38;437.0;417.0;892.0;533.0;197.0;69.0;2.0;236.0;2.0;11.0;4.0;8.0;4.0;11.0;14.0;6.0;9.0;4.0;2.0;;;23.0;;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;152.0
Baarderadeel-G0061;17;24;98.0;891.0;403.0;282.0;246.0;552.0;19.0;3.0;1.0;23.0;3.0;76.0;7.0;1.0;7.0;;9.0;14.0;3.0;;;1.0;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203.0
Baarland-G0651;4;13;84.0;27.0;79.0;69.0;33.0;17.0;11.0;29.0;;11.0;1.0;1.0;;2.0;4.0;;;1.0;1.0;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29.0
Baarle-Nassau-G0744;9;13;1089.0;25.0;6.0;5.0;3.0;3.0;6.0;7.0;;2.0;10.0;1.0;2.0;2.0;2.0;;;;1.0;1.0;;;;1.0;3.0;;;;;;7.0;;;;;;;;;;;;;;;;;;;;;;;;43.0
Baarn-G0308;73;212;929.0;1248.0;1378.0;686.0;808.0;441.0;28.0;218.0;28.0;4.0;130.0;43.0;26.0;89.0;22.0;6.0;24.0;20.0;18.0;147.0;;8.0;6.0;3.0;;4.0;;;12.0;;;;;4.0;;;;;;;;;1.0;;2.0;;;;;;;;;;344.0
Baexem-G0886;3;7;453.0;;1.0;;;;2.0;1.0;;;;;;;;11.0;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Baflo-G0004;8;23;1.0;314.0;663.0;64.0;102.0;90.0;11.0;;1.0;10.0;2.0;57.0;;7.0;5.0;;3.0;25.0;1.0;1.0;;3.0;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;82.0
Bakel en Milheeze-G0745;5;6;1260.0;7.0;4.0;11.0;;4.0;;1.0;;2.0;;;;1.0;;2.0;;2.0;;2.0;;1.0;;;2.0;;;1.0;;;;;;1.0;;;8.0;;;;;;;;;;;;;;;;;;43.0
Barendrecht-G0489;28;38;15.0;257.0;1010.0;328.0;201.0;33.0;6.0;237.0;15.0;35.0;;5.0;20.0;12.0;4.0;3.0;16.0;;4.0;1.0;;;2.0;1.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;129.0
Barneveld-G0203;34;62;394.0;486.0;1572.0;1733.0;108.0;49.0;6.0;981.0;2.0;302.0;10.0;9.0;148.0;32.0;5.0;3.0;15.0;11.0;6.0;7.0;;;2.0;2.0;;155.0;;;;;;;;;;;;;;;;;;;3.0;;;;;;;;;;608.0
Barradeel-G0062;29;41;56.0;919.0;1149.0;1106.0;194.0;191.0;66.0;5.0;25.0;8.0;1.0;234.0;6.0;2.0;24.0;;3.0;15.0;1.0;2.0;;5.0;;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;256.0
Barsingerhorn-G0369;5;24;20.0;496.0;56.0;19.0;73.0;239.0;53.0;5.0;10.0;33.0;2.0;9.0;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;121.0
Barwoutswaarder-G1017;5;5;53.0;15.0;115.0;73.0;;;;51.0;;5.0;;2.0;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30.0
Batenburg-G0204;0;4;172.0;1.0;11.0;26.0;9.0;;;;;1.0;1.0;;;;;;2.0;;;;;;;;;;;2.0;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;15.0
Bathmen-G0144;4;11;20.0;206.0;23.0;182.0;119.0;128.0;6.0;1.0;;264.0;2.0;2.0;1.0;6.0;3.0;;;;2.0;;;1.0;;1.0;;3.0;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;63.0
Bedum-G0005;11;20;133.0;487.0;1536.0;74.0;212.0;302.0;6.0;;2.0;11.0;2.0;28.0;11.0;18.0;4.0;;17.0;39.0;;3.0;;9.0;;2.0;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;142.0
Beegden-G0887;2;3;353.0;7.0;;;;;;1.0;;1.0;;;;7.0;;5.0;1.0;;;;2.0;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;7.0
Beek-G0888;30;23;1842.0;73.0;23.0;63.0;14.0;15.0;4.0;11.0;2.0;5.0;113.0;10.0;1.0;19.0;2.0;31.0;2.0;6.0;;2.0;27.0;1.0;;;;;;;;25.0;;;;;;;;;;2.0;;;;;;;;;;;;;;;100.0
Beek en Donk-G0746;11;18;1242.0;12.0;1.0;7.0;4.0;;3.0;2.0;1.0;1.0;3.0;;;;1.0;1.0;;2.0;;;;;1.0;;10.0;;;9.0;;;;;;;;;24.0;;;;;;;;;;;;;;;;;;51.0
Beemster-G0370;13;34;627.0;445.0;243.0;32.0;294.0;469.0;64.0;9.0;3.0;360.0;11.0;9.0;2.0;4.0;110.0;3.0;5.0;13.0;4.0;;;3.0;;;;;;2.0;;;;;;;1.0;;;;;;2.0;;2.0;;;;;;;;;;;;172.0
Beers-G0747;1;2;378.0;1.0;;;;;;;;;1.0;;;2.0;;17.0;1.0;;;;;1.0;;;;;;1.0;;;;;;1.0;;;1.0;;;;;;;;;;;;;;;;;;17.0
Beerta-G0006;28;103;2.0;434.0;102.0;65.0;246.0;241.0;569.0;3.0;1.0;11.0;5.0;3.0;4.0;;13.0;;4.0;11.0;2.0;;;7.0;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;191.0
Beesd-G0205;7;21;524.0;162.0;93.0;269.0;25.0;9.0;5.0;57.0;1.0;60.0;1.0;12.0;13.0;3.0;1.0;10.0;;8.0;;;;;;;;;;;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;62.0
Beesel-G0889;10;20;1602.0;57.0;7.0;3.0;1.0;3.0;8.0;6.0;1.0;1.0;8.0;;;5.0;;7.0;;4.0;;;13.0;1.0;;;;;;;;13.0;;;;;;;;;;5.0;;;;;;;;;;;;;;;46.0
Beets-G0371;1;2;;87.0;19.0;11.0;21.0;45.0;5.0;;1.0;59.0;;;;;14.0;2.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.0
Beilen-G0107;43;38;25.0;889.0;855.0;751.0;404.0;287.0;12.0;7.0;7.0;202.0;3.0;24.0;4.0;8.0;13.0;;5.0;27.0;5.0;;;4.0;3.0;5.0;;7.0;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;348.0
Belfeld-G0890;11;23;676.0;12.0;4.0;4.0;;1.0;5.0;3.0;1.0;1.0;2.0;2.0;1.0;1.0;;14.0;1.0;2.0;;1.0;6.0;1.0;;1.0;;;;;;5.0;;;;;;;;;;1.0;;;;;;;;;;;;;;;27.0
Bellingwolde-G1019;52;63;18.0;1244.0;270.0;167.0;165.0;246.0;343.0;;1.0;133.0;9.0;36.0;5.0;7.0;30.0;1.0;16.0;24.0;1.0;11.0;;6.0;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;198.0
Bemelen-G0891;2;5;91.0;;;;;;;;;1.0;;;;;;;;1.0;;;30.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0
Bemmel-G0206;22;56;2612.0;81.0;52.0;168.0;39.0;7.0;5.0;14.0;2.0;30.0;58.0;2.0;4.0;12.0;3.0;18.0;6.0;12.0;1.0;;;;;;;5.0;;2.0;;;;;;;;7.0;;;;;;;;;;;;;;;;;;;204.0
Bennebroek-G0372;9;12;427.0;53.0;135.0;89.0;83.0;34.0;7.0;13.0;1.0;3.0;2.0;25.0;4.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51.0
Benschop-G0309;6;17;281.0;27.0;203.0;73.0;13.0;18.0;3.0;146.0;;81.0;1.0;;30.0;1.0;;;;;1.0;;;1.0;;1.0;;9.0;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;49.0
Benthuizen-G0490;2;4;6.0;19.0;49.0;66.0;12.0;2.0;;160.0;;35.0;;3.0;35.0;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53.0
Berg en Terblijt-G0892;10;9;670.0;21.0;4.0;;;1.0;4.0;2.0;;2.0;20.0;2.0;1.0;1.0;;31.0;;10.0;;;129.0;1.0;;;;;;;;1.0;;;;;;;;;;1.0;;;;;;;;;;;;;;;23.0
Bergambacht-G0491;33;40;5.0;379.0;455.0;48.0;77.0;79.0;8.0;375.0;2.0;233.0;1.0;4.0;2.0;12.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;168.0
Bergen-G0373;27;56;1068.0;530.0;167.0;100.0;401.0;429.0;42.0;2.0;32.0;58.0;19.0;13.0;10.0;18.0;5.0;3.0;9.0;10.0;5.0;;;3.0;;5.0;;;;1.0;;;;;;;3.0;;;;;;;;1.0;;;;;;;;;;;;190.0
Bergen-G0893;28;17;2076.0;32.0;8.0;6.0;4.0;6.0;2.0;8.0;2.0;13.0;445.0;3.0;;4.0;;10.0;5.0;13.0;;3.0;7.0;1.0;;;;;;;;5.0;;;;;;;;;;2.0;;;;;;;;;;;;;;;109.0
Bergen op Zoom-G0748;271;379;6249.0;913.0;388.0;236.0;326.0;124.0;72.0;189.0;7.0;29.0;311.0;9.0;11.0;167.0;2.0;43.0;21.0;48.0;13.0;30.0;;17.0;21.0;11.0;49.0;14.0;;;;;92.0;;;;;;;;;;;;;;;;;;;;;;;;597.0
Bergeyk-G0749;3;4;1171.0;11.0;3.0;27.0;3.0;3.0;;2.0;3.0;2.0;1.0;;1.0;;;2.0;1.0;2.0;;2.0;;1.0;;;;;;7.0;;;;;;;;;3.0;;;;;;;;;;;;;;;;;;64.0
Bergh-G0207;58;130;3482.0;324.0;21.0;70.0;62.0;61.0;9.0;6.0;2.0;49.0;100.0;6.0;5.0;15.0;7.0;20.0;30.0;11.0;3.0;;;2.0;;;;12.0;;91.0;;;;;;;;24.0;;;;;;;;;;;;;;;;;;;171.0
Bergharen-G0208;2;2;710.0;3.0;3.0;73.0;37.0;;;1.0;;4.0;3.0;;1.0;5.0;;;;;;;;;;;;;;;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;31.0
Berghem-G0750;2;20;979.0;43.0;;7.0;1.0;;;;;2.0;22.0;;;1.0;;;;1.0;;10.0;;1.0;;;3.0;;;12.0;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;46.0
Bergschenhoek-G0492;15;13;250.0;70.0;174.0;323.0;29.0;5.0;3.0;90.0;1.0;16.0;;;52.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51.0
Berkel en Rodenrijs-G0493;10;13;865.0;34.0;400.0;360.0;15.0;7.0;2.0;31.0;3.0;14.0;;1.0;54.0;6.0;;;1.0;;3.0;;;;;;;;;;;;;;;1.0;;;;1.0;;;;;;;;;;;;;;;;;40.0
Berkel-Enschot-G0751;5;8;895.0;9.0;11.0;3.0;;2.0;2.0;11.0;;;26.0;;;1.0;;2.0;6.0;1.0;;2.0;;1.0;;;4.0;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;23.0
Berkenwoude-G0494;6;8;1.0;16.0;44.0;9.0;64.0;18.0;2.0;75.0;;133.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41.0
Berkhout-G0374;4;5;626.0;248.0;20.0;22.0;140.0;162.0;4.0;;2.0;206.0;3.0;2.0;;1.0;;1.0;1.0;;;;;;;1.0;;;;2.0;;;;;;;3.0;;;;;;1.0;;;;;;;;;;;;;;59.0
Berlicum-G0752;12;19;1450.0;24.0;2.0;17.0;4.0;7.0;2.0;1.0;;5.0;6.0;;1.0;1.0;;8.0;;3.0;;2.0;;1.0;;;24.0;;;9.0;;;;;;;;;5.0;;;;;;;;;;;;;;;;;;95.0
Best-G0753;10;15;1748.0;39.0;1.0;8.0;;3.0;2.0;2.0;;;6.0;;;;1.0;16.0;1.0;7.0;1.0;3.0;;1.0;1.0;;24.0;1.0;;8.0;;;;;;;;;5.0;;;;;;;;;;;;;;;;;;70.0
