RegioNaam;@invalid;@blank;RKSP;SDAP;ARP;CHU;Liberale Staatspartij (LSP);Vrijzinnig-Democratische Bond (VDB);Communistische Partij van Nederland;SGP;Revolutionair-Socialistische Partij (RSP);Plattelandersbond;Rooms-Katholieke Volkspartij (RKVP);Christelijk-Democratische Unie;HGSP;VNH;Onafhankelijk Socialistische Partij;Katholiek Democratische Bond;Algemeen Nederlandse Fascistenbond;Democratische Partij;Nationaal Verbond Plicht, Orde, Recht;Nederlandse Christelijke Arbeiderspartij;Limburgsche Federatie;Verbond van Nationalisten;Roomsch-Katholieke Arbeiderspartij (RKAP);Recht en Vrijheid;Marktkooplieden;Lijst Wolswinkel;Onafhankelijke Zakenlui;Nationaal-Socialistische Partij;Nederlandsche Fascisten Unie;Lijst Jacobs;RK Bouwvakarbeiders;Handeldrijvende Middenstand;Volkswelvaartspartij;Bond van Belastingbetalers;Lijst Eijking;Nieuwe Socialistische Partij;Lijst Engels;Hoofd- en handarbeiders;Nationaal Verbond voor Arbeidersbelangen;Lijst Bongers;Lijst De Wit;Voor Algemeen Welzijn;Zuiderzee Partij;Algemeene Nederlandse Huurdersbond;Oranjefascisten;Universeele Partij;Nationale Werkliedenpartij;Anti-crisis Partij;Proletarische Groep;Centrale Democratische Arbeiderspartij;Lijst Triesscheijn;Opbouw en Verbroedering;Algemeene Arbeidersbond;Lijst Groothuis;@abs
Hoogvliet-G1085;10;20;14.0;68.0;153.0;133.0;21.0;8.0;5.0;101.0;3.0;19.0;1.0;2.0;1.0;1.0;2.0;;13.0;4.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38.0
Hoogwoud-G0404;4;6;498.0;199.0;12.0;5.0;97.0;196.0;20.0;;6.0;38.0;;19.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45.0
Hoorn-G0405;42;182;1724.0;1921.0;366.0;250.0;739.0;631.0;72.0;9.0;124.0;73.0;146.0;39.0;2.0;7.0;6.0;4.0;10.0;6.0;16.0;;;4.0;;3.0;;;;3.0;;;;;;;10.0;;;;;;16.0;;11.0;;;;;;;;;;;;310.0
Hoornaar-G0536;2;9;;47.0;180.0;2.0;48.0;12.0;;15.0;2.0;4.0;;;;;1.0;;7.0;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.0
Horn-G0922;1;13;661.0;6.0;;;1.0;;2.0;;;1.0;;;1.0;43.0;;1.0;;;1.0;;;;;;;;;;;1.0;;;;;;;;;;1.0;;;;;;;;;;;;;;;22.0
Horssen-G0254;0;2;424.0;1.0;;44.0;20.0;;;4.0;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;22.0
Horst-G0923;6;22;2975.0;20.0;9.0;9.0;4.0;5.0;7.0;7.0;;2.0;24.0;;2.0;4.0;;8.0;;3.0;;;6.0;2.0;;;;;;;;13.0;;;;;;;;;;;;;;;;;;;;;;;;;68.0
Houten-G0321;12;14;684.0;43.0;90.0;30.0;17.0;12.0;4.0;144.0;1.0;13.0;2.0;1.0;5.0;4.0;1.0;;1.0;;;;;1.0;13.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.0
Houthem-G1086;7;15;705.0;22.0;15.0;16.0;5.0;2.0;5.0;3.0;1.0;2.0;7.0;5.0;;1.0;;30.0;1.0;1.0;;;82.0;1.0;;;;;;;;1.0;;;;;;;;;;1.0;;;;;;;;;;;;;;;41.0
Huijbergen-G0803;6;3;302.0;;;3.0;;1.0;1.0;2.0;1.0;;41.0;;;;;2.0;;1.0;;2.0;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;11.0
Huissen-G0255;18;52;2044.0;85.0;9.0;79.0;30.0;1.0;4.0;2.0;;16.0;11.0;2.0;2.0;4.0;;9.0;;3.0;;;;;;;;2.0;;1.0;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;142.0
Huizen-G0406;60;72;48.0;360.0;1543.0;804.0;137.0;120.0;46.0;320.0;25.0;7.0;4.0;109.0;243.0;82.0;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;299.0
Hulsberg-G0924;14;19;755.0;31.0;9.0;5.0;3.0;3.0;7.0;5.0;1.0;;12.0;4.0;1.0;6.0;4.0;28.0;3.0;5.0;;3.0;55.0;;;;;;;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;37.0
Hulst-G0677;23;51;1259.0;179.0;13.0;5.0;15.0;7.0;11.0;24.0;;7.0;1.0;;3.0;5.0;14.0;19.0;1.0;2.0;4.0;;;235.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;103.0
Hummelo en Keppel-G0256;28;23;224.0;261.0;254.0;156.0;243.0;191.0;9.0;15.0;1.0;153.0;3.0;16.0;;9.0;4.0;4.0;4.0;4.0;;;;2.0;;;;5.0;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;137.0
Hunsel-G0925;2;4;628.0;;;;1.0;5.0;;;1.0;;;;;;;6.0;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;28.0
Hurwenen-G1089;2;11;96.0;50.0;20.0;47.0;15.0;3.0;;2.0;;27.0;;1.0;;;1.0;;;;;;;1.0;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;18.0
Idaarderadeel-G0078;11;51;159.0;1408.0;212.0;57.0;206.0;750.0;78.0;;3.0;5.0;5.0;107.0;8.0;2.0;54.0;4.0;5.0;11.0;1.0;;;2.0;;3.0;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;215.0
IJlst-G0102;3;6;2.0;94.0;240.0;277.0;16.0;32.0;4.0;;;2.0;1.0;29.0;14.0;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.0
IJsselmonde-G1230;43;104;45.0;655.0;806.0;624.0;290.0;16.0;32.0;292.0;14.0;13.0;1.0;2.0;22.0;18.0;17.0;2.0;20.0;5.0;4.0;1.0;;;3.0;3.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;139.0
IJsselmuiden-G0191;21;23;306.0;98.0;249.0;182.0;36.0;32.0;8.0;370.0;2.0;76.0;6.0;13.0;10.0;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94.0
IJsselstein-G0353;23;24;1007.0;118.0;194.0;294.0;25.0;7.0;8.0;214.0;;61.0;1.0;1.0;13.0;4.0;2.0;3.0;1.0;;3.0;3.0;;;190.0;1.0;;3.0;;;1.0;;;;;;;;;;;;;;1.0;;1.0;;;;;;;;;;72.0
IJzendijke-G0730;38;49;674.0;151.0;49.0;36.0;128.0;18.0;20.0;13.0;1.0;8.0;6.0;4.0;1.0;7.0;8.0;5.0;1.0;6.0;;;;31.0;;11.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;88.0
Ilpendam-G0407;12;6;226.0;336.0;123.0;91.0;16.0;120.0;140.0;13.0;;101.0;1.0;1.0;2.0;1.0;6.0;1.0;1.0;5.0;;;;;;1.0;;;;;;;;;;;1.0;;;;;;1.0;;2.0;;;;;;;;;;;;58.0
Itteren-G0926;1;4;201.0;7.0;;;;;1.0;;;1.0;17.0;;;;;1.0;1.0;;;1.0;18.0;;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;6.0
Ittervoort-G1090;0;4;130.0;2.0;3.0;;;;;2.0;;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0
Jaarsveld-G1091;4;10;42.0;118.0;192.0;45.0;32.0;5.0;;168.0;1.0;30.0;;2.0;1.0;3.0;1.0;1.0;2.0;;;;;2.0;10.0;;;2.0;;;1.0;;;;;;;;;;;;;;1.0;;;;;;;;;;;;66.0
Jabeek-G0927;3;9;199.0;4.0;;2.0;;;5.0;;;;;;1.0;;1.0;;;;;;7.0;;;;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;8.0
Jisp-G0408;4;10;18.0;115.0;20.0;7.0;11.0;69.0;22.0;;3.0;85.0;;1.0;1.0;;6.0;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.0
Jutphaas-G0322;18;34;877.0;351.0;215.0;292.0;40.0;7.0;4.0;95.0;3.0;20.0;9.0;5.0;7.0;6.0;3.0;;5.0;;2.0;1.0;;;7.0;;;4.0;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;47.0
Kamerik-G0323;6;4;293.0;4.0;161.0;160.0;5.0;2.0;3.0;201.0;;11.0;1.0;8.0;12.0;1.0;;;5.0;1.0;;27.0;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;89.0
Kampen-G0166;92;225;887.0;1499.0;2755.0;1797.0;418.0;411.0;21.0;924.0;35.0;27.0;33.0;267.0;28.0;44.0;14.0;10.0;;14.0;6.0;11.0;;10.0;;3.0;;1.0;;;15.0;;;;;;;;;;;;;;;;;;;;;;;;;;668.0
Kamperveen-G1092;0;2;3.0;5.0;85.0;73.0;2.0;8.0;;81.0;1.0;3.0;;2.0;;3.0;1.0;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.0
Kantens-G0020;9;3;15.0;383.0;288.0;135.0;130.0;88.0;3.0;;4.0;14.0;;12.0;2.0;3.0;5.0;;4.0;11.0;2.0;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69.0
Kapelle-G0678;17;18;24.0;130.0;361.0;434.0;87.0;120.0;1.0;112.0;2.0;21.0;2.0;13.0;2.0;11.0;5.0;1.0;3.0;2.0;2.0;;;3.0;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;84.0
Kats-G1094;5;15;3.0;56.0;49.0;82.0;20.0;23.0;;22.0;2.0;19.0;1.0;;2.0;;1.0;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32.0
Kattendijke-G0679;16;11;7.0;79.0;74.0;278.0;45.0;21.0;3.0;24.0;;11.0;1.0;7.0;1.0;1.0;1.0;2.0;2.0;2.0;1.0;;;1.0;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43.0
Katwijk-G0537;108;97;370.0;333.0;1029.0;3623.0;84.0;48.0;6.0;486.0;1.0;9.0;4.0;158.0;189.0;15.0;8.0;3.0;19.0;8.0;4.0;5.0;;2.0;4.0;;;2.0;;;;;;;;18.0;;;;11.0;;;;;;;;;;;;;;;;;657.0
Katwoude-G0409;0;0;8.0;7.0;21.0;36.0;1.0;4.0;1.0;;;31.0;1.0;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0
Kedichem-G0538;8;12;4.0;144.0;104.0;15.0;54.0;25.0;4.0;31.0;;128.0;;14.0;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55.0
Kerkrade-G0928;486;716;6459.0;1678.0;105.0;162.0;33.0;222.0;521.0;61.0;29.0;24.0;654.0;28.0;13.0;47.0;23.0;716.0;35.0;38.0;25.0;18.0;122.0;20.0;;11.0;;;;;;65.0;;;;;;;;;;16.0;;;;;;;;;;;;;;;421.0
Kerkwerve-G1095;15;0;2.0;37.0;163.0;48.0;51.0;14.0;;37.0;;15.0;;1.0;1.0;1.0;4.0;;1.0;;1.0;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29.0
Kerkwijk-G0257;4;7;2.0;56.0;319.0;28.0;3.0;2.0;;46.0;;4.0;;125.0;;1.0;2.0;;1.0;;1.0;;;1.0;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51.0
Kessel-G0929;3;13;650.0;9.0;;3.0;2.0;2.0;3.0;1.0;;;6.0;1.0;;;;5.0;1.0;2.0;;;5.0;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;29.0
Kesteren-G0258;10;65;14.0;318.0;636.0;32.0;73.0;32.0;7.0;563.0;3.0;46.0;;12.0;5.0;6.0;3.0;2.0;1.0;6.0;2.0;;;8.0;;;;3.0;;1.0;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;218.0
Kethel en Spaland-G1096;4;33;412.0;64.0;66.0;274.0;60.0;6.0;22.0;16.0;3.0;11.0;1.0;5.0;2.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31.0
Klaaswaal-G0539;3;37;1.0;186.0;187.0;173.0;129.0;28.0;10.0;165.0;5.0;26.0;1.0;1.0;1.0;3.0;4.0;1.0;1.0;;2.0;1.0;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;87.0
Klimmen-G0930;20;6;670.0;12.0;;3.0;;;4.0;2.0;1.0;;18.0;2.0;;;;69.0;1.0;;1.0;1.0;63.0;1.0;;;;;;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;31.0
Kloetinge-G0680;17;18;41.0;68.0;188.0;525.0;112.0;33.0;3.0;54.0;;;4.0;5.0;2.0;3.0;3.0;;1.0;5.0;;;;5.0;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67.0
Kloosterburen-G0021;3;8;410.0;227.0;219.0;11.0;66.0;68.0;5.0;3.0;1.0;7.0;;;;1.0;3.0;;4.0;8.0;;;;4.0;;1.0;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;51.0
Klundert-G0804;17;20;699.0;127.0;699.0;374.0;19.0;6.0;1.0;132.0;3.0;4.0;19.0;3.0;7.0;4.0;1.0;2.0;;4.0;1.0;7.0;;2.0;4.0;1.0;2.0;3.0;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;167.0
Kockengen-G0324;1;5;117.0;6.0;118.0;32.0;7.0;1.0;1.0;72.0;;14.0;;;8.0;2.0;;;;;;1.0;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.0
Koedijk-G0410;8;25;208.0;326.0;34.0;22.0;74.0;151.0;1.0;;14.0;93.0;10.0;1.0;;;1.0;;2.0;3.0;1.0;;;1.0;;;;;;1.0;;;;;;;3.0;;;;;;1.0;;;;;;;;;;;;;;56.0
Koewacht-G0681;25;18;545.0;101.0;3.0;2.0;6.0;3.0;4.0;9.0;1.0;2.0;3.0;;;;7.0;;1.0;5.0;1.0;;;263.0;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68.0
Kollumerland en Nieuwkruisland-G0079;32;35;11.0;268.0;1941.0;1138.0;162.0;264.0;39.0;35.0;2.0;15.0;1.0;97.0;2.0;4.0;14.0;;1.0;16.0;3.0;238.0;;7.0;;3.0;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;190.0
Koog aan de Zaan-G0411;28;82;168.0;968.0;212.0;56.0;164.0;413.0;268.0;25.0;75.0;9.0;8.0;28.0;1.0;2.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;112.0
Kortenhoef-G1097;1;21;133.0;125.0;74.0;180.0;18.0;16.0;3.0;76.0;2.0;4.0;5.0;19.0;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56.0
Kortgene-G0682;16;32;4.0;87.0;173.0;92.0;47.0;74.0;5.0;86.0;3.0;19.0;;1.0;2.0;8.0;1.0;;1.0;3.0;4.0;;;4.0;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104.0
Koudekerk aan den Rijn-G0540;8;22;90.0;55.0;251.0;294.0;20.0;6.0;5.0;14.0;;13.0;;3.0;8.0;4.0;;;2.0;2.0;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;33.0
Koudekerke-G1098;24;46;26.0;173.0;679.0;531.0;144.0;83.0;6.0;168.0;2.0;7.0;5.0;3.0;4.0;11.0;6.0;4.0;4.0;16.0;5.0;;;8.0;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;156.0
Krabbendijke-G0684;10;10;6.0;87.0;199.0;308.0;24.0;58.0;;345.0;1.0;9.0;2.0;4.0;;5.0;1.0;1.0;2.0;1.0;1.0;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;225.0
Krimpen aan de Lek-G0541;40;26;3.0;451.0;348.0;33.0;40.0;143.0;20.0;320.0;2.0;39.0;;1.0;;6.0;14.0;1.0;13.0;;3.0;;;;5.0;2.0;;1.0;;;;;;;;4.0;;;;1.0;;;;;;;;;;;;;;;;;123.0
Krimpen aan den IJssel-G0542;34;98;12.0;694.0;310.0;196.0;99.0;43.0;74.0;490.0;1.0;30.0;;5.0;8.0;52.0;34.0;;15.0;7.0;4.0;;;3.0;1.0;;;2.0;;;;;;;;6.0;;;;2.0;;;;;;;;;;;;;;;;;166.0
Krommenie-G0413;10;49;596.0;578.0;255.0;59.0;130.0;305.0;820.0;4.0;47.0;38.0;15.0;26.0;;3.0;5.0;11.0;3.0;4.0;3.0;;;2.0;;;;;;;;;;;;;16.0;;;;;;2.0;;4.0;;;;;;;;;;;;108.0
Kruiningen-G0685;47;41;244.0;304.0;244.0;343.0;113.0;181.0;6.0;172.0;11.0;21.0;6.0;18.0;26.0;9.0;11.0;5.0;7.0;6.0;10.0;;;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;286.0
Kuinre-G0167;3;4;37.0;45.0;19.0;101.0;31.0;23.0;1.0;;1.0;;;86.0;;1.0;2.0;;;;1.0;;;;;1.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.0
Kwadijk-G0414;6;3;5.0;99.0;17.0;7.0;10.0;24.0;5.0;;1.0;49.0;;1.0;1.0;1.0;2.0;;;;2.0;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;18.0
Laag-Nieuwkoop-G1100;0;0;99.0;5.0;37.0;23.0;;;;34.0;;15.0;;1.0;8.0;;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.0
Landsmeer-G0415;25;42;57.0;524.0;408.0;100.0;46.0;259.0;158.0;18.0;19.0;54.0;3.0;17.0;73.0;4.0;9.0;2.0;14.0;6.0;3.0;;;1.0;;;;;;1.0;;;;;;;1.0;;;;;;4.0;;;;;;;;;;;;;;98.0
Langbroek-G0325;9;10;129.0;30.0;176.0;52.0;10.0;9.0;;167.0;1.0;7.0;;3.0;;3.0;;;1.0;5.0;;1.0;;1.0;;1.0;;20.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.0
Lange Ruige Weide-G1101;3;0;13.0;4.0;134.0;56.0;8.0;1.0;;70.0;;33.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42.0
Langerak-G0543;6;7;1.0;37.0;149.0;14.0;13.0;17.0;;121.0;;16.0;;2.0;7.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37.0
Laren-G0417;20;142;1506.0;288.0;338.0;111.0;332.0;134.0;42.0;23.0;20.0;8.0;198.0;40.0;4.0;105.0;59.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;201.0
Laren (Gld.)-G0259;44;65;33.0;238.0;504.0;310.0;564.0;143.0;24.0;2.0;1.0;855.0;5.0;1.0;6.0;10.0;7.0;1.0;10.0;6.0;4.0;3.0;;;1.0;5.0;;28.0;;3.0;;;;;;2.0;;;;;;;;2.0;;;1.0;;;;;;;;;;220.0
Leek-G0022;27;67;13.0;799.0;1198.0;281.0;326.0;470.0;45.0;;2.0;163.0;6.0;52.0;6.0;8.0;9.0;;12.0;75.0;5.0;;;13.0;;7.0;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;210.0
Leende-G0805;3;2;806.0;11.0;8.0;4.0;;;;;;2.0;3.0;;;;;1.0;;2.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33.0
Leens-G0023;20;29;186.0;350.0;795.0;49.0;245.0;262.0;24.0;5.0;2.0;5.0;3.0;13.0;8.0;16.0;3.0;2.0;3.0;45.0;2.0;;;8.0;;11.0;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;111.0
Leerbroek-G0544;5;8;;15.0;216.0;19.0;12.0;;;76.0;;12.0;2.0;;1.0;;2.0;1.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;87.0
Leerdam-G0545;46;100;179.0;1011.0;1353.0;400.0;94.0;191.0;59.0;456.0;4.0;88.0;3.0;11.0;18.0;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;262.0
Leersum-G0326;11;26;11.0;204.0;238.0;119.0;108.0;42.0;6.0;163.0;4.0;31.0;;3.0;6.0;4.0;1.0;2.0;10.0;4.0;;1.0;;2.0;;;;74.0;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;80.0
Leeuwarden-G0080;307;712;2410.0;8028.0;3911.0;1965.0;2291.0;2370.0;569.0;77.0;170.0;61.0;181.0;738.0;229.0;140.0;886.0;34.0;65.0;148.0;106.0;66.0;;51.0;;53.0;;;;;;;;;;;;;;;;;;11.0;;;;;;;;;;;;;1650.0
Leeuwarderadeel-G0081;56;166;473.0;3410.0;1817.0;755.0;640.0;1122.0;141.0;15.0;37.0;126.0;25.0;359.0;36.0;23.0;166.0;3.0;21.0;23.0;16.0;18.0;;11.0;;21.0;;;;;;;;;;;;;;;;;;3.0;;;;;;;;;;;;;489.0
Leiden-G0546;556;1215;6783.0;9729.0;4559.0;4728.0;2145.0;1400.0;1122.0;459.0;436.0;25.0;362.0;291.0;890.0;373.0;182.0;119.0;247.0;124.0;130.0;22.0;;19.0;38.0;13.0;;9.0;;;;;;;;83.0;;;;19.0;;;;;;;;;;;;;;;;;1674.0
Leiderdorp-G0547;7;30;126.0;76.0;528.0;254.0;23.0;17.0;11.0;26.0;1.0;12.0;;5.0;29.0;1.0;1.0;1.0;2.0;2.0;;1.0;;1.0;2.0;;;;;;;;;;;3.0;;;;3.0;;;;;;;;;;;;;;;;;38.0
Leimuiden-G0549;13;4;414.0;18.0;202.0;114.0;29.0;16.0;4.0;6.0;;13.0;2.0;1.0;45.0;2.0;;1.0;1.0;;2.0;;;1.0;;1.0;;1.0;;;;;;;;1.0;;;;1.0;;;;;;;;;;;;;;;;;70.0
Lekkerkerk-G0550;29;47;3.0;513.0;245.0;22.0;405.0;118.0;26.0;288.0;1.0;427.0;1.0;1.0;1.0;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104.0
Lemsterland-G0082;35;61;211.0;688.0;697.0;568.0;33.0;205.0;268.0;78.0;5.0;16.0;;490.0;5.0;11.0;42.0;1.0;2.0;10.0;1.0;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;282.0
Leusden-G0327;20;23;347.0;81.0;136.0;85.0;131.0;9.0;4.0;92.0;1.0;39.0;4.0;6.0;17.0;7.0;1.0;;4.0;1.0;1.0;;;;;2.0;;42.0;;;;;;;1.0;;;;;;;;;;;;7.0;;;;;;;;;;78.0
Lexmond-G0551;9;19;3.0;119.0;227.0;204.0;42.0;17.0;3.0;90.0;;33.0;1.0;2.0;2.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;82.0
Lichtenvoorde-G0260;23;21;2606.0;46.0;75.0;256.0;23.0;31.0;8.0;3.0;;19.0;19.0;9.0;;1.0;2.0;8.0;2.0;5.0;;;;;2.0;1.0;;7.0;;8.0;;;;;;1.0;;;;;;;;;;;1.0;;;;;;;;;;71.0
Liempde-G0806;5;5;837.0;2.0;;4.0;;2.0;;7.0;;;;;;;;4.0;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35.0
Lienden-G0261;43;59;11.0;634.0;289.0;97.0;341.0;51.0;14.0;304.0;6.0;182.0;4.0;92.0;8.0;1.0;13.0;;11.0;16.0;1.0;;;5.0;;;;18.0;;1.0;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;154.0
Lierop-G1102;2;2;498.0;;;3.0;;;;;;;;;;;;;;;;;;;;;1.0;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;14.0
Lieshout-G0807;2;1;918.0;1.0;;3.0;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;25.0
Limbricht-G0931;16;10;818.0;9.0;1.0;;;;;1.0;;2.0;3.0;1.0;;1.0;1.0;12.0;;1.0;;;13.0;;;;;;;;;12.0;;;;;;;;;;;;;;;;;;;;;;;;;29.0
Limmen-G0418;4;8;760.0;51.0;9.0;4.0;34.0;17.0;22.0;;3.0;34.0;3.0;;;3.0;9.0;3.0;1.0;;;;;;;;;;;;;;;;;;44.0;;;;;;1.0;;;;;;;;;;;;;;29.0
Linden-G1103;1;1;225.0;;;;;;;;;;5.0;;;;;5.0;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;17.0
Linne-G0932;12;28;569.0;19.0;4.0;8.0;1.0;1.0;;10.0;;;7.0;;;9.0;;10.0;1.0;2.0;;1.0;7.0;;;;;;;;;7.0;;;;;;;;;;1.0;;;;;;;;;;;;;;;52.0
Linschoten-G0328;9;10;203.0;19.0;125.0;106.0;55.0;3.0;2.0;188.0;2.0;17.0;9.0;7.0;;;1.0;4.0;6.0;5.0;;;;;;2.0;;1.0;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;68.0
Lisse-G0553;24;26;1944.0;236.0;457.0;501.0;145.0;47.0;3.0;252.0;2.0;3.0;16.0;5.0;48.0;11.0;2.0;;12.0;3.0;;2.0;;1.0;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;231.0
Lith-G0808;7;10;548.0;2.0;4.0;4.0;14.0;1.0;;1.0;;1.0;;;1.0;;;;;5.0;;1.0;;2.0;1.0;;5.0;3.0;;4.0;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;111.0
Lithoijen-G1104;3;1;250.0;;3.0;3.0;7.0;;;1.0;;1.0;1.0;;;;;;;3.0;;;;;;;2.0;1.0;;1.0;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;26.0
Lochem-G0262;51;107;122.0;925.0;245.0;204.0;403.0;541.0;149.0;;4.0;203.0;9.0;8.0;3.0;23.0;44.0;4.0;11.0;8.0;2.0;5.0;;;7.0;2.0;;2.0;;1.0;;;;;;;;;;;;;;1.0;;;2.0;;;;;;;;;;209.0
Loenen-G0329;3;14;114.0;77.0;141.0;205.0;68.0;20.0;3.0;43.0;1.0;10.0;;9.0;13.0;2.0;1.0;;;;1.0;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;68.0
Loenersloot-G1105;1;3;84.0;10.0;40.0;38.0;5.0;;1.0;28.0;1.0;1.0;2.0;;39.0;;;;;;8.0;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.0
Lonneker-G1106;398;750;2469.0;4026.0;1186.0;1477.0;734.0;414.0;1339.0;58.0;710.0;730.0;492.0;486.0;11.0;45.0;740.0;47.0;;40.0;9.0;10.0;;20.0;;21.0;;17.0;;;57.0;;;;;;;;;;;;;;;;;;;;;;;;;;612.0
Loon op Zand-G0809;67;28;4064.0;45.0;30.0;77.0;11.0;4.0;15.0;170.0;2.0;7.0;49.0;3.0;5.0;3.0;2.0;4.0;4.0;11.0;4.0;13.0;;2.0;1.0;2.0;13.0;2.0;;;;;21.0;;;;;;;;;;;;;;;;;;;;;;;;176.0
