RegioNaam;@invalid;@blank;PvdA;VVD;CDA;KVP;Politieke Partij Radikalen (PPR);CHU;ARP;Communistische Partij van Nederland;BoerenPartij;SGP;PvdA/PPR/D'66;Gereformeerd Politiek Verbond (GPV);Democratisch Socialisten '70;Pacifistisch-Socialistische Partij (PSP);D66;FNP;SGP/NEV;Rooms Katholieke Partij Nederland;Lijst Meijer;Vrouw;Nieuwe Roomse Partij;Anti-Woningnood Aktie;@abs
Schermer-G0458;8;0;663;445;591;0;102;0;0;61;82;0;0;7;30;39;26;0;16;34;0;0;0;0;467
Scherpenzeel-G0279;23;0;867;875;0;70;98;715;254;15;120;451;0;69;31;25;30;0;0;0;0;0;0;0;714
Schiedam-G0606;322;0;17966;5635;0;5361;2261;2082;2112;2558;666;580;0;400;469;539;398;0;0;0;0;0;0;0;14883
Schiermonnikoog-G0088;2;0;129;93;195;0;22;0;0;9;7;0;0;11;9;4;5;8;0;0;0;0;0;0;70
Schijndel-G0844;78;0;1239;826;4407;0;260;0;0;69;549;0;0;19;38;65;49;0;4;0;0;34;0;0;3613
Schimmert-G0961;17;0;205;219;737;0;80;0;0;16;62;0;0;0;4;14;6;0;0;22;0;0;11;0;517
Schinnen-G0962;32;0;463;320;1197;0;245;0;0;55;70;0;0;0;7;96;17;0;0;264;0;0;47;0;1101
Schinveld-G0963;25;0;154;129;909;0;1233;0;0;35;38;0;0;0;7;19;5;0;0;32;0;0;18;0;600
Schipluiden-G0607;12;0;355;907;0;1207;205;392;391;30;52;60;0;61;52;25;21;0;0;0;0;0;0;0;892
Schoonebeek-G0129;16;0;865;263;0;1078;80;570;482;53;124;0;0;27;17;10;10;0;0;0;0;0;0;0;1175
Schoonhoven-G0608;18;0;1447;1036;0;494;249;313;655;39;104;288;0;84;81;69;44;0;0;3;0;0;0;0;1348
Schoonrewoerd-G0609;9;0;118;88;0;2;20;91;142;7;54;213;0;19;2;0;4;0;0;0;0;0;0;0;107
Schoorl-G0444;11;0;887;832;773;0;154;0;0;84;99;0;0;18;65;64;74;0;0;26;0;0;0;0;776
Sevenum-G0964;20;0;223;284;1996;0;138;0;0;15;72;0;0;0;23;27;4;0;0;0;0;0;0;0;1135
's-Graveland-G0390;31;0;1002;1144;1346;0;267;0;0;69;120;0;0;112;98;63;52;0;88;47;0;0;0;0;1171
's-Gravendeel-G0517;2;0;1465;658;0;56;92;487;572;36;49;284;0;92;38;20;43;0;0;0;0;0;0;0;838
's-Gravenhage-G0518;1820;0;90718;68004;0;24877;12511;15458;13073;9424;4923;3130;0;2575;6868;3720;3610;0;0;1084;0;0;0;0;107408
's-Gravenmoer-G0787;6;0;105;98;560;0;20;0;0;3;34;0;0;0;3;1;5;0;54;0;0;0;0;0;232
's-Gravenzande-G0519;48;0;1675;2121;0;449;220;1224;1068;39;105;442;0;178;87;27;74;0;0;0;0;0;0;0;1912
's-Hertogenbosch-G0796;278;0;10622;6328;12460;0;2448;0;0;728;1790;0;0;265;374;789;328;0;73;0;0;249;0;0;19633
Sijbekarspel-G0447;3;0;264;182;301;0;54;0;0;14;29;0;0;2;18;22;10;0;0;20;0;0;0;0;217
Simpelveld-G0965;59;0;557;511;1457;0;138;0;0;59;106;0;0;0;15;20;32;0;0;41;0;0;24;0;1115
Sint Geertruid-G0966;7;0;51;42;593;0;20;0;0;5;26;0;0;0;0;10;2;0;0;9;0;0;0;0;143
Sint Maarten-G0445;7;0;273;218;299;0;42;0;0;34;32;0;0;15;20;41;19;0;2;0;0;0;0;0;220
Sint Odiliënberg-G0967;24;0;229;299;741;0;68;0;0;10;80;0;0;0;7;23;13;0;0;0;0;0;0;0;697
Sint Pancras-G0446;21;0;650;496;759;0;120;0;0;91;103;0;0;56;71;19;30;0;14;0;0;0;0;0;633
Sint Philipsland-G0712;3;0;139;102;0;5;11;109;127;6;22;681;0;29;3;3;1;0;0;0;0;0;0;0;211
Sint-Michielsgestel-G0845;29;0;908;974;2180;0;223;0;0;62;409;0;0;24;66;69;49;0;10;0;0;30;0;0;2079
Sint-Oedenrode-G0846;53;0;1056;847;3411;0;507;0;0;53;444;0;0;20;36;51;30;0;7;0;0;0;0;0;1849
Sittard-G0968;201;0;2912;2285;6199;0;1192;0;0;331;315;0;0;0;107;323;108;0;0;193;0;0;49;0;8311
Sleen-G0130;36;0;2221;885;0;48;82;329;536;222;116;0;0;56;35;27;18;0;0;0;0;0;0;0;906
Slenaken-G0969;2;0;22;49;130;0;10;0;0;4;34;0;0;0;18;3;1;0;0;0;0;0;4;0;186
Sliedrecht-G0610;88;0;4578;1676;0;156;344;961;923;188;211;2124;0;258;111;71;153;0;0;0;0;0;0;0;3176
Slochteren-G0040;67;0;2535;1343;1385;0;135;0;0;315;186;0;0;778;105;111;47;0;0;0;78;0;0;0;2183
Sloten (F)-G0089;3;0;57;38;187;0;1;0;0;3;4;0;0;10;1;5;3;81;5;0;0;0;0;0;51
Sluis-G0713;21;0;433;511;0;282;82;134;32;3;65;7;0;12;11;6;1;0;0;0;0;0;0;0;494
Smallingerland-G0090;154;0;7790;2210;7274;0;689;0;0;843;252;0;0;1077;193;251;93;1081;322;0;0;0;0;0;4885
Smilde-G0131;20;0;1377;449;0;10;88;676;1012;19;118;0;0;157;28;22;21;0;0;0;0;0;0;0;886
Sneek-G0091;85;0;4450;1789;5076;0;538;0;0;550;158;0;0;219;133;107;107;1343;95;0;0;0;0;0;3662
Snelrewaard-G0341;4;0;0;67;0;134;0;31;28;0;27;29;31;3;3;1;0;0;0;3;0;0;0;0;74
Soest-G0342;145;0;0;6800;0;2772;0;1126;1461;252;500;312;4835;354;446;329;0;0;0;153;0;0;0;33;5959
Someren-G0847;88;0;721;657;3815;0;159;0;0;28;442;0;0;13;60;33;47;0;0;0;0;25;0;0;2936
Son en Breugel-G0848;31;0;885;2134;2215;0;415;0;0;43;184;0;0;42;167;66;87;0;7;0;0;0;0;0;1635
Spaubeek-G0970;25;0;245;289;663;0;84;0;0;22;74;0;0;0;8;13;8;0;0;41;0;0;6;0;795
Spijkenisse-G0612;65;0;5998;2424;0;501;680;649;896;406;184;228;0;126;192;109;152;0;0;0;0;0;0;0;4360
Sprang-Capelle-G0849;31;0;537;501;1483;0;93;0;0;55;298;0;0;48;22;14;20;0;630;0;0;0;0;0;1250
Stad Delden-G0179;19;0;813;816;0;1429;147;167;137;16;102;5;0;10;58;25;50;0;0;0;0;0;0;0;608
Stadskanaal-G0037;125;0;5664;1713;6234;0;384;0;0;1038;220;0;0;959;146;97;119;0;0;0;92;0;0;0;5562
Standdaarbuiten-G0850;10;0;210;175;608;0;43;0;0;5;86;0;0;0;7;9;10;0;3;0;0;0;0;0;398
Staphorst-G0180;27;0;707;643;0;31;58;661;608;27;602;2072;0;625;23;12;17;0;0;0;0;0;0;0;757
Stavoren-G0092;3;0;84;48;215;0;11;0;0;0;3;0;0;20;0;2;2;79;9;0;0;0;0;0;141
Stedum-G0041;4;0;276;105;552;0;46;0;0;27;11;0;0;73;6;10;9;0;0;0;14;0;0;0;120
Steenbergen-G0851;81;0;1325;1092;1888;0;214;0;0;69;763;0;0;19;51;46;65;0;22;0;0;0;0;0;3071
Steenderen-G0280;17;0;436;374;0;955;79;320;212;6;93;15;0;5;7;13;12;0;0;0;0;0;0;0;449
Steenwijk-G0181;41;0;3519;1582;0;842;545;1873;927;200;230;54;0;287;130;105;82;0;0;0;0;0;0;0;3407
Stein-G0971;78;0;795;469;3584;0;194;0;0;66;126;0;0;0;31;207;36;0;0;55;0;0;31;0;2402
Stevensweert-G0972;13;0;68;88;497;0;15;0;0;5;43;0;0;0;7;5;3;0;0;0;0;0;0;0;286
Stolwijk-G0615;15;0;711;603;0;19;37;80;214;31;110;411;0;12;32;13;19;0;0;0;0;0;0;0;447
Stramproy-G0973;18;0;140;290;1244;0;48;0;0;7;85;0;0;0;8;12;13;0;0;0;0;0;0;0;758
Streefkerk-G0616;14;0;319;232;0;6;31;121;176;4;38;259;0;20;13;5;7;0;0;0;0;0;0;0;263
Strijen-G0617;18;0;1493;852;0;36;107;460;333;49;65;271;0;96;43;33;36;0;0;0;0;0;0;0;974
Susteren-G0974;76;0;526;348;1893;0;130;0;0;42;139;0;0;0;20;54;31;0;0;0;0;0;0;0;1594
Swalmen-G0975;82;0;803;495;1625;0;160;0;0;38;212;0;0;0;24;90;32;0;0;0;0;0;0;0;1956
't Zandt-G0054;7;0;527;219;415;0;36;0;0;28;10;0;0;46;19;15;3;0;0;0;14;0;0;0;333
Tegelen-G0976;129;0;1458;1047;4416;0;457;0;0;84;303;0;0;0;34;40;37;0;0;0;0;0;0;0;3411
Ten Boer-G0009;22;0;953;486;1233;0;73;0;0;113;33;0;0;378;48;49;29;0;0;0;23;0;0;0;637
Ter Aar-G0480;15;0;382;890;0;1320;162;343;247;23;113;95;0;29;35;32;26;0;0;3;0;0;0;0;874
Terheijden-G0853;31;0;819;476;1346;0;164;0;0;48;267;0;0;0;29;68;53;0;9;0;0;0;0;0;1070
Termunten-G0042;36;0;970;264;658;0;54;0;0;303;20;0;0;59;17;18;18;0;0;0;18;0;0;0;943
Terneuzen-G0715;100;0;5136;2788;0;1459;846;1492;994;121;535;996;0;779;136;62;135;0;0;0;0;0;0;0;6155
Terschelling-G0093;23;0;815;806;458;0;48;0;0;14;52;0;0;34;64;22;1;53;5;0;0;0;0;0;817
Teteringen-G0854;11;0;366;791;1037;0;109;0;0;20;159;0;0;5;27;13;40;0;0;0;0;0;0;0;604
Texel-G0448;30;0;1839;1561;1792;0;288;0;0;79;167;0;0;84;109;107;55;0;38;0;0;0;0;0;1708
Tholen-G0716;60;0;2204;1367;0;389;167;798;610;54;262;2720;0;228;33;38;29;0;0;0;0;0;0;0;2763
Thorn-G0977;23;0;102;129;977;0;41;0;0;1;34;0;0;0;4;14;5;0;0;0;0;0;0;0;397
Tiel-G0281;68;0;5265;2172;0;1676;463;568;259;125;355;37;0;107;155;72;71;0;0;0;0;0;0;0;3722
Tienhoven (ZH)-G0618;5;0;56;31;0;4;3;42;91;0;10;36;0;4;1;1;0;0;0;0;0;0;0;0;26
Tietjerksteradeel-G0094;89;0;3443;1586;5951;0;276;0;0;132;158;0;0;501;106;106;50;1330;163;0;0;0;0;0;2878
Tilburg-G0855;673;0;17850;10658;25989;0;4966;0;0;1691;3951;0;0;171;490;1369;710;0;83;0;0;468;0;0;36169
Tubbergen-G0183;47;0;527;768;0;5992;217;313;54;19;604;13;0;19;22;23;35;0;0;0;0;0;0;0;1573
Twisk-G0449;2;0;189;151;44;0;19;0;0;13;20;0;0;5;10;2;5;0;1;0;0;0;0;0;127
Ubach over Worms-G0978;124;0;1254;448;1700;0;383;0;0;308;229;0;0;0;38;63;71;0;0;74;0;0;32;0;2425
Ubbergen-G0282;31;0;636;917;0;2455;334;103;49;62;182;23;0;16;28;50;15;0;0;0;0;0;0;0;1799
Uden-G0856;58;0;2077;2517;5484;0;439;0;0;92;533;0;0;46;130;103;107;0;0;0;0;0;0;0;4946
Udenhout-G0857;26;0;448;544;2134;0;133;0;0;17;148;0;0;2;13;19;25;0;1;0;0;9;0;0;1418
Uitgeest-G0450;17;0;1011;917;1183;0;420;0;0;311;130;0;0;23;77;63;81;0;0;36;0;0;0;0;994
Uithoorn-G0451;64;0;2457;2911;3039;0;645;0;0;217;215;0;0;77;215;108;149;0;34;145;0;0;0;0;2271
Uithuizen-G0043;23;0;1022;383;1042;0;39;0;0;163;10;0;0;186;47;9;4;0;0;0;31;0;0;0;521
Uithuizermeeden-G0044;10;0;648;284;1333;0;42;0;0;33;28;0;0;521;14;14;10;0;0;0;14;0;0;0;540
Ulestraten-G0979;13;0;252;375;726;0;98;0;0;16;57;0;0;0;11;16;17;0;0;22;0;0;5;0;587
Ulrum-G0045;13;0;441;241;878;0;26;0;0;38;20;0;0;442;11;22;2;0;0;0;23;0;0;0;401
Urk-G0184;24;0;24;139;0;1;18;720;1388;8;93;1255;0;293;0;1;0;0;0;0;0;0;0;0;809
Urmond-G0980;39;0;446;186;1229;0;173;0;0;16;50;0;0;0;13;25;12;0;0;44;0;0;12;0;871
Ursem-G0452;6;0;198;229;541;0;86;0;0;33;55;0;0;7;24;22;5;0;0;25;0;0;0;0;390
Usquert-G0046;6;0;660;152;93;0;18;0;0;39;6;0;0;23;18;9;1;0;0;0;5;0;0;0;143
Utingeradeel-G0095;17;0;1212;447;616;0;71;0;0;38;22;0;0;23;25;107;11;328;61;0;0;0;0;0;486
Utrecht-G0344;851;0;0;25679;0;16849;0;6919;7095;5093;2927;1414;58658;1717;2653;3803;0;0;0;1605;0;0;0;0;50434
Vaals-G0981;124;0;876;823;2080;0;231;0;0;196;93;0;0;0;51;27;36;0;0;97;0;0;35;0;1814
Valburg-G0283;29;0;944;842;0;1355;250;570;282;24;251;367;0;84;44;31;22;0;0;0;0;0;0;0;1710
Valkenburg (ZH)-G0619;6;0;193;320;0;75;73;327;196;8;32;76;0;100;16;8;12;0;0;1;0;0;0;0;355
Valkenburg-Houthem-G0982;92;0;916;1633;2478;0;314;0;0;90;216;0;0;0;43;64;44;0;0;231;0;0;35;0;2525
Valkenisse-G0720;8;0;442;485;0;40;179;667;462;10;58;222;0;85;37;15;28;0;0;0;0;0;0;0;835
Valkenswaard-G0858;103;0;3009;2082;5138;0;510;0;0;125;637;0;0;60;126;125;99;0;16;0;0;0;0;0;4769
Varik-G0284;13;0;234;104;0;118;16;81;15;5;70;14;0;5;9;4;2;0;0;0;0;0;0;0;143
Veendam-G0047;125;0;6507;2049;2680;0;307;0;0;851;149;0;0;223;205;147;102;0;0;0;479;0;0;0;3738
Veenendaal-G0345;95;0;0;2650;0;468;0;3057;2124;136;546;2622;4587;789;200;67;0;0;0;20;0;0;0;14;4162
Veere-G0717;10;0;250;314;0;26;99;388;814;12;16;229;0;159;23;8;15;0;0;0;0;0;0;0;499
Veghel-G0860;85;0;1400;1708;4609;0;605;0;0;63;557;0;0;27;81;88;76;0;0;0;0;25;0;0;3528
Veldhoven-G0861;68;0;2771;2106;5376;0;598;0;0;152;488;0;0;92;131;130;108;0;20;0;0;0;0;0;5142
Velsen-G0453;240;0;12433;7015;7877;0;2138;0;0;2013;1010;0;0;501;783;700;510;0;292;0;0;0;0;0;9897
Venhuizen-G0454;14;0;867;728;1082;0;164;0;0;74;97;0;0;11;52;81;31;0;4;23;0;0;0;0;942
Venlo-G0983;351;0;4773;5323;11840;0;1934;0;0;306;860;0;0;0;226;221;128;0;0;0;0;0;0;0;14830
Venray-G0984;143;0;1508;1636;7495;0;708;0;0;99;441;0;0;0;54;165;58;0;0;0;0;0;0;0;6569
Vessem, Wintelre en Knegsel-G0862;4;0;157;286;1365;0;59;0;0;6;60;0;0;7;24;12;22;0;4;0;0;0;0;0;572
Vianen-G0620;46;0;1908;1310;0;701;350;435;390;79;122;177;0;58;88;42;53;0;0;0;0;0;0;0;1605
Vierlingsbeek-G0863;37;0;371;373;1989;0;110;0;0;22;194;0;0;14;15;23;20;0;0;0;0;0;0;0;1119
Vierpolders-G0621;8;0;399;277;0;41;37;47;34;12;41;7;0;11;32;8;14;0;0;0;0;0;0;0;264
Vinkeveen en Waverveen-G0346;42;0;0;1409;0;978;0;393;266;44;177;132;778;43;76;46;0;0;0;25;0;0;0;7;1178
Vlaardingen-G0622;167;0;17702;6203;0;2212;2720;3545;3107;1218;540;1390;0;788;492;606;432;0;0;0;0;0;0;0;13226
Vlagtwedde-G0048;75;0;3100;1169;2792;0;180;0;0;508;301;0;0;148;82;87;57;0;0;0;50;0;0;0;3024
Vledder-G0132;21;0;821;416;0;91;70;145;135;49;66;0;0;22;22;27;16;0;0;0;0;0;0;0;457
Vleuten-De Meern-G0347;38;0;0;2466;0;1912;0;733;396;67;162;111;1694;132;176;90;0;0;0;199;0;0;0;9;1803
Vlieland-G0096;8;0;259;184;69;0;12;0;0;2;7;0;0;9;14;4;6;14;0;0;0;0;0;0;127
Vlijmen-G0864;55;0;946;887;2831;0;243;0;0;79;617;0;0;12;50;64;53;0;11;0;0;0;0;0;2622
Vlissingen-G0718;128;0;8502;3429;0;1104;1502;1898;1737;382;516;607;0;377;358;186;383;0;0;0;0;0;0;0;7744
Vlist-G0623;1;0;33;56;0;86;7;14;76;2;7;66;0;1;2;1;3;0;0;0;0;0;0;0;57
Vlodrop-G0985;25;0;103;181;421;0;36;0;0;4;52;0;0;0;5;15;5;0;0;0;0;0;0;0;445
Voerendaal-G0986;56;0;685;755;1868;0;280;0;0;67;73;0;0;0;35;61;23;0;0;59;0;0;28;0;1429
Voorburg-G0624;159;0;5785;8881;0;3079;1436;1502;1686;324;300;190;0;460;895;266;376;0;0;30;0;0;0;0;6254
Voorhout-G0625;21;0;390;1063;0;1092;261;129;82;24;81;8;0;20;49;24;30;0;0;5;0;0;0;0;596
Voorschoten-G0626;72;0;2129;4300;0;1414;665;743;748;58;164;114;0;144;440;161;227;0;0;6;0;0;0;0;2302
Voorst-G0285;63;0;3322;2469;0;2816;416;1252;336;155;699;199;0;71;114;68;74;0;0;0;0;0;0;0;2525
Vorden-G0286;23;0;1116;995;0;471;130;667;378;18;304;20;0;50;57;23;19;0;0;0;0;0;0;0;816
Vries-G0133;33;0;1812;1475;0;36;162;118;302;71;252;0;0;106;120;46;42;0;0;0;0;0;0;0;590
Vriezenveen-G0186;40;0;1740;555;0;424;142;3055;609;29;371;582;0;269;25;12;22;0;0;0;0;0;0;0;2081
Vught-G0865;80;0;2015;2605;4518;0;615;0;0;94;568;0;0;56;141;140;101;0;14;0;0;53;0;0;4283
Vuren-G0287;7;0;626;258;0;29;41;243;253;13;37;37;0;21;15;10;10;0;0;0;0;0;0;0;329
Waalre-G0866;37;0;1029;1755;2264;0;302;0;0;42;226;0;0;17;117;50;73;0;11;0;0;0;0;0;1763
Waalwijk-G0867;85;0;1773;2132;4726;0;700;0;0;138;649;0;0;50;90;107;73;0;130;0;0;0;0;0;4753
Waardenburg-G0288;8;0;326;133;0;17;20;212;49;8;50;280;0;7;7;5;6;0;0;0;0;0;0;0;254
Waddinxveen-G0627;43;0;2530;2392;0;785;559;853;981;92;147;1167;0;226;147;69;142;0;0;37;0;0;0;0;2202
Wageningen-G0289;75;0;5207;3046;0;1489;1683;1309;1016;390;405;500;0;222;495;542;267;0;0;0;0;0;0;0;3689
Wamel-G0290;58;0;635;515;0;2264;139;108;33;27;327;14;0;6;22;20;16;0;0;0;0;0;0;0;1718
Wanroij-G0868;13;0;174;184;1560;0;43;0;0;11;100;0;0;4;7;13;4;0;0;0;0;0;0;0;432
Warffum-G0049;6;0;674;200;414;0;35;0;0;14;4;0;0;56;18;11;6;0;0;0;5;0;0;0;197
Warmenhuizen-G0456;12;0;359;351;765;0;85;0;0;40;76;0;0;7;16;24;15;0;3;0;0;0;0;0;471
Warmond-G0628;14;0;352;639;0;734;234;119;68;35;62;25;0;12;36;36;33;0;0;1;0;0;0;0;637
Warnsveld-G0291;25;0;1087;1034;0;373;163;578;258;33;113;8;0;56;59;25;34;0;0;0;0;0;0;0;1077
Waspik-G0869;26;0;320;230;918;0;63;0;0;29;205;0;0;14;14;14;17;0;16;0;0;0;0;0;794
Wassenaar-G0629;95;0;2221;7382;0;2429;580;1044;637;83;265;112;0;129;479;94;197;0;0;26;0;0;0;0;3216
Wateringen-G0630;36;0;827;1510;0;2340;346;332;265;44;161;22;0;34;64;65;53;0;0;0;0;0;0;0;1806
Weerselo-G0188;27;0;260;295;0;3385;143;61;9;6;266;3;0;5;19;14;27;0;0;0;0;0;0;0;635
Weert-G0988;159;0;1849;2602;9309;0;637;0;0;97;669;0;0;0;93;112;115;0;0;0;0;0;0;0;7262
Weesp-G0457;46;0;2972;1936;2046;0;842;0;0;292;224;0;0;120;166;156;147;0;83;78;0;0;0;0;2694
Wehl-G0292;15;0;270;279;0;1315;104;57;19;18;424;2;0;5;13;14;8;0;0;0;0;0;0;0;1099
Werkendam-G0870;43;0;1547;739;3409;0;136;0;0;86;87;0;0;166;36;39;29;0;986;0;0;0;0;0;2540
Wervershoof-G0459;5;0;338;382;1537;0;115;0;0;47;230;0;0;7;12;41;13;0;2;59;0;0;0;0;719
Wessem-G0989;11;0;81;95;534;0;27;0;0;6;30;0;0;0;4;18;1;0;0;0;0;0;0;0;596
Westdongeradeel-G0097;31;0;693;303;1946;0;49;0;0;50;27;0;0;136;15;13;3;199;101;0;0;0;0;0;587
Westerbork-G0134;16;0;1639;826;0;8;75;269;547;42;150;0;0;73;25;21;22;0;0;0;0;0;0;0;659
Westerhoven-G0871;6;0;132;101;443;0;36;0;0;5;52;0;0;2;9;7;9;0;0;0;0;0;0;0;152
Westerschouwen-G0725;23;0;815;805;0;42;69;371;269;13;36;133;0;26;30;8;14;0;0;0;0;0;0;0;732
Westervoort-G0293;13;0;594;315;0;805;147;111;93;31;102;7;0;13;16;22;15;0;0;0;0;0;0;0;652
Westkapelle-G0726;7;0;501;246;0;11;41;235;92;9;16;227;0;60;6;4;4;0;0;0;0;0;0;0;339
Westmaas-G0631;4;0;300;302;0;7;33;134;149;5;17;41;0;29;24;9;6;0;0;0;0;0;0;0;239
Weststellingwerf-G0098;108;0;5049;2094;2871;0;353;0;0;526;470;0;0;118;116;148;136;250;69;0;0;0;0;0;3242
Westwoud-G0460;1;0;171;155;399;0;45;0;0;20;22;0;0;4;9;19;11;0;3;8;0;0;0;0;279
Wierden-G0189;49;0;1462;1168;0;2781;280;2166;1449;45;385;704;0;218;77;19;53;0;0;0;0;0;0;0;1532
Wieringen-G0462;52;0;1509;968;611;0;112;0;0;294;183;0;0;28;44;78;57;0;6;0;0;0;0;0;1219
Wieringermeer-G0463;37;0;1436;1159;2166;0;287;0;0;138;100;0;0;94;63;57;20;0;51;0;0;0;0;0;1343
Wijchen-G0296;52;0;1406;1073;0;4602;470;122;114;57;611;13;0;20;45;68;58;0;0;0;0;0;0;0;3513
Wijdewormer-G0470;7;0;181;159;155;0;37;0;0;32;31;0;0;7;6;18;19;0;3;8;0;0;0;0;163
Wijhe-G0190;15;0;1055;507;0;892;70;557;235;11;230;31;0;31;26;21;20;0;0;0;0;0;0;0;506
Wijk bij Duurstede-G0352;19;0;0;904;0;853;0;250;105;46;120;35;1015;33;52;22;0;0;0;37;0;0;0;2;1271
Wijlre-G0991;22;0;237;226;982;0;112;0;0;13;65;0;0;0;7;20;8;0;0;36;0;0;13;0;568
Wijnandsrade-G0992;4;0;99;103;344;0;202;0;0;9;10;0;0;0;6;5;3;0;0;15;0;0;7;0;177
Wijngaarden-G0634;5;0;26;41;0;2;13;8;87;0;8;124;0;15;0;5;2;0;0;0;0;0;0;0;57
Willemstad-G0872;8;0;438;232;523;0;40;0;0;17;39;0;0;0;9;10;10;0;41;0;0;0;0;0;363
Willeskop-G0349;1;0;0;79;0;201;0;39;23;0;32;38;57;1;1;3;0;0;0;1;0;0;0;2;127
Wilnis-G0350;28;0;0;582;0;467;0;287;416;29;104;114;329;74;29;20;0;0;0;19;0;0;0;1;641
Winschoten-G0052;101;0;4561;1674;1879;0;244;0;0;1521;87;0;0;225;123;99;99;0;0;0;88;0;0;0;2868
Winsum-G0053;5;0;795;423;1030;0;149;0;0;15;11;0;0;107;22;19;29;0;0;0;6;0;0;0;279
Winterswijk-G0294;142;0;6135;3392;0;1737;450;866;1016;116;481;56;0;83;216;97;108;0;0;0;0;0;0;0;3450
Wisch-G0295;62;0;2053;1812;0;2171;347;1052;720;38;479;24;0;39;91;48;43;0;0;0;0;0;0;0;3250
Wissenkerke-G0727;7;0;333;241;0;13;35;428;415;11;35;136;0;76;12;4;12;0;0;0;0;0;0;0;385
Wittem-G0990;51;0;383;405;2081;0;128;0;0;42;158;0;0;0;15;31;16;0;0;57;0;0;22;0;1078
Woensdrecht-G0873;57;0;992;768;1216;0;143;0;0;31;418;0;0;14;39;25;34;0;8;0;0;0;0;0;1941
Woerden-G0632;41;0;2020;2489;0;1803;703;1451;1034;67;192;518;0;204;242;80;118;0;0;6;0;0;0;0;2966
Wognum-G0466;6;0;221;295;837;0;74;0;0;25;46;0;0;6;21;25;26;0;3;45;0;0;0;0;460
Wonseradeel-G0099;59;0;1439;678;2995;0;173;0;0;112;74;0;0;141;19;55;24;570;34;0;0;0;0;0;1279
Workum-G0100;16;0;307;177;1284;0;35;0;0;22;19;0;0;45;3;15;25;268;6;0;0;0;0;0;440
Wormer-G0467;12;0;1899;964;1295;0;586;0;0;608;112;0;0;77;107;154;69;0;48;39;0;0;0;0;1356
Woubrugge-G0633;9;0;275;440;0;450;105;283;199;16;75;61;0;19;34;26;21;0;0;2;0;0;0;0;501
Woudenberg-G0351;16;0;0;1103;0;124;0;943;318;31;143;503;948;134;71;23;0;0;0;4;0;0;0;9;1000
Woudrichem-G0874;33;0;1008;367;3553;0;77;0;0;59;93;0;0;199;14;23;15;0;332;0;0;0;0;0;1073
Wouw-G0875;37;0;559;647;1234;0;150;0;0;33;501;0;0;9;21;21;26;0;4;0;0;0;0;0;1704
Wymbritseradeel-G0101;7;0;603;470;3361;0;96;0;0;41;66;0;0;93;14;24;14;1155;36;0;0;0;0;0;1065
Zaanstad-G0479;264;0;22821;10056;11113;0;4479;0;0;9590;872;0;0;604;1022;1717;721;0;533;210;0;0;0;0;18723
Zaltbommel-G0297;13;0;1505;789;0;444;165;284;251;43;101;121;0;57;93;42;35;0;0;0;0;0;0;0;1346
Zandvoort-G0473;35;0;2515;3745;1333;0;424;0;0;296;214;0;0;41;268;125;136;0;17;85;0;0;0;0;2912
Zeeland-G0877;9;0;311;195;1508;0;64;0;0;6;157;0;0;3;14;23;21;0;0;0;0;0;0;0;874
Zeevang-G0478;7;0;926;776;255;0;157;0;0;86;136;0;0;11;38;68;39;0;5;8;0;0;0;0;582
Zegveld-G0354;4;0;0;148;0;140;0;176;169;4;23;89;82;46;8;6;0;0;0;6;0;0;0;0;208
Zeist-G0355;241;0;0;9532;0;2231;0;2843;2583;433;588;1251;9002;823;968;509;0;0;0;156;0;0;0;52;9355
Zelhem-G0298;49;0;1560;887;0;452;132;961;559;17;542;104;0;44;50;21;14;0;0;0;0;0;0;0;1688
Zevenaar-G0299;43;0;2348;2688;0;3822;869;398;281;100;687;31;0;114;141;120;202;0;0;0;0;0;0;0;3766
Zevenbergen-G0878;42;0;1056;849;2661;0;144;0;0;56;297;0;0;0;35;26;39;0;79;0;0;0;0;0;2041
Zevenhoven-G0635;11;0;141;217;0;326;33;95;92;6;48;19;0;11;13;3;9;0;0;0;0;0;0;0;264
Zevenhuizen-G0636;12;0;985;701;0;64;122;444;162;19;71;222;0;38;62;16;32;0;0;1;0;0;0;0;609
Zierikzee-G0732;31;0;1547;858;0;396;170;457;636;38;56;199;0;71;81;52;22;0;0;0;0;0;0;0;1179
Zijpe-G0476;22;0;1312;1012;990;0;166;0;0;116;160;0;0;21;80;61;69;0;11;0;0;0;0;0;1195
Zoelen-G0300;16;0;1048;592;0;47;67;242;82;15;144;96;0;9;40;10;5;0;0;0;0;0;0;0;624
Zoetermeer-G0637;70;0;5145;4761;0;1838;1301;834;1094;265;218;815;0;229;630;185;363;0;0;17;0;0;0;0;5809
Zoeterwoude-G0638;20;0;478;777;0;1348;251;172;120;32;75;35;0;18;67;46;30;0;0;5;0;0;0;0;923
Zuid-Beijerland-G0639;7;0;526;309;0;22;41;249;226;8;25;188;0;41;13;9;14;0;0;0;0;0;0;0;474
Zuidhorn-G0056;14;0;798;601;886;0;106;0;0;32;33;0;0;660;66;46;38;0;0;0;18;0;0;0;519
Zuidland-G0640;8;0;405;281;0;27;79;184;696;12;18;40;0;16;15;8;13;0;0;0;0;0;0;0;452
Zuidlaren-G0136;32;0;1582;1431;0;58;203;280;873;78;114;0;0;296;103;63;73;0;0;0;0;0;0;0;1357
