RegioNaam;@invalid;@blank;CDA;VVD;PvdA;D66;SGP;Communistische Partij van Nederland;Pacifistisch-Socialistische Partij (PSP);Politieke Partij Radikalen (PPR);PSP/CPN/PPR;PvdA/PPR;RPF/GPV;PSP/CPN;RFP;Gereformeerd Politiek Verbond (GPV);SP;RPF/SGP;PPR/PSP;Fryske Nasjonale Partij;SGP-GPV-RPF;Verontruste Provinciale Statengroep;Evangelische Volkspartij;RVP;Federoalistische Partij Gronneger Bond;GOD MET ONS;Lijst Heezen;Lijst Mormon;@abs
Sliedrecht-G0610;0;15;2123;1652;3221;823;2104;0;0;0;625;0;549;0;0;0;41;0.0;0;0;0;0;0;0;0;0;0;0;5039
Slochteren-G0040;45;18;1368;1619;2059;535;0;293;270;126;0;0;0;0;164;795;15;0.0;0;0;0;59;0;0;96;0;0;0;2656
Sloten (F)-G0089;0;0;168;43;38;10;0;1;0;0;0;0;0;0;0;3;0;15.0;1;102;0;0;1;0;0;0;0;0;59
Sluis-G0713;6;9;520;488;351;117;16;0;0;26;0;0;13;12;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;569
Smallingerland-G0090;114;42;8385;3289;7988;1562;0;937;0;0;0;0;0;0;0;983;0;954.0;1012;1290;0;0;508;0;0;0;0;0;6951
Smilde-G0131;18;4;1772;743;1312;291;0;64;0;0;0;0;0;0;104;118;9;0.0;166;0;0;0;0;0;0;0;0;0;1346
Sneek-G0091;56;24;5162;2305;3982;1037;0;317;0;0;0;0;0;0;0;102;0;284.0;595;797;0;0;161;0;0;0;0;0;5291
Snelrewaard-G0341;0;2;248;81;0;18;42;0;8;0;0;17;11;0;0;0;1;0.0;0;0;0;0;0;0;0;0;0;0;129
Soest-G0342;78;44;6457;7789;0;1705;294;189;537;0;0;2906;626;0;0;0;63;0.0;0;0;0;0;0;0;0;0;0;0;8256
Someren-G0847;44;43;5080;1045;551;402;0;21;116;127;0;0;0;0;0;0;14;0.0;0;0;19;0;0;0;0;0;0;0;3771
Son en Breugel-G0848;30;31;2922;2516;784;681;0;22;157;195;0;0;0;0;0;0;25;0.0;0;0;52;0;0;0;0;0;0;0;2398
Spijkenisse-G0612;0;127;3188;4271;5619;2307;333;0;0;0;1413;0;318;0;0;0;308;0.0;0;0;0;0;0;0;0;0;0;0;14619
Sprang-Capelle-G0849;25;19;1596;747;430;220;0;46;36;53;0;0;0;0;0;0;14;0.0;0;0;871;0;0;0;0;0;0;0;1765
Stad Delden-G0179;29;8;2011;1128;593;374;9;0;0;77;0;0;0;79;16;8;15;0.0;0;0;0;0;0;0;0;0;0;0;748
Stadskanaal-G0037;73;52;6092;1874;5175;885;0;732;291;280;0;0;0;0;1083;628;41;0.0;0;0;0;321;0;0;65;0;0;0;6936
Standdaarbuiten-G0850;7;6;796;211;241;124;0;8;12;8;0;0;0;0;0;0;2;0.0;0;0;9;0;0;0;0;0;0;0;487
Staphorst-G0180;33;27;1499;888;582;246;2559;0;0;47;0;0;0;33;676;650;13;0.0;0;0;0;0;0;0;0;0;0;0;883
Stavoren-G0092;0;1;224;76;84;33;0;0;0;0;0;0;0;0;0;5;0;26.0;16;68;0;0;7;0;0;0;0;0;127
Stede Broec-G0532;42;18;2951;1878;1425;784;0;308;326;217;0;0;0;0;0;16;14;56.0;0;0;0;0;0;32;0;0;0;0;3911
Stedum-G0041;1;4;508;120;278;39;0;31;43;31;0;0;0;0;33;66;2;0.0;0;0;0;10;0;0;35;0;0;0;188
Steenbergen-G0851;25;47;2424;1371;1304;408;0;83;100;68;0;0;0;0;0;0;8;0.0;0;0;38;0;0;0;0;0;0;0;4043
Steenderen-G0280;7;3;1607;413;365;183;15;0;0;39;0;0;0;27;24;4;1;0.0;0;0;0;0;0;0;0;0;0;0;532
Steenwijk-G0181;70;32;3771;2160;3250;886;39;0;0;343;0;0;0;300;256;178;11;0.0;0;0;0;0;0;0;0;0;0;0;4026
Stein-G0971;105;147;5980;1550;1827;912;0;117;226;201;0;0;0;0;0;0;66;18.0;0;0;0;0;0;0;0;88;0;0;7597
Stevensweert-G0972;2;9;768;81;55;22;0;4;9;6;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;3;0;0;213
Stolwijk-G0615;7;17;409;656;586;187;426;0;0;0;62;0;84;0;0;0;7;0.0;0;0;0;0;0;0;0;0;0;0;638
Stramproy-G0973;9;10;1401;254;221;151;0;10;59;25;0;0;0;0;0;0;8;0.0;0;0;0;0;0;0;0;0;0;0;1075
Streefkerk-G0616;5;10;358;274;250;82;293;0;0;0;27;0;40;0;0;0;1;0.0;0;0;0;0;0;0;0;0;0;0;272
Strijen-G0617;16;11;890;1218;1287;310;287;0;0;0;163;0;146;0;0;0;5;0.0;0;0;0;0;0;0;0;0;0;0;1372
Susteren-G0974;32;61;3438;867;764;515;0;63;92;135;0;0;0;0;0;0;26;9.0;0;0;0;0;0;0;0;27;0;0;3118
Swalmen-G0975;63;15;1695;595;675;299;0;22;78;54;0;0;0;0;0;0;18;3.0;0;0;0;0;0;0;0;23;0;0;2607
't Zandt-G0054;2;2;397;246;406;73;0;41;55;42;0;0;0;0;23;22;1;0.0;0;0;0;46;0;0;33;0;0;0;373
Tegelen-G0976;44;68;3872;1252;1455;545;0;65;212;90;0;0;0;0;0;0;31;26.0;0;0;0;0;0;0;0;0;0;0;4561
Ten Boer-G0009;5;6;1175;583;802;233;0;113;74;75;0;0;0;0;162;409;2;0.0;0;0;0;38;0;0;42;0;0;0;873
Ter Aar-G0480;26;14;2076;1073;368;280;132;0;0;0;147;0;66;0;0;0;9;0.0;0;0;0;0;0;0;0;0;0;0;1405
Terheijden-G0853;9;29;1834;784;675;487;0;52;144;116;0;0;0;0;0;0;9;0.0;0;0;13;0;0;0;0;0;0;0;1589
Termunten-G0042;29;8;596;321;802;125;0;392;80;54;0;0;0;0;82;19;5;0.0;0;0;0;23;0;0;84;0;0;0;747
Terneuzen-G0715;72;42;4510;3344;3518;1331;1095;0;0;402;0;0;980;378;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;8993
Terschelling-G0093;17;1;537;870;685;170;0;19;0;0;0;0;0;0;0;9;0;28.0;62;48;0;0;14;0;0;0;0;0;948
Teteringen-G0854;3;4;1384;900;313;236;0;29;62;51;0;0;0;0;0;0;8;0.0;0;0;23;0;0;0;0;0;0;0;800
Texel-G0448;46;16;2073;1934;1323;586;0;83;343;148;0;0;0;0;0;18;5;163.0;0;0;0;0;0;9;0;0;0;0;2143
Tholen-G0716;33;32;1817;1711;1929;544;2831;0;0;98;0;0;474;230;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;3623
Thorn-G0977;21;24;837;206;178;185;0;3;17;30;0;0;0;0;0;0;2;7.0;0;0;0;0;0;0;0;0;0;0;451
Tiel-G0281;0;35;3314;3047;4347;1072;220;0;0;379;0;0;0;385;94;107;28;0.0;0;0;0;0;0;0;0;0;0;0;7173
Tienhoven (ZH)-G0618;0;0;142;54;49;7;27;0;0;0;7;0;19;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;33
Tietjerksteradeel-G0094;32;11;6460;2338;3548;867;0;174;0;0;0;0;0;0;0;274;0;676.0;411;1085;0;0;236;0;0;0;0;0;4053
Tilburg-G0855;435;209;24486;12454;12542;5544;0;1701;3665;2229;0;0;0;0;0;0;1291;0.0;0;0;285;0;0;0;0;0;0;0;47602
Tubbergen-G0183;57;9;8180;918;489;343;17;0;0;70;0;0;0;64;18;16;26;0.0;0;0;0;0;0;0;0;0;0;0;1778
Ubbergen-G0282;32;13;2561;981;718;347;8;0;0;233;0;0;0;171;5;4;27;0.0;0;0;0;0;0;0;0;0;0;0;1966
Uden-G0856;61;31;7130;3542;1790;1051;0;104;357;209;0;0;0;0;0;0;284;0.0;0;0;66;0;0;0;0;0;0;0;7530
Udenhout-G0857;22;8;2339;687;445;205;0;14;52;78;0;0;0;0;0;0;11;0.0;0;0;4;0;0;0;0;0;0;0;1687
Uitgeest-G0450;21;14;1521;1319;847;565;0;320;189;147;0;0;0;0;0;21;10;13.0;0;0;0;0;0;22;0;0;0;0;1615
Uithoorn-G0451;64;14;3512;3947;1747;1121;0;185;350;438;0;0;0;0;0;18;19;133.0;0;0;0;0;0;15;0;0;0;0;2937
Ulrum-G0045;10;1;868;296;377;91;0;27;48;15;0;0;0;0;107;251;4;0.0;0;0;0;19;0;0;12;0;0;0;493
Urk-G0184;13;6;1723;167;32;19;1823;0;0;7;0;0;0;6;1100;247;4;0.0;0;0;0;0;0;0;0;0;0;0;892
Usquert-G0046;6;6;93;150;528;40;0;62;16;24;0;0;0;0;8;22;0;0.0;0;0;0;21;0;0;12;0;0;0;210
Utingeradeel-G0095;12;6;688;589;1231;203;0;63;0;0;0;0;0;0;0;3;0;65.0;102;331;0;0;25;0;0;0;0;0;568
Utrecht-G0344;409;369;27036;22500;0;10220;1133;5169;8103;0;0;31418;1883;0;0;0;1678;0.0;0;0;0;0;0;0;0;0;0;0;63321
Vaals-G0981;23;70;1944;706;773;230;0;56;100;51;0;0;0;0;0;0;18;0.0;0;0;0;0;0;0;0;61;0;0;2479
Valburg-G0283;8;13;2610;1164;781;388;428;0;0;143;0;0;0;138;94;20;17;0.0;0;0;0;0;0;0;0;0;0;0;2097
Valkenburg (ZH)-G0619;1;6;610;345;154;70;65;0;0;0;47;0;159;0;0;0;3;0.0;0;0;0;0;0;0;0;0;0;0;542
Valkenburg aan de Geul-G0994;28;54;4528;1742;873;519;0;51;226;110;0;0;0;0;0;0;43;0.0;0;0;0;0;0;0;0;88;0;0;4709
Valkenisse-G0720;9;7;1271;883;357;220;236;0;0;105;0;0;71;36;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;1076
Valkenswaard-G0858;85;103;5784;2576;1871;1180;0;62;282;314;0;0;0;0;0;0;69;0.0;0;0;60;0;0;0;0;0;0;0;6845
Veendam-G0047;71;28;2783;2593;5530;1057;0;716;315;211;0;0;0;0;327;130;167;0.0;0;0;0;189;0;0;378;0;0;0;5675
Veenendaal-G0345;0;22;6346;3980;0;1201;2562;122;300;0;0;2753;2463;0;0;0;44;0.0;0;0;0;0;0;0;0;0;0;0;7761
Veere-G0717;6;0;1263;576;177;163;259;0;0;108;0;0;190;28;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;576
Veghel-G0860;37;37;5816;2150;1323;799;0;76;255;193;0;0;0;0;0;0;111;0.0;0;0;55;0;0;0;0;0;0;0;5474
Veldhoven-G0861;50;112;6920;3369;1802;1418;0;98;449;552;0;0;0;0;0;0;99;0.0;0;0;127;0;0;0;0;0;0;0;9050
Velsen-G0453;213;52;7948;7595;7594;3019;0;1342;1238;919;0;0;0;0;0;192;55;631.0;0;0;0;0;0;65;0;0;0;0;13834
Venhuizen-G0454;0;38;1316;1129;614;295;0;61;142;63;0;0;0;0;0;1;8;8.0;0;0;0;0;0;3;0;0;0;0;1108
Venlo-G0983;93;122;12655;6183;3491;1992;0;274;584;623;0;0;0;0;0;0;183;93.0;0;0;0;0;0;0;0;0;0;0;18234
Venray-G0984;63;56;8206;2032;1718;1031;0;133;495;297;0;0;0;0;0;0;95;20.0;0;0;0;0;0;0;0;0;0;0;8540
Vessem, Wintelre en Knegsel-G0862;8;5;1619;365;135;113;0;9;32;28;0;0;0;0;0;0;4;0.0;0;0;2;0;0;0;0;0;0;0;833
Vianen-G0620;50;0;2021;1604;1542;741;211;0;0;0;471;0;69;0;0;0;22;0.0;0;0;0;0;0;0;0;0;0;0;2713
Vierlingsbeek-G0863;13;21;2917;437;274;221;0;12;121;49;0;0;0;0;0;0;7;0.0;0;0;13;0;0;0;0;0;0;0;1310
Vinkeveen en Waverveen-G0346;14;10;1767;1524;0;350;154;33;58;0;0;475;128;0;0;0;6;0.0;0;0;0;0;0;0;0;0;0;0;1468
Vlaardingen-G0622;213;15;8263;7458;10670;3737;1375;0;0;0;2688;0;1133;0;0;0;1281;0.0;0;0;0;0;0;0;0;0;0;0;19547
Vlagtwedde-G0048;32;55;3000;1244;2590;427;0;285;148;112;0;0;0;0;169;66;14;0.0;0;0;0;166;0;0;31;0;0;0;3940
Vledder-G0132;5;1;375;515;748;233;0;42;0;0;0;0;0;0;17;16;2;0.0;86;0;0;0;0;0;0;0;0;0;542
Vleuten-De Meern-G0347;37;7;3841;2900;0;710;114;78;199;0;0;1035;165;0;0;0;17;0.0;0;0;0;0;0;0;0;0;0;0;2276
Vlieland-G0096;4;1;86;248;198;59;0;8;0;0;0;0;0;0;0;0;0;2.0;21;8;0;0;3;0;0;0;0;0;120
Vlijmen-G0864;21;45;3139;1270;846;457;0;47;104;109;0;0;0;0;0;0;42;0.0;0;0;18;0;0;0;0;0;0;0;3423
Vlissingen-G0718;124;42;5238;4946;5636;1601;794;0;0;691;0;0;423;836;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;12934
Vlist-G0623;0;3;150;64;30;20;63;0;0;0;6;0;32;0;0;0;4;0.0;0;0;0;0;0;0;0;0;0;0;68
Vlodrop-G0985;5;12;533;294;120;75;0;7;20;9;0;0;0;0;0;0;4;0.0;0;0;0;0;0;0;0;3;0;0;500
Voerendaal-G0986;0;10;3281;1241;617;443;0;65;72;232;0;0;0;0;0;0;31;0.0;0;0;0;0;0;0;0;63;0;0;3420
Voorburg-G0624;121;93;6700;9497;3859;2330;163;0;0;0;1123;0;491;0;0;0;96;0.0;0;0;0;0;0;0;0;0;0;0;8660
Voorhout-G0625;28;14;1738;1107;330;253;17;0;0;0;182;0;27;0;0;0;5;0.0;0;0;0;0;0;0;0;0;0;0;936
Voorschoten-G0626;66;20;3524;4734;1586;1173;121;0;0;0;564;0;176;0;0;0;43;0.0;0;0;0;0;0;0;0;0;0;0;3327
Voorst-G0285;55;14;5190;2866;2449;1076;229;0;0;253;0;0;0;258;111;22;17;0.0;0;0;0;0;0;0;0;0;0;0;3514
Vorden-G0286;8;7;1836;1077;788;377;23;0;0;57;0;0;0;46;81;16;11;0.0;0;0;0;0;0;0;0;0;0;0;1070
Vries-G0133;18;17;678;1962;1725;513;0;91;0;0;0;0;0;0;59;97;10;0.0;265;0;0;0;0;0;0;0;0;0;1387
Vriezenveen-G0186;61;7;4271;952;1568;471;458;0;0;69;0;0;0;79;982;69;18;0.0;0;0;0;0;0;0;0;0;0;0;2830
Vught-G0865;30;72;4831;3028;1471;1044;0;128;262;258;0;0;0;0;0;0;87;0.0;0;0;70;0;0;0;0;0;0;0;5835
Vuren-G0287;8;3;521;353;438;145;34;0;0;25;0;0;0;35;40;4;2;0.0;0;0;0;0;0;0;0;0;0;0;365
Waalre-G0866;35;59;3135;2505;846;792;0;31;192;170;0;0;0;0;0;0;11;0.0;0;0;22;0;0;0;0;0;0;0;2406
Waalwijk-G0867;66;51;5159;2884;1828;1079;0;204;262;330;0;0;0;0;0;0;50;0.0;0;0;231;0;0;0;0;0;0;0;7516
Waddinxveen-G0627;21;33;3016;2723;1878;965;1225;0;0;0;433;0;606;0;0;0;21;0.0;0;0;0;0;0;0;0;0;0;0;3689
Wageningen-G0289;66;47;4061;3487;4125;2047;471;0;0;1334;0;0;0;1843;338;134;468;0.0;0;0;0;0;0;0;0;0;0;0;5814
Wamel-G0290;15;21;2615;853;680;335;12;0;0;55;0;0;0;78;14;2;24;0.0;0;0;0;0;0;0;0;0;0;0;2164
Wanroij-G0868;8;0;1972;235;135;110;0;6;38;33;0;0;0;0;0;0;3;0.0;0;0;3;0;0;0;0;0;0;0;636
Warffum-G0049;8;1;334;274;543;71;0;40;47;35;0;0;0;0;25;38;0;0.0;0;0;0;12;0;0;10;0;0;0;318
Warmenhuizen-G0456;24;4;912;517;253;150;0;46;86;48;0;0;0;0;0;4;1;9.0;0;0;0;0;0;4;0;0;0;0;686
Warmond-G0628;22;6;1138;778;309;231;28;0;0;0;144;0;21;0;0;0;5;0.0;0;0;0;0;0;0;0;0;0;0;994
Warnsveld-G0291;17;7;1449;1218;832;412;10;0;0;120;0;0;0;129;54;31;18;0.0;0;0;0;0;0;0;0;0;0;0;1427
Waspik-G0869;3;17;1206;317;373;140;0;16;31;38;0;0;0;0;0;0;8;0.0;0;0;45;0;0;0;0;0;0;0;898
Wassenaar-G0629;0;5;4376;7853;1383;1023;133;0;0;0;309;0;136;0;0;0;18;0.0;0;0;0;0;0;0;0;0;0;0;3916
Wateringen-G0630;0;8;3409;1944;670;408;26;0;0;0;220;0;74;0;0;0;20;0.0;0;0;0;0;0;0;0;0;0;0;2770
Weerselo-G0188;25;14;4258;480;196;176;4;0;0;50;0;0;0;49;8;0;9;0.0;0;0;0;0;0;0;0;0;0;0;708
Weert-G0988;121;120;8656;3102;2458;1295;0;106;304;220;0;0;0;0;0;0;65;51.0;0;0;0;0;0;0;0;0;0;0;10782
Weesp-G0457;64;16;2192;2446;1876;1012;0;225;375;265;0;0;0;0;0;49;18;164.0;0;0;0;0;0;18;0;0;0;0;3923
Wehl-G0292;14;5;1802;381;280;186;0;0;0;54;0;0;0;54;4;1;3;0.0;0;0;0;0;0;0;0;0;0;0;1622
Werkendam-G0870;14;33;3222;1229;1260;406;0;54;123;115;0;0;0;0;0;0;10;0.0;0;0;1707;0;0;0;0;0;0;0;3492
Wervershoof-G0459;10;7;2118;599;361;208;0;57;99;68;0;0;0;0;0;4;5;12.0;0;0;0;0;0;17;0;0;0;0;1379
Wessem-G0989;4;8;537;168;94;52;0;5;21;13;0;0;0;0;0;0;3;4.0;0;0;0;0;0;0;0;0;0;0;710
Westdongeradeel-G0097;7;11;1768;435;576;108;0;69;0;0;0;0;0;0;0;79;0;162.0;66;161;0;0;57;0;0;0;0;0;715
Westerbork-G0134;5;6;1002;1176;1434;362;0;38;0;0;0;0;0;0;83;38;3;0.0;142;0;0;0;0;0;0;0;0;0;943
Westerhoven-G0871;4;4;566;110;80;54;0;7;23;20;0;0;0;0;0;0;2;0.0;0;0;2;0;0;0;0;0;0;0;268
Wester-Koggenland-G0558;69;0;2738;1710;914;519;0;131;214;122;0;0;0;0;0;7;11;26.0;0;0;0;0;0;15;0;0;0;0;1896
Westerschouwen-G0725;7;6;708;1089;618;224;156;0;0;42;0;0;84;33;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;858
Westervoort-G0293;11;6;1570;812;808;439;11;0;0;167;0;0;0;118;27;10;21;0.0;0;0;0;0;0;0;0;0;0;0;1592
Westkapelle-G0726;4;2;413;320;440;69;241;0;0;27;0;0;46;26;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;338
Westmaas-G0631;4;3;350;363;229;107;59;0;0;0;39;0;11;0;0;0;3;0.0;0;0;0;0;0;0;0;0;0;0;305
Weststellingwerf-G0098;25;66;3439;2585;4398;1229;0;401;0;0;0;0;0;0;0;43;0;274.0;476;168;0;0;58;0;0;0;0;0;4628
Westvoorne-G0614;35;17;1308;2791;1625;610;65;0;0;0;275;0;101;0;0;0;51;0.0;0;0;0;0;0;0;0;0;0;0;2697
Wierden-G0189;38;40;7159;1690;1103;701;534;0;0;147;0;0;0;83;845;46;16;0.0;0;0;0;0;0;0;0;0;0;0;2083
Wieringen-G0462;17;25;680;1266;1332;392;0;274;131;51;0;0;0;0;0;24;11;42.0;0;0;0;0;0;14;0;0;0;0;1677
Wieringermeer-G0463;18;27;2397;1524;1171;482;0;131;147;122;0;0;0;0;0;45;8;133.0;0;0;0;0;0;9;0;0;0;0;1930
Wijchen-G0296;52;37;5810;1863;1643;1015;17;0;0;277;0;0;0;346;21;13;176;0.0;0;0;0;0;0;0;0;0;0;0;5402
Wijdewormer-G0470;5;0;222;199;112;87;0;22;34;15;0;0;0;0;0;0;9;14.0;0;0;0;0;0;1;0;0;0;0;194
Wijhe-G0190;14;9;1991;683;985;269;22;0;0;59;0;0;0;69;81;31;3;0.0;0;0;0;0;0;0;0;0;0;0;899
Wijk bij Duurstede-G0352;37;7;1766;1718;0;642;42;87;199;0;0;1179;122;0;0;0;15;0.0;0;0;0;0;0;0;0;0;0;0;2252
Wijngaarden-G0634;1;3;151;37;11;26;105;0;0;0;7;0;23;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;83
Willemstad-G0872;0;10;624;423;408;126;0;20;21;16;0;0;0;0;0;0;2;0.0;0;0;64;0;0;0;0;0;0;0;572
Willeskop-G0349;0;1;258;90;0;26;57;1;2;0;0;35;6;0;0;0;2;0.0;0;0;0;0;0;0;0;0;0;0;171
Wilnis-G0350;10;11;1277;803;0;160;120;22;57;0;0;222;184;0;0;0;1;0.0;0;0;0;0;0;0;0;0;0;0;691
Winschoten-G0052;53;50;1886;1803;4403;733;0;1380;312;158;0;0;0;0;247;115;28;0.0;0;0;0;242;0;0;89;0;0;0;4031
Winsum-G0053;4;6;1149;519;858;215;0;48;118;132;0;0;0;0;62;135;3;0.0;0;0;0;23;0;0;11;0;0;0;633
Winterswijk-G0294;71;69;4130;3740;4530;1890;31;0;0;297;0;0;0;288;155;42;42;0.0;0;0;0;0;0;0;0;0;0;0;4587
Wisch-G0295;29;29;4312;2042;1452;752;31;0;0;215;0;0;0;259;77;19;29;0.0;0;0;0;0;0;0;0;0;0;0;4811
Wissenkerke-G0727;1;2;770;342;322;107;167;0;0;35;0;0;69;24;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;515
Wittem-G0990;14;44;2481;505;497;158;0;24;67;76;0;0;0;0;0;0;14;0.0;0;0;0;0;0;0;0;54;0;0;1118
Woensdrecht-G0873;36;14;1703;1040;804;337;0;54;50;91;0;0;0;0;0;0;8;0.0;0;0;18;0;0;0;0;0;0;0;2745
Woerden-G0632;68;18;4718;3135;1741;970;518;0;0;0;547;0;344;0;0;0;133;0.0;0;0;0;0;0;0;0;0;0;0;4494
Wognum-G0466;10;10;1769;748;367;267;0;53;81;40;0;0;0;0;0;5;17;7.0;0;0;0;0;0;10;0;0;0;0;1191
Wonseradeel-G0099;20;25;3038;1013;1429;285;0;101;0;0;0;0;0;0;0;66;0;102.0;181;363;0;0;72;0;0;0;0;0;1401
Workum-G0100;6;6;1271;360;339;96;0;4;0;0;0;0;0;0;0;10;0;83.0;80;224;0;0;53;0;0;0;0;0;566
Wormer-G0467;28;10;1445;1063;1424;569;0;608;395;222;0;0;0;0;0;16;6;157.0;0;0;0;0;0;11;0;0;0;0;1716
Woubrugge-G0633;12;3;1003;622;248;231;64;0;0;0;115;0;44;0;0;0;9;0.0;0;0;0;0;0;0;0;0;0;0;822
Woudenberg-G0351;11;13;1507;1310;0;295;615;54;100;0;0;595;372;0;0;0;13;0.0;0;0;0;0;0;0;0;0;0;0;1167
Woudrichem-G0874;31;7;2639;975;924;249;0;27;106;66;0;0;0;0;0;0;11;0.0;0;0;1132;0;0;0;0;0;0;0;2508
Wouw-G0875;6;31;1782;785;616;247;0;15;35;39;0;0;0;0;0;0;8;0.0;0;0;13;0;0;0;0;0;0;0;2302
Wymbritseradeel-G0101;21;7;3749;920;689;282;0;31;0;0;0;0;0;0;0;36;0;131.0;145;736;0;0;73;0;0;0;0;0;1297
Zaanstad-G0479;186;156;11853;12075;16334;6006;0;8067;3467;1658;0;0;0;0;0;336;150;1196.0;0;0;0;0;0;130;0;0;0;0;28763
Zaltbommel-G0297;11;11;1183;882;1321;414;110;0;0;98;0;0;0;167;49;36;24;0.0;0;0;0;0;0;0;0;0;0;0;1812
Zandvoort-G0473;40;11;1354;4208;1586;656;0;179;188;128;0;0;0;0;0;14;13;38.0;0;0;0;0;0;26;0;0;0;0;4124
Zeeland-G0877;8;10;2050;235;165;127;0;6;57;34;0;0;0;0;0;0;26;0.0;0;0;2;0;0;0;0;0;0;0;1029
Zeevang-G0478;29;5;395;1080;700;332;0;97;137;87;0;0;0;0;0;4;8;7.0;0;0;0;0;0;5;0;0;0;0;937
Zegveld-G0354;8;3;395;173;0;56;126;1;6;0;0;54;267;0;0;0;1;0.0;0;0;0;0;0;0;0;0;0;0;207
Zeist-G0355;129;96;8354;10756;0;3173;1302;501;1047;0;0;5777;1251;0;0;0;134;0.0;0;0;0;0;0;0;0;0;0;0;13222
Zelhem-G0298;15;13;2374;1083;1175;523;113;0;0;113;0;0;0;59;98;12;11;0.0;0;0;0;0;0;0;0;0;0;0;2261
Zevenaar-G0299;34;37;5323;3191;1971;1331;16;0;0;362;0;0;0;430;68;64;37;0.0;0;0;0;0;0;0;0;0;0;0;5278
Zevenbergen-G0878;31;25;3027;1505;1134;632;0;94;104;148;0;0;0;0;0;0;12;0.0;0;0;158;0;0;0;0;0;0;0;3640
Zevenhoven-G0635;4;0;653;258;99;61;31;0;0;0;34;0;52;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;373
Zevenhuizen-G0636;13;8;818;938;730;230;238;0;0;0;85;0;84;0;0;0;6;0.0;0;0;0;0;0;0;0;0;0;0;938
Zierikzee-G0732;27;12;1380;1088;1465;428;276;0;0;99;0;0;223;166;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;1730
Zijpe-G0476;50;3;1296;1283;1027;369;0;105;128;76;0;0;0;0;0;10;1;17.0;0;0;0;0;0;19;0;0;0;0;1633
Zoetermeer-G0637;130;89;7456;9397;7077;3957;909;0;0;0;1767;0;810;0;0;0;354;0.0;0;0;0;0;0;0;0;0;0;0;17401
Zoeterwoude-G0638;24;9;1753;978;436;355;47;0;0;0;202;0;30;0;0;0;14;0.0;0;0;0;0;0;0;0;0;0;0;1376
Zuid-Beijerland-G0639;3;11;566;414;455;108;200;0;0;0;66;0;13;0;0;0;5;0.0;0;0;0;0;0;0;0;0;0;0;591
Zuidhorn-G0056;11;8;1035;725;776;292;0;33;51;110;0;0;0;0;109;811;5;0.0;0;0;0;44;0;0;22;0;0;0;674
Zuidlaren-G0136;25;14;1199;1663;1322;494;0;75;0;0;0;0;0;0;108;289;10;0.0;213;0;0;0;0;0;0;0;0;0;1772
Zuidwolde-G0137;13;2;1801;1430;896;487;0;27;0;0;0;0;0;0;95;129;9;0.0;99;0;0;0;0;0;0;0;0;0;1344
Zundert-G0879;33;81;3130;1098;591;329;0;21;89;61;0;0;0;0;0;0;11;0.0;0;0;8;0;0;0;0;0;0;0;3831
Zutphen-G0301;58;42;3515;3284;5507;1767;49;0;0;548;0;0;0;1031;178;133;67;0.0;0;0;0;0;0;0;0;0;0;0;6486
Zwartsluis-G0192;5;9;1169;323;442;116;101;0;0;31;0;0;0;43;130;66;5;0.0;0;0;0;0;0;0;0;0;0;0;569
Zweeloo-G0138;3;7;413;589;498;130;0;12;0;0;0;0;0;0;24;13;4;0.0;58;0;0;0;0;0;0;0;0;0;261
Zwijndrecht-G0642;66;33;5152;4506;4012;1617;894;0;0;0;1001;0;1032;0;0;0;40;0.0;0;0;0;0;0;0;0;0;0;0;9388
Zwolle-G0193;0;81;13871;8777;11161;4304;681;0;0;1452;0;0;0;1744;1475;1483;376;0.0;0;0;0;0;0;0;0;0;0;0;16151
