RegioNaam;@invalid;@blank;CDA;PvdA;VVD;D66;SGP;PvdA/PPR;Communistische Partij van Nederland;Politieke Partij Radikalen (PPR);Pacifistisch-Socialistische Partij (PSP);Gereformeerd Politiek Verbond (GPV);Boeren Partij;Reformatorische Politieke Federatie (RPF);Fryske Nasjonale Partij;Democratisch Socialisten '70;SGP/RPF;Conservatieve Volkspartij;Lijst de Boer;Gronneger Bond;Internationale Kommunistenbond;Christen Democraten Unie;Lijst Wartena;Lijst Hofman;@abs
Maurik-G0264;4;5;858;1646;667;89;74.0;0;7;32;12;6;45;9;0;0;0;3.0;0;0;0;0;0;0;504
Medemblik-G0420;11;14;1396;1163;465;146;13.0;0;181;39;31;14;11;18;0;12;0;0.0;0;0;0;0;0;0;795
Meeden-G0026;2;9;270;636;83;20;0.0;0;25;10;11;21;2;9;0;0;0;0.0;0;18;0;0;0;0;109
Meerkerk-G0557;6;0;595;447;373;55;162.0;0;6;5;10;8;58;7;0;0;0;0.0;0;0;0;0;0;0;239
Meerlo-Wanssum-G0993;19;15;2378;598;370;90;0.0;0;0;49;20;0;0;0;0;0;0;0.0;0;0;0;0;0;0;805
Meerssen-G0938;23;21;2455;1351;505;116;0.0;0;48;75;41;0;0;0;0;0;0;13.0;0;0;0;0;0;0;1457
Megen, Haren en Macharen-G0813;2;6;1041;282;121;49;0.0;0;3;19;20;0;10;0;0;0;0;1.0;0;0;0;0;0;0;319
Meijel-G0941;4;18;1782;307;160;30;0.0;0;5;67;22;0;0;0;0;0;0;0.0;0;0;0;0;0;0;900
Melick en Herkenbosch-G0939;11;24;1486;873;1010;108;0.0;0;8;42;21;0;0;0;0;0;0;5.0;0;0;0;0;0;0;760
Menaldumadeel-G0083;12;23;2743;2902;1007;259;0.0;0;19;63;56;41;0;0;479;0;46;0.0;0;0;0;0;15;0;792
Meppel-G0119;67;24;3677;5606;2347;565;0.0;0;42;114;96;259;0;84;0;0;0;0.0;46;0;0;0;0;0;2297
Merkelbeek-G0940;6;12;618;268;74;17;0.0;0;16;19;4;0;0;0;0;0;0;2.0;0;0;0;0;0;0;230
Mheer-G0942;0;1;638;206;116;23;0.0;0;0;13;7;0;0;0;0;0;0;5.0;0;0;0;0;0;0;212
Middelburg-G0687;56;11;6070;6471;3154;1071;1706.0;0;72;648;177;374;45;0;0;0;0;8.0;0;0;0;0;0;0;5498
Middelharnis-G0559;31;26;1861;2947;1215;287;2003.0;0;24;84;56;49;38;80;0;0;0;28.0;0;0;0;0;0;0;1704
Middelstum-G0027;9;9;865;487;154;47;0.0;0;17;15;17;101;4;76;0;0;0;0.0;0;7;0;0;0;0;176
Middenschouwen-G0688;6;5;517;364;253;42;145.0;0;1;12;3;29;15;0;0;0;0;0.0;0;0;0;0;0;0;258
Midwolda-G0028;12;6;1042;995;180;42;0.0;0;122;25;27;8;1;111;0;0;0;0.0;0;12;0;0;0;0;362
Midwoud-G0422;8;0;123;514;386;90;2.0;0;17;12;25;0;3;0;0;1;0;0.0;0;0;0;0;0;0;206
Mierlo-G0814;18;8;2540;1007;775;200;0.0;0;8;62;18;1;36;0;0;0;0;1.0;0;0;0;2;0;0;1126
Mijdrecht-G0336;20;16;2998;0;1458;354;107.0;1174;14;0;46;65;35;95;0;18;0;1.0;0;0;0;0;0;0;1333
Mijnsheerenland-G0564;8;3;610;541;711;126;101.0;0;2;12;20;17;11;8;0;0;0;1.0;0;0;0;0;0;0;412
Mill en Sint Hubert-G0815;24;17;3586;1062;383;84;0.0;0;11;59;38;4;53;0;0;0;0;12.0;0;0;0;1;0;0;1344
Millingen aan de Rijn-G0265;9;14;1116;1273;176;89;1.0;0;8;50;14;0;9;0;0;0;0;3.0;0;0;0;0;0;0;677
Moergestel-G0816;14;4;1849;510;362;81;1.0;0;3;25;21;1;16;0;0;0;0;0.0;0;0;0;1;0;0;573
Moerkapelle-G0560;5;1;376;325;251;70;436.0;0;5;6;5;14;3;10;0;0;0;0.0;0;0;0;0;0;0;216
Molenaarsgraaf-G0561;7;1;174;96;86;26;121.0;0;0;5;5;4;4;1;0;0;0;0.0;0;0;0;0;0;0;79
Monnickendam-G0423;15;8;1330;1628;1038;440;7.0;0;99;154;60;11;16;7;0;19;0;0.0;0;0;0;0;0;0;961
Monster-G0562;60;18;4799;1751;2011;336;605.0;0;19;64;31;142;40;41;0;0;0;2.0;0;0;0;0;0;0;2443
Montfoort-G0335;3;11;1048;0;365;118;124.0;412;2;0;13;2;4;4;0;2;0;4.0;0;0;0;0;0;0;452
Montfort-G0943;14;20;795;364;315;37;0.0;0;7;12;14;0;0;0;0;0;0;4.0;0;0;0;0;0;0;485
Mook en Middelaar-G0944;14;7;1519;633;692;209;0.0;0;8;60;66;0;0;0;0;0;0;0.0;0;0;0;0;0;0;631
Moordrecht-G0563;27;0;820;1073;605;211;236.0;0;14;60;31;21;16;18;0;0;0;2.0;0;0;0;0;0;0;808
Muiden-G0424;0;9;1196;1139;931;497;32.0;0;25;47;26;12;11;5;0;12;0;0.0;0;0;2;0;0;0;679
Munstergeleen-G0945;8;13;1680;667;348;63;0.0;0;24;73;19;0;0;0;0;0;0;2.0;0;0;0;0;0;0;398
Muntendam-G0029;9;9;254;1758;250;82;0.0;0;219;9;24;16;8;33;0;0;0;0.0;0;33;0;0;0;0;490
Naaldwijk-G0565;66;15;7262;2125;2893;474;186.0;0;23;168;61;57;53;33;0;0;0;5.0;0;0;0;0;0;0;2840
Naarden-G0425;40;16;2502;2197;4047;856;139.0;0;65;118;124;40;43;33;0;26;0;0.0;0;0;0;0;0;0;1858
Nederhorst den Berg-G0426;14;14;1057;705;630;185;11.0;0;29;40;19;25;10;5;0;3;0;0.0;0;0;0;0;0;0;485
Nederweert-G0946;34;36;5412;1173;514;110;0.0;0;13;54;51;0;0;0;0;0;0;0.0;0;0;0;0;0;0;1766
Neede-G0266;10;13;2269;2790;996;235;4.0;0;11;57;32;68;44;33;0;0;0;5.0;0;0;0;0;0;0;950
Neer-G0947;5;2;1129;270;172;49;0.0;0;1;22;21;0;0;0;0;0;0;0.0;0;0;0;0;0;0;656
Neerijnen-G0304;27;5;1592;2219;925;171;633.0;0;11;61;35;27;43;14;0;0;0;3.0;0;0;0;0;0;0;873
Nibbixwoud-G0427;1;10;765;314;311;48;0.0;0;13;15;26;0;5;1;0;1;0;0.0;0;0;0;0;0;0;279
Niedorp-G0412;14;18;1303;1501;866;224;2.0;0;75;52;81;3;19;4;0;18;0;0.0;0;0;0;0;0;0;801
Nieuw-Beijerland-G0566;4;2;283;501;365;81;342.0;0;8;7;10;15;10;8;0;0;0;1.0;0;0;0;0;0;0;273
Nieuwe Pekela-G0030;8;10;902;1319;400;60;0.0;0;261;11;26;22;14;135;0;0;0;0.0;0;36;0;0;0;0;529
Nieuwegein-G0356;46;18;5145;0;3018;1144;308.0;4884;92;0;176;84;47;16;0;35;0;3.0;0;0;0;0;0;0;3880
Nieuwenhagen-G0948;46;18;2221;1897;485;143;0.0;0;153;94;61;0;0;0;0;0;0;0.0;0;0;0;0;0;0;1617
Nieuwerkerk aan den IJssel-G0567;20;11;1628;1784;1354;334;499.0;0;22;53;26;37;32;90;0;0;0;1.0;0;0;0;0;0;0;1173
Nieuweschans-G0031;11;5;89;644;91;22;0.0;0;330;9;7;4;3;0;0;0;0;0.0;0;5;0;0;0;0;112
Nieuw-Ginneken-G0817;16;27;2999;1069;1244;275;3.0;0;7;56;28;3;48;0;0;0;0;13.0;0;0;0;0;0;0;1020
Nieuwkoop-G0569;11;5;2036;952;1164;262;135.0;0;14;89;43;4;20;41;0;0;0;2.0;0;0;0;0;0;0;964
Nieuwland-G0570;2;0;174;73;68;5;88.0;0;3;0;0;6;13;0;0;0;0;0.0;0;0;0;0;0;0;57
Nieuw-Lekkerland-G0571;26;0;868;1435;367;195;1047.0;0;24;44;15;94;11;19;0;0;0;0.0;0;0;0;0;0;0;639
Nieuwleusen-G0170;6;3;1999;846;543;114;160.0;0;7;34;17;154;55;19;0;0;0;115.0;0;0;0;0;0;0;754
Nieuwolda-G0032;8;0;264;530;157;19;0.0;0;21;6;12;7;3;5;0;0;0;0.0;0;0;0;0;0;0;134
Nieuwpoort-G0572;6;0;198;176;93;23;123.0;0;3;2;2;20;21;10;0;0;0;0.0;0;0;0;0;0;0;94
Nieuwstadt-G0949;6;11;916;533;168;58;0.0;0;7;32;8;0;0;0;0;0;0;0.0;0;0;0;0;0;0;412
Nieuwveen-G0573;4;9;791;204;278;45;45.0;0;3;25;8;4;4;7;0;0;0;0.0;0;0;0;0;0;0;482
Nieuw-Vossemeer-G0818;3;1;537;546;107;24;1.0;0;2;18;6;0;7;0;0;0;0;0.0;0;0;0;1;0;0;258
Nigtevecht-G0337;3;2;276;0;143;65;5.0;190;3;0;3;1;4;0;0;2;0;0.0;0;0;0;0;0;0;117
Nijeveen-G0121;12;2;738;398;320;76;0.0;0;3;9;9;20;0;8;0;0;0;0.0;29;0;0;0;0;0;147
Nijkerk-G0267;29;14;5890;2765;1707;389;998.0;0;16;162;38;184;90;167;0;0;0;11.0;0;0;0;0;0;0;2333
Nijmegen-G0268;324;130;27822;29673;8760;4540;87.0;0;738;2726;4121;142;341;52;0;0;0;29.0;0;0;115;0;0;0;28078
Nistelrode-G0819;15;6;2268;646;200;60;0.0;0;6;36;20;1;39;0;0;0;0;1.0;0;0;0;1;0;0;773
Noorbeek-G0950;2;10;432;106;67;10;0.0;0;2;15;7;0;0;0;0;0;0;0.0;0;0;0;0;0;0;96
Noordeloos-G0574;0;1;310;121;148;24;175.0;0;1;8;1;6;31;10;0;0;0;0.0;0;0;0;0;0;0;100
Noordoostpolder-G0171;38;12;9639;5174;3203;934;362.0;0;131;198;132;433;52;346;0;0;0;10.0;0;0;0;0;0;0;2958
Noordwijk-G0575;34;49;4743;2825;2831;546;140.0;0;63;410;146;67;66;16;0;0;0;1.0;0;0;5;0;0;0;3986
Noordwijkerhout-G0576;41;16;3707;1289;1559;414;25.0;0;51;92;146;15;115;8;0;0;0;3.0;0;0;5;0;0;0;1644
Nootdorp-G0577;13;0;1654;537;757;214;28.0;0;12;36;27;19;15;10;0;0;0;3.0;0;0;0;0;0;0;728
Norg-G0120;5;15;658;1365;1090;257;0.0;0;14;29;25;43;0;9;0;0;0;0.0;140;0;0;0;0;0;562
Nuenen, Gerwen en Nederwetten-G0820;15;15;4277;1698;1544;611;0.0;0;23;170;65;28;42;0;0;0;0;1.0;0;0;0;3;0;0;2001
Nuland-G0821;7;5;1372;320;112;33;0.0;0;3;15;18;0;18;0;0;0;0;2.0;0;0;0;1;0;0;533
Numansdorp-G0578;9;12;959;2040;831;242;266.0;0;10;32;23;23;21;23;0;0;0;1.0;0;0;0;0;0;0;738
Nunspeet-G0302;35;4;4351;1509;2135;377;2722.0;0;25;108;27;95;160;811;0;0;0;6.0;0;0;0;0;0;0;1971
Nuth-G0951;18;18;2994;1256;380;87;0.0;0;27;134;32;0;0;0;0;0;0;2.0;0;0;0;0;0;0;442
Obbicht en Papenhoven-G0952;2;11;859;395;67;22;0.0;0;13;23;14;0;0;0;0;0;0;3.0;0;0;0;0;0;0;275
Obdam-G0429;23;1;1299;374;301;106;0.0;0;13;44;20;0;13;0;0;5;0;0.0;0;0;0;0;0;0;355
Odoorn-G0122;25;19;1504;3824;1515;219;0.0;0;119;49;39;93;0;79;0;0;0;0.0;23;0;0;0;0;0;1261
Oeffelt-G0822;2;3;764;229;66;29;0.0;0;6;10;8;0;13;0;0;0;0;3.0;0;0;0;0;0;0;259
Oegstgeest-G0579;45;13;2851;1510;3187;923;62.0;0;39;211;143;77;28;25;0;0;0;1.0;0;0;3;0;0;0;1816
Ohé en Laak-G0953;1;3;358;47;45;6;0.0;0;3;4;6;0;0;0;0;0;0;0.0;0;0;0;0;0;0;89
Oirsbeek-G0954;9;8;1619;610;280;81;0.0;0;18;47;20;0;0;0;0;0;0;1.0;0;0;0;0;0;0;466
Oirschot-G0823;18;12;3684;1005;523;128;0.0;0;2;62;18;3;47;0;0;0;0;8.0;0;0;3;6;0;0;1242
Oisterwijk-G0824;56;7;3820;2703;1661;319;9.0;0;45;98;58;6;50;0;0;0;0;5.0;0;0;0;3;0;0;1862
Oldebroek-G0269;36;11;3568;2247;844;192;1873.0;0;7;69;15;164;86;1181;0;0;0;6.0;0;0;0;0;0;0;2069
Oldehove-G0035;4;1;558;365;253;26;0.0;0;7;21;14;174;1;10;0;0;0;0.0;0;2;0;0;0;0;135
Oldekerk-G0036;6;1;654;277;240;31;0.0;0;5;3;13;60;9;6;0;0;0;0.0;0;0;0;0;0;0;125
Oldenzaal-G0173;50;17;8415;3943;1683;729;9.0;0;39;165;101;57;53;9;0;0;0;5.0;0;0;0;0;0;0;2570
Olst-G0174;31;7;1959;1977;1045;273;22.0;0;15;51;24;4;24;5;0;0;0;0.0;0;0;0;0;0;0;629
Ommen-G0175;27;9;5780;1518;1253;255;89.0;0;10;97;26;784;52;46;0;0;0;8.0;0;0;0;0;0;0;1092
Oost-, West- en Middelbeers-G0825;12;6;1627;277;229;71;2.0;0;1;29;12;2;20;0;0;0;0;0.0;0;0;0;0;0;0;462
Oostburg-G0692;49;39;3134;3987;2715;268;164.0;0;38;330;65;61;55;0;0;0;0;7.0;0;0;0;0;0;0;2275
Oostdongeradeel-G0084;5;5;2881;423;253;36;0.0;0;10;29;21;45;0;0;107;0;55;0.0;0;0;0;0;0;0;322
Oosterbroek-G0033;22;14;363;1671;426;87;0.0;0;118;13;49;72;14;4;0;0;0;0.0;0;50;0;0;0;0;680
Oosterhesselen-G0123;10;6;785;1102;608;104;0.0;0;27;16;14;99;0;26;0;0;0;0.0;7;0;0;0;0;0;372
Oosterhout-G0826;102;67;8512;7363;3308;1134;22.0;0;47;296;132;21;164;0;0;0;0;23.0;0;0;0;12;0;0;6485
Oostflakkee-G0580;25;4;1695;2095;627;174;699.0;0;12;33;27;31;22;53;0;0;0;10.0;0;0;0;0;0;0;899
Ooststellingwerf-G0085;50;58;3731;5907;1928;469;0.0;0;287;153;250;222;0;0;170;0;122;0.0;0;0;0;0;4;0;2404
Oostvoorne-G0581;9;10;773;1494;1569;234;52.0;0;30;36;40;3;23;13;0;0;0;0.0;0;0;0;0;0;0;644
Oostzaan-G0431;7;7;493;1672;816;258;43.0;0;318;45;88;11;18;32;0;21;0;0.0;0;0;0;0;0;4;729
Ootmarsum-G0176;7;0;1685;297;275;61;0.0;0;0;21;10;0;4;1;0;0;0;0.0;0;0;0;0;0;0;243
Oploo, Sint Anthonis en Ledeacker-G0827;6;8;3068;405;181;66;0.0;0;3;30;65;2;21;0;0;0;0;6.0;0;0;0;0;0;0;535
Opmeer-G0432;27;0;1400;611;439;129;4.0;0;12;38;28;1;12;0;0;8;0;0.0;0;0;0;0;0;0;512
Opperdoes-G0433;5;0;489;164;92;27;88.0;0;4;6;7;7;22;21;0;3;0;0.0;0;0;0;0;0;0;161
Opsterland-G0086;76;30;3558;6312;1906;520;0.0;0;421;155;174;616;0;0;619;0;170;0.0;0;0;0;0;6;0;2419
Oss-G0828;91;65;9447;7612;3028;1098;0.0;0;88;405;325;26;162;0;0;0;0;31.0;0;0;0;30;0;0;7471
Ossendrecht-G0829;10;23;1177;792;369;78;3.0;0;10;9;12;1;14;0;0;0;0;5.0;0;0;0;1;0;0;933
Ottoland-G0582;0;0;261;55;58;6;84.0;0;1;5;2;3;11;12;0;0;0;0.0;0;0;0;0;0;0;39
Oud- en Nieuw-Gastel-G0831;16;24;2005;1300;431;98;3.0;0;23;47;26;0;62;0;0;0;0;9.0;0;0;0;3;0;0;1475
Oud-Alblas-G0583;1;0;428;203;127;41;227.0;0;1;8;3;5;14;13;0;0;0;0.0;0;0;0;0;0;0;154
Oud-Beijerland-G0584;16;12;2072;2636;1782;508;1020.0;0;24;84;54;49;10;82;0;0;0;4.0;0;0;0;0;0;0;1632
Oude Pekela-G0038;21;12;741;2702;336;96;0.0;0;941;16;39;32;4;38;0;0;0;0.0;0;16;0;0;0;0;878
Oudenbosch-G0830;37;20;2584;1911;810;206;6.0;0;11;59;57;2;29;0;0;0;0;15.0;0;0;0;3;0;0;1980
Oudendijk-G0435;2;0;30;106;100;22;2.0;0;8;4;7;0;1;0;0;0;0;0.0;0;0;0;0;0;0;60
Oudenhoorn-G0586;1;2;125;341;222;48;17.0;0;5;2;2;2;11;0;0;0;0;0.0;0;0;0;0;0;0;153
Ouder-Amstel-G0437;19;7;2185;1633;1860;562;58.0;0;82;87;116;12;22;14;0;21;0;0.0;0;0;1;0;0;0;1396
Ouderkerk aan den IJssel-G0587;9;0;623;763;706;155;779.0;0;6;22;20;27;17;22;0;0;0;3.0;0;0;0;0;0;0;608
Oudewater-G0589;29;10;2009;0;687;169;184.0;783;4;0;29;11;14;8;0;5;0;4.0;0;0;0;0;0;0;821
Overasselt-G0271;4;3;1390;242;145;77;2.0;0;0;41;30;0;11;1;0;0;0;1.0;0;0;0;0;0;0;289
Pannerden-G0272;6;3;651;296;82;28;0.0;0;2;14;2;1;23;1;0;0;0;0.0;0;0;0;0;0;0;309
Papendrecht-G0590;26;30;3371;5011;2484;915;809.0;0;61;130;107;109;31;103;0;0;0;6.0;0;0;0;0;0;0;3055
Peize-G0124;8;7;251;1368;753;204;0.0;0;38;36;25;12;0;8;0;0;0;0.0;86;0;0;0;0;0;513
Piershil-G0591;0;4;131;333;153;33;130.0;0;3;8;0;8;5;3;0;0;0;1.0;0;0;0;0;0;0;125
Pijnacker-G0594;26;5;3928;1504;1958;633;315.0;0;35;117;81;88;37;19;0;0;0;2.0;0;0;0;0;0;0;1425
Polsbroek-G0338;0;2;281;0;157;12;109.0;67;0;0;5;0;7;2;0;1;0;6.0;0;0;0;0;0;0;99
Poortugal-G0592;47;22;1934;6425;1179;660;264.0;0;137;145;103;63;41;43;0;0;0;9.0;0;0;0;0;0;0;2966
Posterholt-G0956;9;19;895;701;308;32;0.0;0;17;21;14;0;0;0;0;0;0;4.0;0;0;0;0;0;0;702
Prinsenbeek-G0832;19;8;2475;1163;1168;212;6.0;0;8;42;20;3;31;0;0;0;0;4.0;0;0;0;0;0;0;1130
Purmerend-G0439;51;27;3148;6852;3915;1443;25.0;0;813;599;346;28;34;46;0;81;0;0.0;0;0;0;0;0;0;6042
Putte-G0833;10;5;573;480;279;88;1.0;0;3;14;6;1;26;0;0;0;0;2.0;0;0;0;2;0;0;639
Putten-G0273;11;26;4486;1600;1651;283;1623.0;0;36;90;27;105;150;202;0;0;0;3.0;0;0;0;0;0;0;2052
Puttershoek-G0593;8;0;763;1366;587;191;232.0;0;10;15;11;20;6;7;0;0;0;1.0;0;0;0;0;0;0;543
Raalte-G0177;56;19;9355;2184;958;513;12.0;0;19;170;57;44;74;10;0;0;0;16.0;0;0;0;0;0;0;1874
Raamsdonk-G0834;33;28;2447;2034;775;142;59.0;0;14;114;21;10;37;0;0;0;0;7.0;0;0;0;9;0;0;1617
Rauwerderhem-G0087;8;1;448;567;270;63;0.0;0;6;17;23;4;0;0;200;0;4;0.0;0;0;0;0;1;0;207
Ravenstein-G0835;4;13;2514;1140;289;106;0.0;0;6;34;34;3;21;0;0;0;0;10.0;0;0;0;1;0;0;789
Reeuwijk-G0595;17;7;1630;1017;1364;326;244.0;0;27;48;31;37;16;14;0;0;0;0.0;0;0;0;0;0;0;925
Reimerswaal-G0703;29;17;2946;2690;1408;363;2658.0;0;22;101;27;142;58;0;0;0;0;4.0;0;0;0;0;0;0;2442
Renkum-G0274;60;26;7673;5560;5094;1161;304.0;0;113;573;218;104;112;90;0;0;0;17.0;0;0;0;0;0;0;4011
Renswoude-G0339;0;0;686;0;344;50;209.0;263;0;0;31;15;13;17;0;3;0;6.0;0;0;0;0;0;0;345
Reusel-G0836;12;3;2370;520;224;75;1.0;0;7;47;13;0;19;0;0;0;0;0.0;0;0;2;1;0;0;1295
Rheden-G0275;142;42;9150;11615;6047;1665;133.0;0;111;478;297;182;0;81;0;0;0;15.0;0;0;0;0;0;0;4956
Rhenen-G0340;25;22;2536;0;1849;483;1343.0;3144;27;0;76;66;53;85;0;14;0;2.0;0;0;0;0;0;0;1743
Rhoon-G0596;7;4;1481;1009;1174;226;74.0;0;9;34;13;10;9;10;0;0;0;0.0;0;0;0;0;0;0;718
Ridderkerk-G0597;35;45;5976;10596;3610;1428;2655.0;0;167;191;169;265;68;204;0;0;0;9.0;0;0;0;0;0;0;5113
Riethoven-G0837;1;2;805;96;210;34;0.0;0;1;18;4;0;2;0;0;0;0;0.0;0;0;1;0;0;0;194
Rijnsaterwoude-G0601;1;0;268;117;148;37;54.0;0;2;11;3;2;8;1;0;0;0;0.0;0;0;0;0;0;0;114
Rijnsburg-G0602;21;3;3724;714;764;143;185.0;0;7;29;10;303;13;114;0;0;0;1.0;0;0;1;0;0;0;968
Rijsbergen-G0841;12;10;1532;539;334;74;1.0;0;1;15;13;0;46;0;0;0;0;1.0;0;0;0;0;0;0;911
Rijssen-G0178;35;13;3281;1892;659;224;4787.0;0;7;45;25;98;48;650;0;0;0;1.0;0;0;0;0;0;0;1437
Rijswijk-G0603;107;71;8949;8408;9732;2841;265.0;0;169;483;324;186;113;110;0;0;0;3.0;0;0;0;0;0;0;7533
Rockanje-G0598;16;5;729;1074;990;201;34.0;0;32;17;22;5;39;7;0;0;0;2.0;0;0;0;0;0;0;739
Roden-G0125;32;10;2160;3780;1891;757;0.0;0;90;114;69;148;0;49;0;0;0;0.0;487;0;0;0;0;0;1437
Roermond-G0957;71;120;7444;5569;2983;561;0.0;0;108;225;203;0;0;0;0;0;0;86.0;0;0;0;0;0;0;7748
Roggel-G0958;7;14;1458;337;177;40;0.0;0;4;28;28;0;0;0;0;0;0;0.0;0;0;0;0;0;0;638
Rolde-G0126;4;8;393;1437;1321;204;0.0;0;15;79;32;18;0;5;0;0;0;0.0;73;0;0;0;0;0;588
Roosendaal en Nispen-G0838;130;107;12290;8404;3996;1043;30.0;0;100;256;141;47;212;0;0;0;0;89.0;0;0;0;13;0;0;10121
Roosteren-G0959;9;3;622;179;73;12;0.0;0;3;7;17;0;0;0;0;0;0;1.0;0;0;0;0;0;0;168
Rosmalen-G0839;27;43;4879;2480;1930;547;11.0;0;33;188;103;17;72;0;0;0;0;10.0;0;0;0;3;0;0;3526
Rossum-G0276;4;0;690;656;245;42;13.0;0;3;14;6;2;11;0;0;0;0;0.0;0;0;0;0;0;0;283
Rotterdam-G0599;1012;596;56677;181388;40484;15754;5882.0;0;6143;3112;4167;2061;878;733;0;0;0;138.0;0;0;183;0;0;0;113026
Rozenburg-G0600;7;7;1673;3015;1009;476;68.0;0;59;91;47;111;20;33;0;0;0;1.0;0;0;0;0;0;0;2408
Rozendaal-G0277;3;0;258;116;435;69;3.0;0;0;39;7;1;0;13;0;0;0;1.0;0;0;0;0;0;0;86
Rucphen-G0840;37;76;4559;3346;640;152;8.0;0;30;59;38;9;131;0;0;0;0;31.0;0;0;0;9;0;0;4418
Ruinen-G0127;24;7;838;1445;1275;136;0.0;0;10;45;12;26;0;10;0;0;0;0.0;152;0;0;0;0;0;606
Ruinerwold-G0128;6;6;550;569;648;79;0.0;0;3;18;13;49;0;2;0;0;0;0.0;136;0;0;0;0;0;222
Ruurlo-G0278;12;9;1446;1301;1197;167;3.0;0;13;37;11;11;62;1;0;0;0;4.0;0;0;0;0;0;0;756
Sas van Gent-G0704;29;17;1550;1740;667;122;35.0;0;25;113;23;22;39;0;0;0;0;12.0;0;0;0;0;0;0;1524
Sassenheim-G0604;13;12;3691;1144;1529;411;62.0;0;15;93;50;14;16;6;0;0;0;2.0;0;0;2;0;0;0;1383
Schaesberg-G0960;0;70;4332;2964;908;232;0.0;0;138;192;106;0;0;0;0;0;0;0.0;0;0;0;0;0;0;2865
Schagen-G0441;24;14;1836;2756;2494;624;10.0;0;141;116;137;24;22;25;0;25;0;0.0;0;0;0;0;0;0;2311
Schaijk-G0843;11;11;2454;621;337;97;0.0;0;1;27;22;1;24;0;0;0;0;1.0;0;0;0;0;0;0;925
Scheemda-G0039;18;13;1196;2509;521;139;0.0;0;336;37;26;49;12;38;0;0;0;0.0;0;30;0;0;0;0;637
Schelluinen-G0605;1;2;107;220;172;67;55.0;0;1;1;1;1;4;12;0;0;0;0.0;0;0;0;0;0;0;74
Schermer-G0458;18;0;763;746;505;134;15.0;0;26;33;34;3;16;0;0;5;0;0.0;0;0;0;0;0;0;352
Scherpenzeel-G0279;11;5;1668;971;900;149;487.0;0;8;38;9;20;23;73;0;0;0;1.0;0;0;0;0;0;0;571
Schiedam-G0606;158;66;10432;22676;5441;2262;485.0;0;804;553;422;102;106;242;0;0;0;10.0;0;0;0;0;0;0;11339
Schiermonnikoog-G0088;2;0;203;142;144;44;0.0;0;1;26;7;5;0;0;10;0;1;0.0;0;0;0;0;1;0;36
Schijndel-G0844;36;27;4711;2992;837;300;4.0;0;36;106;77;10;167;0;0;0;0;8.0;0;0;0;3;0;0;3261
Schimmert-G0961;1;1;1067;333;229;59;0.0;0;7;21;22;0;0;0;0;0;0;0.0;0;0;0;0;0;0;508
Schinnen-G0962;13;19;1790;922;374;74;0.0;0;10;71;56;0;0;0;0;0;0;8.0;0;0;0;0;0;0;965
Schinveld-G0963;15;14;2037;505;115;19;0.0;0;20;108;13;0;0;0;0;0;0;3.0;0;0;0;0;0;0;458
Schipluiden-G0607;14;8;2623;436;696;186;57.0;0;5;48;19;35;10;9;0;0;0;1.0;0;0;0;0;0;0;588
Schoonebeek-G0129;14;3;2555;1181;253;66;0.0;0;16;33;19;16;0;8;0;0;0;0.0;5;0;0;0;0;0;900
Schoonhoven-G0608;10;7;1936;1766;1087;367;356.0;0;16;81;75;24;22;36;0;0;0;1.0;0;0;0;0;0;0;1266
Schoonrewoerd-G0609;4;1;317;120;99;26;209.0;0;0;4;2;9;16;8;0;0;0;0.0;0;0;0;0;0;0;118
Schoorl-G0444;3;7;1016;1127;1087;290;1.0;0;40;48;51;3;22;4;0;20;0;0.0;0;0;0;0;0;0;674
Sevenum-G0964;11;3;2626;455;269;73;0.0;0;7;27;38;0;0;0;0;0;0;0.0;0;0;0;0;0;0;744
's-Graveland-G0390;14;25;1818;1212;1302;521;66.0;0;35;61;66;39;20;19;0;10;0;0.0;0;0;0;0;0;0;1057
's-Gravendeel-G0517;8;1;1311;1767;687;205;329.0;0;7;22;16;31;12;21;0;0;0;0.0;0;0;0;0;0;0;725
's-Gravenhage-G0518;913;550;61815;98146;61124;17199;3198.0;0;3791;3179;3232;1110;1203;475;0;0;0;128.0;0;0;149;0;0;0;93373
's-Gravenmoer-G0787;8;0;681;186;139;33;23.0;0;2;10;5;10;8;0;0;0;0;2.0;0;0;0;2;0;0;193
's-Gravenzande-G0519;21;22;3751;1917;2150;381;437.0;0;13;59;31;48;27;99;0;0;0;0.0;0;0;0;0;0;0;1798
's-Hertogenbosch-G0796;151;100;16248;16063;5434;2266;42.0;0;362;979;687;109;185;0;0;0;0;22.0;0;0;0;14;0;0;17768
Sijbekarspel-G0447;2;5;372;284;291;67;0.0;0;6;20;11;0;4;0;0;4;0;0.0;0;0;0;0;0;0;171
Simpelveld-G0965;11;27;2080;896;404;59;0.0;0;30;57;18;0;0;0;0;0;0;1.0;0;0;0;0;0;0;890
Sint Geertruid-G0966;4;4;604;128;53;24;0.0;0;6;22;5;0;0;0;0;0;0;0.0;0;0;0;0;0;0;97
Sint Maarten-G0445;2;2;339;319;248;97;2.0;0;9;14;23;1;12;2;0;1;0;0.0;0;0;0;0;0;0;306
Sint Odiliënberg-G0967;11;5;825;378;625;51;0.0;0;2;26;14;0;0;0;0;0;0;3.0;0;0;0;0;0;0;399
Sint Pancras-G0446;15;0;992;774;623;193;14.0;0;60;60;38;12;27;8;0;13;0;0.0;0;0;0;0;0;0;502
