RegioNaam;@invalid;@blank;PvdA;KVP;ARP;CHU;VVD;Communistische Partij van Nederland;Katholieke Nationale Partij;SGP;Gereformeerd Politiek Verbond (GPV);Middenstands Partij;Partij voor Recht, Vrijheid en Welvaart;Socialistische Unie;Jong Conservatief Verbond;@abs
Klimmen-G0930;0;;62.0;1002.0;2.0;5.0;5.0;5.0;86.0;;;;6.0;3.0;;121.0
Kloetinge-G0680;0;;309.0;48.0;130.0;350.0;128.0;3.0;14.0;49.0;2.0;42.0;14.0;;;90.0
Kloosterburen-G0021;0;;277.0;497.0;290.0;10.0;122.0;4.0;29.0;2.0;4.0;9.0;;1.0;1.0;72.0
Klundert-G0804;0;;272.0;832.0;902.0;424.0;62.0;3.0;17.0;138.0;2.0;1.0;6.0;;;118.0
Kockengen-G0324;0;;22.0;278.0;183.0;108.0;22.0;2.0;5.0;159.0;2.0;1.0;;;2.0;25.0
Koedijk-G0410;0;;457.0;370.0;47.0;33.0;162.0;81.0;16.0;8.0;2.0;6.0;4.0;7.0;2.0;76.0
Koewacht-G0681;0;;214.0;947.0;5.0;5.0;14.0;2.0;10.0;;1.0;6.0;;;;137.0
Kollumerland en Nieuwkruisland-G0079;0;;778.0;23.0;2443.0;1473.0;312.0;66.0;3.0;129.0;66.0;17.0;2.0;4.0;1.0;239.0
Koog aan de Zaan-G0411;0;;1597.0;393.0;408.0;109.0;511.0;944.0;19.0;35.0;4.0;40.0;10.0;21.0;1.0;381.0
Kortenhoef-G1097;0;;288.0;260.0;148.0;222.0;91.0;39.0;30.0;96.0;5.0;2.0;6.0;3.0;1.0;133.0
Kortgene-G0682;0;;864.0;5.0;302.0;513.0;234.0;7.0;2.0;154.0;3.0;122.0;3.0;1.0;;240.0
Koudekerk aan den Rijn-G0540;0;;134.0;101.0;340.0;316.0;32.0;5.0;3.0;27.0;3.0;;2.0;;1.0;68.0
Koudekerke-G1098;0;;255.0;26.0;464.0;425.0;56.0;4.0;5.0;84.0;2.0;124.0;2.0;3.0;;108.0
Krabbendijke-G0684;0;;262.0;10.0;233.0;331.0;76.0;5.0;3.0;573.0;1.0;29.0;5.0;;;149.0
Krimpen aan de Lek-G0541;0;;924.0;11.0;426.0;85.0;201.0;71.0;;217.0;;4.0;2.0;6.0;1.0;161.0
Krimpen aan den IJssel-G0542;0;;1585.0;35.0;342.0;390.0;270.0;212.0;7.0;838.0;8.0;4.0;5.0;3.0;6.0;443.0
Krommenie-G0413;0;;1074.0;1017.0;330.0;93.0;281.0;1161.0;21.0;8.0;54.0;24.0;3.0;14.0;1.0;242.0
Kruiningen-G0685;0;;785.0;400.0;303.0;412.0;270.0;6.0;17.0;317.0;5.0;123.0;6.0;1.0;;277.0
Kuinre-G0167;0;;222.0;50.0;32.0;110.0;31.0;2.0;1.0;1.0;;;;1.0;1.0;29.0
Kwadijk-G0414;0;;154.0;6.0;6.0;10.0;62.0;9.0;;;;2.0;2.0;;;16.0
Landsmeer-G0415;0;;832.0;108.0;400.0;247.0;237.0;480.0;8.0;21.0;2.0;10.0;6.0;4.0;4.0;192.0
Langbroek-G0325;0;;128.0;145.0;175.0;173.0;18.0;5.0;14.0;170.0;2.0;4.0;5.0;;3.0;38.0
Lange Ruige Weide-G1101;0;;24.0;11.0;167.0;115.0;18.0;1.0;;63.0;;;;;;32.0
Langedijk-G0416;0;;1340.0;1328.0;794.0;321.0;454.0;219.0;29.0;18.0;22.0;7.0;3.0;4.0;1.0;231.0
Langerak-G0543;0;;113.0;3.0;191.0;21.0;67.0;1.0;;103.0;21.0;;;;;43.0
Laren-G0417;0;;1116.0;2157.0;569.0;230.0;901.0;233.0;590.0;44.0;10.0;10.0;77.0;54.0;26.0;720.0
Laren (Gld.)-G0259;0;;1070.0;116.0;365.0;735.0;1513.0;44.0;12.0;6.0;1.0;1.0;3.0;3.0;3.0;228.0
Leek-G0022;0;;1773.0;22.0;1284.0;349.0;719.0;64.0;2.0;4.0;260.0;22.0;11.0;5.0;6.0;278.0
Leende-G0805;0;;57.0;1090.0;9.0;4.0;2.0;2.0;52.0;;;;1.0;2.0;;77.0
Leens-G0023;0;;639.0;219.0;487.0;50.0;318.0;36.0;5.0;3.0;383.0;57.0;7.0;;3.0;188.0
Leerbroek-G0544;0;;33.0;3.0;165.0;58.0;36.0;;;148.0;;;1.0;;;85.0
Leerdam-G0545;0;;1908.0;250.0;1408.0;620.0;433.0;182.0;8.0;650.0;113.0;2.0;9.0;2.0;;392.0
Leersum-G0326;0;;505.0;23.0;327.0;305.0;234.0;22.0;44.0;214.0;7.0;6.0;21.0;7.0;7.0;62.0
Leeuwarden-G0080;0;;19361.0;4072.0;7327.0;3558.0;4379.0;2304.0;398.0;169.0;231.0;739.0;142.0;286.0;51.0;3830.0
Leeuwarderadeel-G0081;0;;1510.0;26.0;672.0;175.0;394.0;34.0;2.0;3.0;9.0;19.0;4.0;25.0;5.0;194.0
Leiden-G0546;0;;17796.0;9547.0;4671.0;6547.0;4295.0;4129.0;1229.0;651.0;139.0;187.0;142.0;160.0;102.0;3705.0
Leiderdorp-G0547;0;;449.0;354.0;776.0;551.0;109.0;28.0;16.0;67.0;;3.0;4.0;4.0;;120.0
Leidschendam-G0548;0;;672.0;3215.0;462.0;615.0;549.0;72.0;320.0;45.0;5.0;42.0;20.0;13.0;21.0;575.0
Leimuiden-G0549;0;;104.0;596.0;246.0;169.0;39.0;7.0;7.0;14.0;;1.0;;1.0;;52.0
Lekkerkerk-G0550;0;;1290.0;11.0;381.0;62.0;647.0;68.0;3.0;347.0;1.0;12.0;8.0;5.0;;216.0
Lemsterland-G0082;0;;1405.0;267.0;939.0;929.0;167.0;426.0;19.0;88.0;3.0;16.0;4.0;12.0;1.0;351.0
Leusden-G0327;0;;274.0;507.0;239.0;333.0;130.0;13.0;26.0;149.0;28.0;;3.0;5.0;;106.0
Lexmond-G0551;0;;232.0;;340.0;149.0;83.0;7.0;1.0;171.0;1.0;;;;;89.0
Lichtenvoorde-G0260;0;;223.0;4052.0;99.0;336.0;39.0;6.0;118.0;3.0;1.0;4.0;1.0;;;122.0
Liempde-G0806;0;;19.0;1078.0;2.0;2.0;;;10.0;;;;;3.0;;48.0
Lienden-G0261;0;;1145.0;22.0;352.0;405.0;276.0;12.0;5.0;365.0;3.0;5.0;4.0;2.0;;305.0
Lieshout-G0807;0;;45.0;1404.0;3.0;5.0;7.0;7.0;19.0;1.0;;2.0;;;;110.0
Limbricht-G0931;0;;52.0;1152.0;2.0;1.0;1.0;2.0;36.0;1.0;;;2.0;;;120.0
Limmen-G0418;0;;127.0;1214.0;18.0;1.0;50.0;56.0;37.0;;;1.0;2.0;7.0;;45.0
Linne-G0932;0;;98.0;926.0;2.0;8.0;5.0;2.0;27.0;2.0;2.0;;6.0;1.0;;128.0
Linschoten-G0328;0;;63.0;276.0;189.0;182.0;86.0;6.0;10.0;228.0;;1.0;1.0;3.0;1.0;79.0
Lisse-G0553;0;;552.0;2834.0;633.0;733.0;159.0;27.0;294.0;379.0;44.0;9.0;13.0;9.0;9.0;272.0
Lith-G0808;0;;57.0;1467.0;4.0;40.0;12.0;1.0;27.0;1.0;;;;1.0;;100.0
Lochem-G0262;0;;1740.0;211.0;275.0;345.0;770.0;478.0;81.0;12.0;3.0;8.0;25.0;13.0;5.0;133.0
Loenen-G0329;0;;294.0;299.0;235.0;314.0;174.0;27.0;47.0;127.0;17.0;;18.0;2.0;20.0;90.0
Loenersloot-G1105;0;;32.0;87.0;64.0;70.0;3.0;3.0;1.0;58.0;;;;;;14.0
Loon op Zand-G0809;0;;389.0;5365.0;74.0;102.0;16.0;27.0;237.0;148.0;2.0;4.0;8.0;;;330.0
Loosdrecht-G0330;0;;390.0;47.0;424.0;399.0;343.0;117.0;35.0;197.0;58.0;3.0;31.0;11.0;2.0;171.0
Lopik-G0331;0;;393.0;537.0;529.0;345.0;70.0;33.0;18.0;327.0;6.0;4.0;5.0;;;198.0
Loppersum-G0024;0;;592.0;10.0;799.0;170.0;318.0;41.0;2.0;;123.0;29.0;8.0;1.0;12.0;145.0
Losser-G0168;0;;905.0;6884.0;101.0;607.0;240.0;531.0;130.0;7.0;10.0;3.0;25.0;4.0;2.0;808.0
Luyksgestel-G0810;0;;12.0;637.0;;3.0;2.0;;4.0;1.0;;1.0;;;;55.0
Maarheeze-G0811;0;;28.0;1598.0;9.0;10.0;1.0;7.0;32.0;;1.0;;10.0;;;162.0
Maarn-G0332;0;;415.0;96.0;200.0;318.0;155.0;38.0;23.0;159.0;1.0;2.0;20.0;1.0;8.0;27.0
Maarssen-G0333;0;;1021.0;904.0;635.0;800.0;215.0;126.0;65.0;161.0;7.0;11.0;6.0;5.0;7.0;237.0
Maartensdijk-G0334;0;;1530.0;1049.0;1100.0;800.0;1030.0;126.0;284.0;494.0;60.0;33.0;42.0;41.0;15.0;710.0
Maasbracht-G0933;0;;80.0;1294.0;16.0;21.0;25.0;5.0;37.0;1.0;2.0;;1.0;;;227.0
Maasbree-G0934;0;;33.0;2709.0;4.0;;2.0;2.0;107.0;1.0;2.0;;1.0;1.0;;92.0
Maasdam-G0554;0;;356.0;3.0;189.0;188.0;173.0;2.0;;115.0;1.0;;;;;58.0
Maasdriel-G0263;0;;282.0;1788.0;28.0;168.0;7.0;2.0;56.0;39.0;;3.0;;;;198.0
Maasland-G0555;0;;65.0;330.0;731.0;649.0;48.0;;8.0;25.0;12.0;;2.0;1.0;;47.0
Maasniel-G1110;0;;283.0;2383.0;45.0;29.0;37.0;18.0;128.0;6.0;5.0;;6.0;5.0;;251.0
Maassluis-G0556;0;;1880.0;399.0;1865.0;1182.0;255.0;80.0;23.0;90.0;49.0;3.0;6.0;25.0;;500.0
Maastricht-G0935;0;;11245.0;21404.0;276.0;266.0;711.0;1417.0;4401.0;58.0;126.0;;150.0;84.0;;4068.0
Made en Drimmelen-G0812;0;;321.0;2417.0;114.0;115.0;60.0;11.0;39.0;6.0;1.0;;3.0;;;288.0
Margraten-G0936;0;;11.0;747.0;2.0;3.0;6.0;7.0;22.0;;1.0;;;;;52.0
Markelo-G0169;0;;1272.0;200.0;472.0;556.0;835.0;40.0;12.0;20.0;2.0;2.0;6.0;1.0;6.0;257.0
Marken-G0419;0;;93.0;4.0;275.0;401.0;4.0;4.0;;1.0;;2.0;;1.0;;88.0
Marum-G0025;0;;1606.0;16.0;1059.0;206.0;578.0;145.0;4.0;5.0;42.0;32.0;1.0;20.0;4.0;272.0
Maurik-G0264;0;;1163.0;159.0;342.0;431.0;259.0;21.0;10.0;119.0;6.0;1.0;3.0;14.0;;228.0
Medemblik-G0420;0;;576.0;953.0;244.0;186.0;110.0;143.0;35.0;15.0;3.0;4.0;35.0;3.0;1.0;126.0
Meeden-G0026;0;;503.0;6.0;261.0;35.0;120.0;76.0;3.0;1.0;34.0;30.0;4.0;3.0;2.0;88.0
Meerkerk-G0557;0;;335.0;6.0;380.0;75.0;230.0;5.0;;107.0;;1.0;;4.0;;48.0
Meerlo-G0937;0;;23.0;1372.0;;2.0;2.0;1.0;23.0;;1.0;;;;;38.0
Meerssen-G0938;0;;384.0;2920.0;16.0;24.0;14.0;25.0;222.0;2.0;4.0;;24.0;2.0;;131.0
Megen, Haren en Macharen-G0813;0;;19.0;956.0;4.0;;2.0;1.0;84.0;;;;;;;81.0
Meijel-G0941;0;;18.0;1398.0;5.0;;1.0;1.0;12.0;;;;;1.0;;73.0
Melick en Herkenbosch-G0939;0;;48.0;1180.0;14.0;2.0;;2.0;19.0;1.0;1.0;;3.0;;;79.0
Meliskerke-G1112;0;;2.0;;112.0;27.0;1.0;;;203.0;;;;1.0;;39.0
Melissant-G1113;0;;277.0;31.0;231.0;126.0;44.0;1.0;2.0;306.0;3.0;5.0;4.0;;;117.0
Menaldumadeel-G0083;0;;2751.0;282.0;1407.0;845.0;639.0;168.0;44.0;15.0;8.0;38.0;1.0;37.0;3.0;353.0
Meppel-G0119;0;;3579.0;259.0;1471.0;1897.0;956.0;196.0;42.0;65.0;49.0;29.0;12.0;44.0;3.0;755.0
Merkelbeek-G0940;0;;24.0;751.0;2.0;2.0;;6.0;16.0;;1.0;;;;;65.0
Mheer-G0942;0;;15.0;491.0;;;;2.0;23.0;;;;4.0;;;52.0
Middelburg-G0687;0;;4690.0;813.0;2312.0;1778.0;1188.0;208.0;124.0;781.0;79.0;434.0;94.0;35.0;;940.0
Middelharnis-G0559;0;;758.0;69.0;739.0;130.0;402.0;13.0;33.0;577.0;5.0;11.0;9.0;2.0;;319.0
Middelie-G0421;0;;211.0;3.0;10.0;6.0;79.0;11.0;;;;;;;1.0;9.0
Middelstum-G0027;0;;365.0;3.0;743.0;130.0;139.0;36.0;3.0;1.0;123.0;9.0;1.0;1.0;4.0;74.0
Midwolda-G0028;0;;755.0;4.0;749.0;657.0;216.0;166.0;6.0;13.0;8.0;18.0;4.0;2.0;;173.0
Midwoud-G0422;0;;399.0;39.0;12.0;4.0;191.0;51.0;;;;;1.0;;4.0;27.0
Mierlo-G0814;0;;242.0;2965.0;15.0;13.0;25.0;34.0;25.0;1.0;2.0;5.0;10.0;10.0;;320.0
Mijdrecht-G0336;0;;349.0;1051.0;527.0;475.0;71.0;21.0;26.0;124.0;17.0;5.0;6.0;2.0;;127.0
Mijnsheerenland-G0564;0;;249.0;1.0;346.0;203.0;156.0;2.0;1.0;100.0;;3.0;1.0;;;72.0
Mill en Sint Hubert-G0815;0;;148.0;2873.0;13.0;4.0;9.0;6.0;79.0;4.0;;1.0;1.0;;;234.0
Millingen aan de Rijn-G0265;0;;408.0;1268.0;13.0;9.0;7.0;14.0;68.0;;;6.0;;1.0;;284.0
Moergestel-G0816;0;;93.0;1384.0;2.0;1.0;5.0;4.0;76.0;1.0;;1.0;2.0;;;72.0
Moerkapelle-G0560;0;;125.0;;198.0;56.0;38.0;3.0;3.0;116.0;;1.0;;;;38.0
Molenaarsgraaf-G0561;0;;52.0;1.0;109.0;24.0;26.0;;;95.0;3.0;;;;;25.0
Monnickendam-G0423;0;;419.0;343.0;179.0;379.0;158.0;74.0;24.0;2.0;1.0;12.0;2.0;;1.0;98.0
Monster-G0562;0;;743.0;2750.0;942.0;554.0;215.0;32.0;673.0;648.0;73.0;13.0;13.0;4.0;;278.0
Montfoort-G0335;0;;95.0;761.0;86.0;93.0;20.0;2.0;52.0;79.0;;1.0;4.0;;;53.0
Montfort-G0943;0;;23.0;850.0;1.0;;1.0;3.0;17.0;;3.0;;;;;66.0
Mook en Middelaar-G0944;0;;111.0;956.0;7.0;7.0;27.0;5.0;41.0;;1.0;;9.0;2.0;;71.0
Moordrecht-G0563;0;;577.0;145.0;335.0;82.0;264.0;14.0;26.0;251.0;4.0;1.0;3.0;1.0;;99.0
Muiden-G0424;0;;497.0;355.0;330.0;395.0;145.0;57.0;35.0;38.0;2.0;4.0;5.0;1.0;;88.0
Munstergeleen-G0945;0;;118.0;697.0;1.0;;5.0;6.0;40.0;;1.0;;2.0;;;64.0
Muntendam-G0029;0;;1192.0;44.0;126.0;170.0;157.0;307.0;9.0;;9.0;39.0;10.0;;;163.0
Naaldwijk-G0565;0;;1269.0;2528.0;1788.0;1347.0;789.0;30.0;398.0;136.0;18.0;4.0;6.0;8.0;;281.0
Naarden-G0425;0;;1788.0;996.0;1048.0;408.0;1493.0;178.0;411.0;111.0;13.0;14.0;95.0;49.0;35.0;498.0
Nederhemert-G1115;0;;142.0;1.0;66.0;40.0;16.0;;3.0;325.0;;;1.0;;;64.0
Nederhorst den Berg-G0426;0;;173.0;413.0;252.0;313.0;31.0;101.0;40.0;8.0;3.0;;;;2.0;84.0
Nederweert-G0946;0;;52.0;3801.0;2.0;4.0;8.0;2.0;42.0;1.0;4.0;;34.0;2.0;;260.0
Neede-G0266;0;;1979.0;810.0;323.0;329.0;556.0;48.0;10.0;3.0;40.0;2.0;3.0;5.0;;265.0
Neer-G0947;0;;9.0;1216.0;;1.0;4.0;;17.0;;;;1.0;;;31.0
Nibbixwoud-G0427;0;;161.0;560.0;8.0;10.0;105.0;9.0;2.0;2.0;2.0;9.0;;;;23.0
Nieuw- en Sint Joosland-G1117;0;;198.0;8.0;109.0;208.0;56.0;;;101.0;1.0;36.0;1.0;;;51.0
Nieuw-Beijerland-G0566;0;;359.0;7.0;134.0;36.0;79.0;2.0;2.0;322.0;;1.0;;2.0;;78.0
Nieuwe Niedorp-G0428;0;;504.0;248.0;20.0;10.0;154.0;103.0;;;;8.0;;22.0;;80.0
Nieuwe Pekela-G0030;0;;976.0;196.0;579.0;417.0;206.0;375.0;20.0;20.0;6.0;24.0;18.0;1.0;6.0;328.0
Nieuwe Tonge-G1119;0;;436.0;16.0;280.0;20.0;75.0;6.0;3.0;339.0;1.0;2.0;2.0;;;119.0
Nieuwenhagen-G0948;0;;397.0;1918.0;30.0;19.0;16.0;191.0;143.0;2.0;8.0;;10.0;5.0;;384.0
Nieuwenhoorn-G1121;0;;584.0;6.0;45.0;46.0;302.0;26.0;;6.0;;2.0;;;;83.0
Nieuwer-Amstel-G1249;0;;2923.0;3142.0;2155.0;1652.0;1833.0;357.0;530.0;97.0;72.0;20.0;76.0;17.0;38.0;1131.0
Nieuwerkerk-G1122;0;;271.0;11.0;228.0;107.0;121.0;3.0;;236.0;2.0;37.0;;1.0;;95.0
Nieuwerkerk aan den IJssel-G0567;0;;782.0;185.0;324.0;464.0;251.0;14.0;13.0;296.0;6.0;;;1.0;;220.0
Nieuweschans-G0031;0;;422.0;13.0;47.0;54.0;134.0;374.0;2.0;5.0;5.0;6.0;;;2.0;126.0
Nieuw-Ginneken-G0817;0;;232.0;2439.0;22.0;23.0;22.0;15.0;68.0;1.0;3.0;;14.0;1.0;;154.0
Nieuw-Helvoet-G1118;0;;825.0;26.0;113.0;72.0;335.0;16.0;3.0;11.0;;;5.0;4.0;;50.0
Nieuwkoop-G0569;0;;181.0;990.0;135.0;295.0;164.0;10.0;43.0;83.0;3.0;1.0;3.0;1.0;5.0;70.0
Nieuwland-G0570;0;;92.0;2.0;118.0;19.0;42.0;2.0;1.0;64.0;5.0;;1.0;;;34.0
Nieuw-Lekkerland-G0571;0;;626.0;3.0;460.0;227.0;150.0;43.0;1.0;729.0;31.0;;2.0;4.0;;187.0
Nieuwleusen-G0170;0;;419.0;13.0;367.0;973.0;250.0;7.0;4.0;154.0;58.0;7.0;;2.0;3.0;186.0
Nieuwolda-G0032;0;;494.0;9.0;180.0;159.0;158.0;55.0;1.0;1.0;2.0;15.0;4.0;1.0;1.0;100.0
Nieuwpoort-G0572;0;;99.0;5.0;146.0;15.0;68.0;3.0;;97.0;3.0;;;;;34.0
Nieuwstadt-G0949;0;;47.0;672.0;;3.0;1.0;2.0;17.0;1.0;1.0;;;;;47.0
Nieuwveen-G0573;0;;104.0;433.0;227.0;221.0;56.0;8.0;38.0;30.0;;1.0;3.0;;1.0;58.0
Nieuwvliet-G0690;0;;111.0;3.0;14.0;34.0;123.0;3.0;1.0;3.0;;8.0;;;;24.0
Nieuw-Vossemeer-G0818;0;;70.0;689.0;8.0;32.0;13.0;3.0;11.0;;;;1.0;;;87.0
Nigtevecht-G0337;0;;87.0;32.0;100.0;156.0;23.0;11.0;1.0;6.0;9.0;;2.0;2.0;;53.0
Nijeveen-G0121;0;;208.0;1.0;242.0;262.0;170.0;;;1.0;2.0;;;2.0;;63.0
Nijkerk-G0267;0;;1460.0;435.0;1725.0;2009.0;176.0;45.0;43.0;738.0;47.0;1.0;8.0;3.0;;362.0
Nijmegen-G0268;0;;15056.0;29237.0;1483.0;1913.0;2326.0;1975.0;4609.0;92.0;59.0;221.0;157.0;56.0;;5059.0
Nisse-G0691;0;;50.0;65.0;35.0;114.0;21.0;1.0;8.0;73.0;4.0;11.0;2.0;;;31.0
Nistelrode-G0819;0;;74.0;1685.0;20.0;20.0;6.0;3.0;12.0;1.0;1.0;6.0;;;;60.0
Noorbeek-G0950;0;;16.0;377.0;14.0;2.0;6.0;;31.0;;1.0;;1.0;;;17.0
Noordbroek-G1126;0;;561.0;32.0;25.0;64.0;222.0;186.0;5.0;1.0;6.0;38.0;7.0;2.0;4.0;152.0
Noorddijk-G1127;0;;683.0;25.0;133.0;88.0;289.0;62.0;3.0;1.0;49.0;70.0;7.0;1.0;3.0;150.0
Noordeloos-G0574;0;;124.0;;316.0;38.0;119.0;2.0;;96.0;;;;1.0;;51.0
Noordgouwe-G1128;0;;198.0;3.0;90.0;73.0;84.0;2.0;2.0;26.0;;13.0;;;;29.0
Noordoostelijke Polder-G1404;0;;2045.0;1693.0;1382.0;1003.0;362.0;297.0;23.0;138.0;108.0;2.0;8.0;21.0;3.0;
Noordwelle-G1129;0;;101.0;3.0;34.0;34.0;61.0;1.0;1.0;13.0;;13.0;;;;17.0
Noordwijk-G0575;0;;1364.0;2955.0;1114.0;1060.0;639.0;149.0;549.0;59.0;29.0;21.0;25.0;32.0;64.0;472.0
Noordwijkerhout-G0576;0;;191.0;2919.0;95.0;253.0;30.0;9.0;247.0;4.0;1.0;3.0;3.0;;9.0;144.0
Nootdorp-G0577;0;;127.0;756.0;62.0;145.0;34.0;5.0;49.0;16.0;;4.0;1.0;;;12.0
Norg-G0120;0;;1294.0;74.0;396.0;246.0;546.0;30.0;7.0;3.0;28.0;17.0;7.0;4.0;6.0;41.0
Nuenen, Gerwen en Nederwetten-G0820;0;;200.0;2072.0;17.0;69.0;20.0;21.0;156.0;1.0;2.0;;7.0;5.0;;198.0
Nuland-G0821;0;;43.0;852.0;1.0;1.0;2.0;;10.0;;;2.0;;;;54.0
Numansdorp-G0578;0;;985.0;12.0;601.0;342.0;264.0;11.0;4.0;313.0;;10.0;2.0;2.0;;131.0
Nuth-G0951;0;;344.0;1888.0;18.0;20.0;8.0;40.0;109.0;1.0;6.0;;2.0;1.0;;172.0
Obbicht en Papenhoven-G0952;0;;76.0;645.0;2.0;5.0;4.0;6.0;24.0;;1.0;;7.0;1.0;;88.0
Obdam-G0429;0;;73.0;995.0;3.0;2.0;41.0;4.0;17.0;;;1.0;;;;21.0
Odijk-G1131;0;;41.0;157.0;15.0;58.0;2.0;1.0;3.0;22.0;;2.0;;;;9.0
Odoorn-G0122;0;;2950.0;324.0;565.0;729.0;987.0;469.0;3.0;19.0;95.0;42.0;10.0;35.0;1.0;798.0
Oeffelt-G0822;0;;24.0;744.0;3.0;;2.0;;9.0;;;;2.0;;;21.0
Oegstgeest-G0579;0;;975.0;1123.0;1129.0;1077.0;985.0;53.0;270.0;103.0;34.0;17.0;32.0;19.0;81.0;934.0
Ohé en Laak-G0953;0;;6.0;318.0;;4.0;3.0;;8.0;;;;;;;11.0
Oirsbeek-G0954;0;;60.0;1142.0;4.0;7.0;2.0;5.0;38.0;1.0;;;;1.0;;90.0
Oirschot-G0823;0;;624.0;3396.0;227.0;153.0;165.0;69.0;176.0;34.0;17.0;11.0;17.0;6.0;;
Oisterwijk-G0824;0;;1010.0;3021.0;70.0;44.0;112.0;41.0;352.0;5.0;3.0;12.0;35.0;4.0;;105.0
Oldebroek-G0269;0;;1371.0;196.0;1523.0;1413.0;204.0;44.0;45.0;1051.0;311.0;1.0;17.0;1.0;21.0;
Oldehove-G0035;0;;346.0;5.0;511.0;83.0;193.0;6.0;1.0;1.0;149.0;9.0;5.0;;1.0;52.0
Oldekerk-G0036;0;;228.0;1.0;548.0;100.0;138.0;5.0;;2.0;34.0;12.0;1.0;;;61.0
Oldemarkt-G0172;0;;484.0;218.0;129.0;739.0;78.0;8.0;2.0;4.0;8.0;;1.0;;;118.0
Oldenzaal-G0173;0;;867.0;4708.0;163.0;262.0;258.0;83.0;354.0;8.0;51.0;10.0;11.0;1.0;2.0;381.0
Olst-G0174;0;;1421.0;993.0;150.0;340.0;744.0;155.0;6.0;20.0;2.0;1.0;;6.0;4.0;210.0
Ommen-G0175;0;;861.0;530.0;1505.0;2106.0;439.0;20.0;32.0;51.0;262.0;7.0;9.0;5.0;6.0;211.0
Onstwedde-G1250;0;;3099.0;1267.0;2077.0;2235.0;546.0;856.0;36.0;105.0;200.0;51.0;16.0;7.0;6.0;1217.0
Ooltgensplaat-G1133;0;;469.0;254.0;316.0;236.0;56.0;11.0;11.0;286.0;;8.0;;1.0;;129.0
Oost- en West-Souburg-G1135;0;;1431.0;136.0;740.0;698.0;126.0;70.0;18.0;143.0;11.0;93.0;4.0;7.0;;156.0
Oost-, West- en Middelbeers-G0825;0;;9.0;961.0;1.0;7.0;5.0;;15.0;;;2.0;;;;43.0
Oostburg-G0692;0;;544.0;501.0;168.0;146.0;292.0;11.0;41.0;41.0;7.0;82.0;26.0;5.0;;120.0
Oostdongeradeel-G0084;0;;414.0;27.0;2588.0;1147.0;180.0;12.0;2.0;34.0;5.0;20.0;5.0;1.0;6.0;138.0
Oosterhesselen-G0123;0;;711.0;3.0;485.0;186.0;246.0;53.0;;2.0;49.0;5.0;1.0;;1.0;144.0
Oosterhout-G0826;0;;1126.0;8003.0;90.0;48.0;39.0;49.0;490.0;8.0;7.0;12.0;24.0;1.0;;768.0
Oosterland-G1136;0;;258.0;9.0;84.0;168.0;107.0;3.0;1.0;356.0;;20.0;1.0;1.0;;133.0
Oosthuizen-G0430;0;;281.0;38.0;8.0;33.0;135.0;55.0;2.0;1.0;;2.0;1.0;1.0;;31.0
Oostkapelle-G1137;0;;128.0;6.0;308.0;215.0;78.0;3.0;2.0;155.0;9.0;24.0;5.0;1.0;;143.0
Ooststellingwerf-G0085;0;;4221.0;106.0;1635.0;1172.0;797.0;756.0;15.0;14.0;102.0;111.0;9.0;128.0;6.0;755.0
Oostvoorne-G0581;0;;1288.0;74.0;242.0;133.0;788.0;175.0;9.0;29.0;5.0;1.0;7.0;9.0;;
Oostzaan-G0431;0;;1091.0;48.0;269.0;109.0;372.0;670.0;;45.0;4.0;5.0;6.0;1.0;1.0;205.0
Ootmarsum-G0176;0;;115.0;898.0;26.0;45.0;32.0;4.0;50.0;2.0;1.0;;;2.0;;
Ophemert-G0270;0;;306.0;24.0;100.0;141.0;106.0;4.0;1.0;40.0;1.0;6.0;1.0;;;102.0
Oploo, Sint Anthonis en Ledeacker-G0827;0;;22.0;2321.0;6.0;14.0;3.0;1.0;23.0;2.0;;1.0;;;;76.0
Opmeer-G0432;0;;94.0;225.0;12.0;5.0;29.0;6.0;1.0;;;;;1.0;;13.0
Opperdoes-G0433;0;;102.0;3.0;347.0;137.0;35.0;3.0;;57.0;3.0;1.0;2.0;1.0;;22.0
Opsterland-G0086;0;;4660.0;74.0;1989.0;789.0;1098.0;968.0;7.0;17.0;294.0;61.0;5.0;962.0;16.0;1128.0
Oss-G0828;0;;2468.0;7981.0;135.0;88.0;334.0;127.0;304.0;12.0;12.0;36.0;36.0;11.0;;697.0
Ossendrecht-G0829;0;;398.0;1270.0;27.0;32.0;24.0;20.0;53.0;4.0;2.0;6.0;2.0;3.0;;27.0
Oterleek-G0434;0;;242.0;56.0;16.0;12.0;113.0;25.0;1.0;1.0;1.0;;;;;51.0
Ottersum-G0955;0;;148.0;1133.0;8.0;7.0;4.0;7.0;42.0;;4.0;;10.0;2.0;;108.0
Ottoland-G0582;0;;28.0;2.0;196.0;45.0;22.0;;;58.0;2.0;;;;;20.0
Oud- en Nieuw-Gastel-G0831;0;;244.0;2991.0;13.0;54.0;19.0;18.0;239.0;;2.0;2.0;5.0;3.0;;334.0
Oud-Alblas-G0583;0;;116.0;3.0;258.0;103.0;34.0;2.0;1.0;187.0;;;1.0;1.0;;49.0
Oud-Beijerland-G0584;0;;1071.0;142.0;1289.0;272.0;409.0;13.0;8.0;637.0;2.0;;3.0;;;285.0
Ouddorp-G1142;0;;229.0;8.0;671.0;134.0;144.0;8.0;3.0;954.0;1.0;1.0;1.0;2.0;;305.0
