RegioNaam;@invalid;@blank;KVP;PvdA;VVD;ARP;CHU;Communistische Partij van Nederland;SGP;Gereformeerd Politiek Verbond (GPV);Protestants Christelijke Groep;Pacifistisch-Socialistische Partij (PSP);Samenwerkende Christelijke Groepering;Boeren Partij;Wereldburgers;Lijst Voogd;@abs
Sittard-G0968;580;0;11036;1915;0;0;0;102;0;44;0;0;411;0;0;0.0;577.0
Sleen-G0130;171;0;33;1586;811;500;388;226;0;0;0;0;0;0;0;0.0;185.0
Slenaken-G0969;7;0;251;21;0;0;0;1;0;0;0;0;4;0;0;0.0;17.0
Sliedrecht-G0610;255;0;94;3651;843;1128;1112;217;1609;74;0;0;0;0;0;0.0;837.0
Slochteren-G0040;499;0;75;3167;1268;1108;886;278;0;453;0;0;0;0;0;0.0;497.0
Sloten (F)-G0089;2;0;53;107;12;76;127;0;5;0;0;0;0;0;0;0.0;7.0
Sluis-G0713;80;0;677;330;109;52;138;10;6;1;0;0;0;0;0;0.0;86.0
Smallingerland-G0090;378;0;212;5165;951;3741;1130;568;34;402;0;0;0;0;0;0.0;418.0
Smilde-G0131;96;0;10;1248;364;997;868;34;0;74;0;0;0;0;0;0.0;159.0
Sneek-G0091;308;0;1402;3695;1152;2091;1797;411;36;26;0;0;0;0;0;0.0;704.0
Snelrewaard-G0341;5;0;188;10;26;32;29;1;43;0;0;0;0;0;0;0.0;11.0
Soest-G0342;528;0;4392;3179;2540;1973;1103;273;230;44;0;0;0;0;150;0.0;981.0
Someren-G0847;62;0;4468;87;19;0;0;7;0;0;66;0;0;0;0;0.0;208.0
Sommelsdijk-G1184;38;0;17;639;224;544;81;8;538;1;0;0;0;0;0;0.0;182.0
Son en Breugel-G0848;49;0;2114;87;38;0;0;6;2;0;21;0;0;0;0;0.0;83.0
Spanbroek-G1186;8;0;881;131;44;2;2;7;0;0;0;9;0;0;0;0.0;22.0
Spaubeek-G0970;32;0;943;31;0;0;0;0;0;2;0;0;8;0;0;0.0;15.0
Spijkenisse-G0612;45;0;48;888;200;371;367;20;71;4;0;0;0;0;0;0.0;104.0
Sprang-Capelle-G0849;59;0;194;618;202;0;0;0;255;13;1900;0;0;0;0;0.0;295.0
Stad aan 't Haringvliet-G1188;6;0;3;173;76;234;81;2;125;0;0;0;0;0;0;0.0;85.0
Stad Delden-G0179;33;0;1365;410;222;96;109;11;2;4;0;0;0;0;0;0.0;140.0
Standdaarbuiten-G0850;11;0;1078;10;8;0;0;0;0;0;32;0;0;0;0;0.0;74.0
Staphorst-G0180;66;0;17;681;536;1229;519;11;1495;296;0;0;0;0;0;0.0;349.0
Stavenisse-G0714;37;0;7;180;65;51;85;0;345;0;0;0;0;0;0;0.0;230.0
Stavoren-G0092;8;0;0;137;35;137;220;1;0;0;0;0;0;0;0;0.0;59.0
Stedum-G0041;18;0;1;321;134;480;269;13;0;54;0;0;0;0;0;0.0;32.0
Steenbergen-G0851;305;0;4734;597;146;0;0;27;23;0;224;0;0;0;0;0.0;352.0
Steenderen-G0280;23;0;986;387;176;286;361;2;11;1;0;0;0;0;0;0.0;69.0
Steenwijk-G0181;204;0;350;2443;596;773;1082;150;38;83;0;0;0;0;0;0.0;283.0
Steenwijkerwold-G0182;92;0;656;1407;333;321;1153;42;22;63;0;0;0;0;0;0.0;283.0
Stein-G0971;163;0;3208;373;0;0;0;35;0;8;0;0;70;0;0;0.0;108.0
Stellendam-G1195;21;0;3;322;72;296;134;4;146;0;0;0;0;0;0;0.0;102.0
Stevensweert-G0972;25;0;672;26;0;0;0;0;0;0;0;0;8;0;0;0.0;35.0
Stiphout-G1196;20;0;823;47;11;0;0;2;0;0;7;0;0;0;0;0.0;25.0
Stolwijk-G0615;51;0;29;622;384;226;56;17;279;1;0;0;0;0;0;59.0;108.0
Stoutenburg-G0343;11;0;660;71;6;50;128;6;75;1;0;0;0;0;0;0.0;60.0
Stramproy-G0973;20;0;1094;13;0;0;0;0;0;0;0;0;6;0;0;0.0;19.0
Streefkerk-G0616;21;0;0;234;101;210;170;4;220;1;0;0;0;0;0;0.0;109.0
Strijen-G0617;67;0;14;1074;520;412;520;29;271;1;0;0;0;0;0;0.0;162.0
Susteren-G0974;119;0;2629;165;0;0;0;0;0;0;0;0;24;0;0;0.0;125.0
Swalmen-G0975;152;0;3074;203;0;0;0;0;0;0;0;0;48;0;0;0.0;195.0
't Zandt-G0054;20;0;1;734;312;468;229;21;0;22;0;0;0;0;0;0.0;59.0
Tegelen-G0976;275;0;6932;507;0;0;0;44;0;0;0;0;41;0;0;0.0;308.0
Ten Boer-G0009;58;0;15;955;445;954;219;93;0;265;0;0;0;0;0;0.0;185.0
Ter Aar-G0480;15;0;1439;71;70;291;383;4;71;3;0;0;0;0;0;5.0;63.0
Terheijden-G0853;55;0;2365;182;16;0;0;0;4;2;28;0;0;0;0;0.0;84.0
Termunten-G0042;87;0;20;936;302;599;179;290;0;22;0;0;0;0;0;0.0;524.0
Terneuzen-G0715;229;0;1852;2730;746;628;1245;48;631;130;0;0;0;0;0;0.0;718.0
Terschelling-G0093;43;0;17;998;389;193;388;6;3;0;0;0;0;0;0;0.0;318.0
Teteringen-G0854;27;0;1051;66;20;0;0;4;0;0;9;0;0;0;0;0.0;82.0
Texel-G0448;116;0;1322;2046;920;525;501;75;13;13;0;40;0;0;0;0.0;371.0
Tholen-G0716;22;0;133;320;184;203;473;0;476;0;0;0;0;0;0;0.0;174.0
Thorn-G0977;25;0;1061;20;0;0;0;0;0;0;0;0;3;0;0;0.0;35.0
Tiel-G0281;245;0;2525;4499;1208;403;797;107;64;17;0;0;0;26;0;0.0;351.0
Tienhoven (ZH)-G0618;2;0;0;52;16;91;55;0;18;3;0;0;0;0;0;0.0;7.0
Tietjerksteradeel-G0094;153;0;68;3342;875;3258;2299;125;125;119;0;0;0;0;0;0.0;540.0
Tilburg-G0855;2592;0;50091;12486;1472;0;0;584;175;0;1228;0;0;0;0;0.0;2213.0
Tubbergen-G0183;34;0;6349;211;36;21;391;2;7;5;0;0;0;0;0;0.0;227.0
Tudderen-G1204;49;0;461;63;0;0;0;3;0;0;0;0;20;0;0;0.0;39.0
Tull en 't Waal-G1205;1;0;130;27;6;15;65;1;6;1;0;0;0;0;1;0.0;8.0
Twisk-G0449;6;0;5;258;146;20;12;13;6;0;0;8;0;0;0;0.0;11.0
Ubach over Worms-G0978;292;0;3251;828;0;0;0;180;0;18;0;0;125;0;0;0.0;141.0
Ubbergen-G0282;54;0;3332;162;105;50;68;0;6;0;0;0;0;0;0;0.0;271.0
Uden-G0856;109;0;5653;445;143;0;0;0;0;0;198;0;0;0;0;0.0;339.0
Udenhout-G0857;26;0;2463;60;3;0;0;2;0;0;3;0;0;0;0;0.0;65.0
Uitgeest-G0450;49;0;1485;643;166;34;42;229;3;3;0;34;0;0;0;0.0;35.0
Uithoorn-G0451;65;0;2132;737;194;340;409;37;14;6;0;31;0;0;0;0.0;142.0
Uithuizen-G0043;44;0;361;864;353;579;300;152;0;70;0;0;0;0;0;0.0;103.0
Uithuizermeeden-G0044;28;0;19;623;339;791;721;18;0;364;0;0;0;0;0;0.0;154.0
Ulestraten-G0979;17;0;695;9;0;0;0;2;0;0;0;0;4;0;0;0.0;2.0
Ulrum-G0045;15;0;7;634;211;869;168;13;0;312;0;0;0;0;0;0.0;111.0
Urk-G0184;21;0;10;50;15;1509;215;1;429;121;0;0;0;0;0;0.0;210.0
Urmond-G0980;68;0;1531;139;0;0;0;8;0;1;0;0;30;0;0;0.0;64.0
Ursem-G0452;6;0;665;104;24;5;11;12;1;0;0;3;0;0;0;0.0;21.0
Usquert-G0046;14;0;27;737;171;59;55;17;0;10;0;0;0;0;0;0.0;57.0
Utingeradeel-G0095;79;0;22;1553;458;289;435;42;36;1;0;0;0;0;0;0.0;192.0
Utrecht-G0344;4271;0;38897;48826;15234;12811;10183;4647;1499;602;0;0;0;0;1566;0.0;6731.0
Vaals-G0981;430;0;3973;418;0;0;0;201;0;0;0;0;77;0;0;0.0;270.0
Valburg-G0283;57;0;1505;757;206;408;788;33;310;8;0;0;0;61;0;0.0;248.0
Valkenburg (ZH)-G0619;11;0;52;93;86;176;299;6;68;31;0;0;0;0;0;0.0;45.0
Valkenburg-Houthem-G0982;182;0;5531;285;0;0;0;25;0;0;0;0;137;0;0;0.0;315.0
Valkenswaard-G0858;233;0;6688;1049;121;0;0;28;8;12;125;0;0;0;0;0.0;259.0
Varik-G0284;6;0;136;303;40;28;165;2;24;1;0;0;0;5;0;0.0;19.0
Veen-G0859;12;0;3;130;4;0;0;0;209;4;212;0;0;0;0;0.0;107.0
Veendam-G0047;362;0;516;4740;1339;747;720;436;0;87;0;0;0;0;0;0.0;624.0
Veenendaal-G0345;200;0;384;2316;432;2262;2419;54;965;39;0;0;0;0;19;0.0;378.0
Veere-G0717;7;0;24;117;66;200;123;4;68;16;0;0;0;0;0;0.0;52.0
Veghel-G0860;112;0;5527;330;84;0;0;24;0;0;76;0;0;0;0;0.0;196.0
Veldhoven-G0861;165;0;6624;915;152;0;0;14;7;3;318;0;0;0;0;0.0;233.0
Velsen-G0453;1064;0;7579;11128;4212;3283;2493;2324;221;165;0;848;0;0;0;0.0;1882.0
Venhuizen-G0454;20;0;966;480;224;32;24;24;1;0;0;30;0;0;0;0.0;50.0
Venlo-G0983;1050;0;21444;3150;0;0;0;301;0;0;0;0;661;0;0;0.0;1194.0
Venray-G0984;141;0;8134;239;0;0;0;0;0;0;0;0;44;0;0;0.0;1599.0
Vessem, Wintelre en Knegsel-G0862;7;0;1051;8;5;0;0;0;0;0;2;0;0;0;0;0.0;24.0
Vianen-G0620;36;0;597;810;168;310;388;11;167;10;0;0;0;0;0;0.0;125.0
Vierlingsbeek-G0863;28;0;2642;62;14;0;0;0;0;0;23;0;0;0;0;0.0;86.0
Vierpolders-G0621;13;0;6;230;163;35;52;18;8;1;0;0;0;0;0;0.0;49.0
Vinkeveen en Waverveen-G0346;46;0;1512;161;166;347;416;13;182;2;0;0;0;0;13;0.0;162.0
Vlaardingen-G0622;805;0;3842;13454;3523;4693;5935;945;1349;262;0;0;0;0;0;0.0;1976.0
Vlagtwedde-G0048;410;0;1402;2958;1005;845;1629;588;0;58;0;0;0;0;0;0.0;537.0
Vledder-G0132;49;0;80;682;321;138;123;40;0;5;0;0;0;0;0;0.0;124.0
Vleuten-De Meern-G0347;54;0;2155;399;167;284;601;16;65;21;0;0;0;0;9;0.0;109.0
Vlieland-G0096;4;0;3;274;69;35;37;0;0;2;0;0;0;0;0;0.0;34.0
Vlijmen-G0864;188;0;3823;252;47;0;0;0;7;4;64;0;0;0;0;0.0;220.0
Vlissingen-G0718;576;0;2082;7236;1617;1792;1863;250;308;37;0;0;0;0;0;0.0;1442.0
Vlist-G0623;6;0;54;46;48;58;12;0;46;0;0;0;0;0;0;3.0;11.0
Vlodrop-G0985;23;0;796;27;0;0;0;0;0;0;0;0;6;0;0;0.0;15.0
Voerendaal-G0986;61;0;2709;142;0;0;0;10;0;5;0;0;38;0;0;0.0;91.0
Vogelwaarde-G0719;36;0;1802;65;9;20;46;1;3;3;0;0;0;0;0;0.0;121.0
Vollenhove-G0185;41;0;165;524;109;637;717;12;48;291;0;0;0;0;0;0.0;146.0
Voorburg-G0624;584;0;6708;5009;6245;2665;1945;234;126;129;0;0;0;0;0;0.0;1448.0
Voorhout-G0625;25;0;1677;76;74;49;145;3;2;1;0;0;0;0;0;0.0;106.0
Voorschoten-G0626;154;0;2014;1227;1124;857;791;45;134;41;0;0;0;0;0;0.0;373.0
Voorst-G0285;158;0;2799;2995;1544;417;1451;281;149;18;0;0;0;251;0;0.0;548.0
Vorden-G0286;56;0;483;840;489;444;835;23;14;3;0;0;0;0;0;0.0;237.0
Vreeland-G1213;20;0;58;148;104;105;124;10;53;3;0;0;0;0;2;0.0;38.0
Vreeswijk-G0348;23;0;693;393;42;196;333;6;116;0;0;0;0;0;3;0.0;179.0
Vries-G0133;197;0;23;1490;1414;259;128;121;0;55;0;0;0;0;0;0.0;219.0
Vriezenveen-G0186;135;0;373;1422;212;638;2996;66;455;41;0;0;0;0;0;0.0;375.0
Vrouwenpolder-G1214;4;0;3;24;14;293;114;2;31;54;0;0;0;0;0;0.0;27.0
Vught-G0865;264;0;7576;1003;516;0;0;43;0;25;336;0;0;0;0;0.0;1171.0
Vuren-G0287;14;0;18;459;85;228;264;4;38;0;0;0;0;7;0;0.0;64.0
Waalre-G0866;113;0;3039;496;371;0;0;19;4;5;148;0;0;0;0;0.0;193.0
Waalwijk-G0867;182;0;6255;830;224;0;0;0;27;4;786;0;0;0;0;0.0;265.0
Waarde-G0721;21;0;3;62;53;28;197;8;205;2;0;0;0;0;0;0.0;59.0
Waardenburg-G0288;17;0;17;284;50;42;286;11;250;6;0;0;0;8;0;0.0;72.0
Waarder-G1217;8;0;17;55;14;183;113;2;107;0;0;0;0;0;0;2.0;37.0
Waddinxveen-G0627;106;0;693;1367;446;860;720;42;868;17;0;0;0;0;0;26.0;240.0
Wageningen-G0289;375;0;2008;3878;1658;1126;1776;285;467;33;0;0;0;39;0;0.0;708.0
Wamel-G0290;57;0;3454;200;28;10;142;0;10;0;0;0;0;0;0;0.0;205.0
Wanneperveen-G0187;8;0;3;234;81;128;437;3;10;17;0;0;0;0;0;0.0;68.0
Wanroij-G0868;8;0;1614;5;1;0;0;0;0;0;0;0;0;0;0;0.0;38.0
Wanssum-G0987;5;0;596;2;0;0;0;0;0;0;0;0;2;0;0;0.0;10.0
Warder-G0455;8;0;16;162;94;2;4;7;1;1;0;10;0;0;0;0.0;14.0
Warffum-G0049;13;0;4;709;236;362;50;15;0;26;0;0;0;0;0;0.0;54.0
Warmenhuizen-G0456;11;0;923;151;116;79;6;35;1;1;0;5;0;0;0;0.0;47.0
Warmond-G0628;26;0;1323;269;174;71;195;10;27;6;0;0;0;0;0;0.0;88.0
Warnsveld-G0291;76;0;334;960;542;330;733;26;6;9;0;0;0;0;0;0.0;710.0
Waspik-G0869;42;0;1314;66;7;0;0;0;16;2;229;0;0;0;0;0.0;118.0
Wassenaar-G0629;267;0;4473;2019;4005;1159;1270;107;130;28;0;0;0;0;0;0.0;1041.0
Wateringen-G0630;39;0;3076;256;140;226;422;11;20;2;0;0;0;0;0;0.0;145.0
Waterlandkerkje-G0722;8;0;108;72;29;14;35;0;19;1;0;0;0;0;0;0.0;10.0
Wedde-G1220;94;0;11;1187;394;120;217;297;0;9;0;0;0;0;0;0.0;132.0
Weerselo-G0188;37;0;4057;72;48;9;70;10;0;1;0;0;0;0;0;0.0;117.0
Weert-G0988;405;0;10820;814;0;0;0;0;0;0;0;0;222;0;0;0.0;518.0
Weesp-G0457;213;0;1143;1916;535;632;940;147;55;11;0;177;0;0;0;0.0;244.0
Weesperkarspel-G1221;60;0;633;408;105;262;530;64;50;16;0;38;0;0;0;0.0;109.0
Wehl-G0292;42;0;1876;72;16;5;74;3;0;2;0;0;0;0;0;0.0;80.0
Wemeldinge-G0723;33;0;17;358;174;237;459;3;97;2;0;0;0;0;0;0.0;176.0
Werkendam-G0870;63;0;42;1233;120;0;0;0;381;59;2223;0;0;0;0;0.0;963.0
Werkhoven-G1223;3;0;455;57;10;28;55;0;36;0;0;0;0;0;0;0.0;29.0
Wervershoof-G0459;10;0;1937;90;17;14;3;9;1;0;0;0;0;0;0;0.0;51.0
Wessem-G0989;28;0;799;37;0;0;0;0;0;0;0;0;8;0;0;0.0;52.0
Westdongeradeel-G0097;37;0;14;935;337;1432;1136;70;29;62;0;0;0;0;0;0.0;156.0
Westdorpe-G0724;36;0;889;224;39;5;17;6;1;4;0;0;0;0;0;0.0;74.0
Westerbork-G0134;111;0;18;1520;821;614;292;21;0;11;0;0;0;0;0;0.0;107.0
Westerhoven-G0871;6;0;515;7;0;0;0;0;0;0;1;0;0;0;0;0.0;15.0
Westervoort-G0293;38;0;1130;173;34;66;100;4;5;2;0;0;0;0;0;0.0;48.0
Westkapelle-G0726;31;0;8;561;101;151;315;11;190;5;0;0;0;0;0;0.0;108.0
Westmaas-G0631;3;0;0;132;83;151;144;2;41;1;0;0;0;0;0;0.0;40.0
Weststellingwerf-G0098;364;0;1169;5521;1651;808;1377;557;22;17;0;0;0;0;0;0.0;768.0
Westwoud-G0460;3;0;534;122;77;5;16;3;1;0;0;5;0;0;0;0.0;18.0
Westzaan-G0461;81;0;90;741;254;289;88;350;33;3;0;152;0;0;0;0.0;145.0
Wierden-G0189;78;0;2255;793;287;1345;2123;21;514;17;0;0;0;0;0;0.0;227.0
Wieringen-G0462;130;0;316;1417;702;228;188;448;8;2;0;186;0;0;0;0.0;369.0
Wieringermeer-G0463;63;0;914;981;450;832;505;36;19;49;0;27;0;0;0;0.0;197.0
Wieringerwaard-G0464;15;0;36;362;216;24;26;32;2;3;0;9;0;0;0;0.0;69.0
Wijchen-G0296;122;0;4821;325;41;15;31;0;8;0;0;0;0;0;0;0.0;107.0
Wijdenes-G0469;8;0;59;299;147;9;11;18;0;0;0;24;0;0;0;0.0;40.0
Wijdewormer-G0470;10;0;178;114;69;20;39;14;1;0;0;14;0;0;0;0.0;19.0
Wijhe-G0190;29;0;948;978;359;247;770;8;27;17;0;0;0;0;0;0.0;91.0
Wijk bij Duurstede-G0352;47;0;1176;395;89;72;288;13;22;0;0;0;0;0;5;0.0;95.0
Wijk en Aalburg-G0876;38;0;10;341;96;0;0;0;313;7;694;0;0;0;0;0.0;246.0
Wijlre-G0991;34;0;1316;28;0;0;0;7;0;0;0;0;10;0;0;0.0;67.0
Wijnandsrade-G0992;3;0;456;13;0;0;0;1;0;1;0;0;0;0;0;0.0;5.0
Wijngaarden-G0634;7;0;0;13;15;104;8;0;100;1;0;0;0;0;0;0.0;10.0
Wildervank-G1225;228;0;207;2610;868;852;446;253;0;65;0;0;0;0;0;0.0;476.0
Willemstad-G0872;11;0;94;242;51;0;0;0;10;6;711;0;0;0;0;0.0;49.0
Willeskop-G0349;3;0;282;59;13;31;76;2;31;0;0;0;0;0;1;0.0;16.0
Wilnis-G0350;15;0;585;53;27;430;235;2;95;6;0;0;0;0;3;0.0;46.0
Winkel-G0465;23;0;51;587;234;20;25;103;4;3;0;112;0;0;0;0.0;82.0
Winschoten-G0052;358;0;323;4221;1423;1063;789;1010;0;82;0;0;0;0;0;0.0;602.0
Winsum-G0053;22;0;9;585;245;739;121;8;0;35;0;0;0;0;0;0.0;83.0
Winterswijk-G0294;450;0;1841;5995;2808;1064;815;86;21;26;0;0;0;86;0;0.0;672.0
Wisch-G0295;244;0;2420;1810;858;824;1185;25;16;3;0;0;0;94;0;0.0;436.0
Wissenkerke-G0727;24;0;7;298;112;640;708;5;185;4;0;0;0;0;0;0.0;124.0
Wittem-G0990;91;0;2737;68;0;0;0;13;0;0;0;0;19;0;0;0.0;85.0
Woensdrecht-G0873;130;0;2216;369;77;0;0;22;6;0;116;0;0;0;0;0.0;181.0
Woerden-G0632;100;0;1850;1232;536;935;1151;38;373;3;0;0;0;0;0;5.0;369.0
Wognum-G0466;15;0;973;155;85;10;5;17;0;0;0;2;0;0;0;0.0;28.0
Wolphaartsdijk-G0728;27;0;47;249;95;244;538;2;223;16;0;0;0;0;0;0.0;92.0
Wonseradeel-G0099;80;0;577;1646;607;1731;1923;113;24;35;0;0;0;0;0;0.0;290.0
Workum-G0100;30;0;498;458;87;409;662;8;2;4;0;0;0;0;0;0.0;67.0
Wormer-G0467;42;0;1111;1117;222;332;70;397;29;70;0;145;0;0;0;0.0;114.0
Wormerveer-G0468;204;0;1157;2499;782;650;179;1251;31;41;0;425;0;0;0;0.0;273.0
Woubrugge-G0633;20;0;657;143;83;211;312;7;77;1;0;0;0;0;0;2.0;45.0
Woudenberg-G0351;49;0;31;645;247;305;877;9;271;5;0;0;0;0;8;0.0;164.0
Woudrichem-G0874;35;0;14;642;61;0;0;0;38;12;376;0;0;0;0;0.0;62.0
Wouw-G0875;138;0;2729;187;20;0;0;17;9;0;20;0;0;0;0;0.0;197.0
Wymbritseradeel-G0101;46;0;780;684;201;1414;2648;10;10;2;0;0;0;0;0;0.0;333.0
Yerseke-G0729;60;0;107;668;252;436;622;22;604;4;0;0;0;0;0;0.0;282.0
Zaamslag-G0731;31;0;35;346;124;537;589;7;114;193;0;0;0;0;0;0.0;105.0
Zaandam-G0471;744;0;3927;10215;2588;3154;1080;3961;225;135;0;1305;0;0;0;0.0;1353.0
Zaandijk-G0472;72;0;230;1072;428;283;75;394;6;18;0;196;0;0;0;0.0;114.0
Zaltbommel-G0297;84;0;609;1415;434;273;347;0;98;0;0;0;0;0;0;0.0;182.0
Zandvoort-G0473;303;0;1225;2610;2137;452;635;207;16;10;0;181;0;0;0;0.0;648.0
Zeeland-G0877;7;0;1705;14;3;0;0;0;0;0;1;0;0;0;0;0.0;80.0
Zegveld-G0354;7;0;117;22;19;245;212;0;82;0;0;0;0;0;1;0.0;36.0
Zeist-G0355;817;0;3926;7398;5446;4363;3805;251;827;125;0;0;0;0;159;0.0;2739.0
Zelhem-G0298;165;0;456;1139;434;828;839;9;146;4;0;0;0;275;0;0.0;308.0
Zevenaar-G0299;136;0;4129;333;111;43;174;8;6;1;0;0;0;0;0;0.0;193.0
Zevenbergen-G0878;134;0;3664;344;108;0;0;0;10;55;742;0;0;0;0;0.0;217.0
Zevenhoven-G0635;10;0;330;52;7;91;99;4;9;0;0;0;0;0;0;0.0;18.0
Zevenhuizen-G0636;27;0;29;688;259;181;459;13;167;1;0;0;0;0;0;8.0;121.0
Zierikzee-G0732;64;0;483;1398;663;778;498;0;182;15;0;0;0;0;0;0.0;240.0
Zijpe-G0476;63;0;1041;1286;732;70;41;82;7;5;0;59;0;0;0;0.0;211.0
Zoelen-G0300;57;0;29;1071;330;108;347;10;108;1;0;0;0;25;0;0.0;110.0
Zoetermeer-G0637;39;0;1146;761;235;412;524;13;498;19;0;0;0;0;0;2.0;183.0
Zoeterwoude-G0638;45;0;2000;163;114;136;273;13;34;8;0;0;0;0;0;0.0;115.0
Zonnemaire-G1236;8;0;9;211;101;82;45;0;5;6;0;0;0;0;0;0.0;29.0
Zoutelande-G1237;10;0;5;47;39;94;228;0;88;13;0;0;0;0;0;0.0;37.0
Zuid- en Noord-Schermer-G0474;19;0;68;301;77;31;14;18;18;1;0;3;0;0;0;0.0;21.0
Zuid-Beijerland-G0639;15;0;11;348;181;281;312;2;245;2;0;0;0;0;0;0.0;81.0
Zuidbroek-G1240;111;0;16;750;303;156;54;117;0;64;0;0;0;0;0;0.0;151.0
Zuiddorpe-G0734;19;0;387;66;6;1;6;0;1;3;0;0;0;0;0;0.0;25.0
Zuidhorn-G0056;26;0;42;648;447;451;161;24;0;344;0;0;0;0;0;0.0;77.0
Zuidland-G0640;15;0;3;194;126;686;164;2;37;0;0;0;0;0;0;0.0;55.0
Zuidlaren-G0136;121;0;23;1235;925;708;177;53;0;130;0;0;0;0;0;0.0;468.0
Zuidwolde-G0137;123;0;37;1048;758;791;791;23;0;66;0;0;0;0;0;0.0;144.0
Zuidzande-G0735;22;0;24;216;166;19;53;1;5;0;0;0;0;0;0;0.0;36.0
Zundert-G0879;237;0;4468;227;51;0;0;17;18;0;99;0;0;0;0;0.0;205.0
Zutphen-G0301;451;0;1932;6383;2022;1032;1460;719;68;43;0;0;0;0;0;0.0;749.0
Zwaag-G0475;9;0;816;211;121;6;6;12;0;0;0;7;0;0;0;0.0;40.0
Zwammerdam-G1244;13;0;381;279;121;278;266;9;107;0;0;0;0;0;0;9.0;71.0
Zwartewaal-G0641;9;0;8;156;71;69;9;7;7;2;0;0;0;0;0;0.0;6.0
Zwartsluis-G0192;15;0;20;300;97;854;453;22;64;48;0;0;0;0;0;0.0;136.0
Zweeloo-G0138;29;0;14;537;459;275;67;4;0;5;0;0;0;0;0;0.0;43.0
Zwijndrecht-G0642;178;0;557;3164;803;2182;1952;170;679;200;0;0;0;0;0;0.0;660.0
Zwolle-G0193;843;0;5507;11503;3659;3482;3284;855;344;605;0;0;0;0;0;0.0;1813.0
Zwollerkerspel-G1245;65;0;939;1180;478;948;1578;40;226;338;0;0;0;0;0;0.0;270.0
